accession	uniprot_optimized	cspa_optimized	gene_symbol	hgnc_id	hgnc_symbol	ncbi_gene_id	ensembl_gene	uniprot_surface_flag	go_surface_flag	surfy_surface_flag	cspa_surface_flag	hpa_surface_flag	n_sources_surface	n_sources_optimized
P21709	1	1	EPHA1	HGNC:3385	EPHA1	2041	ENSG00000146904	1	0	1	1	0	3	3
P21728	1	0	DRD1	HGNC:3020	DRD1	1812	ENSG00000184845	1	1	1	0	1	4	4
P21730	1	0	C5AR1	HGNC:1338	C5AR1	728	ENSG00000197405	1	1	1	0	0	3	3
P21731	1	1	TBXA2R	HGNC:11608	TBXA2R	6915	ENSG00000006638	1	0	1	1	1	4	4
P21754	1	0	ZP3	HGNC:13189	ZP3	7784	ENSG00000188372	1	0	1	0	0	2	2
P21757	1	0	MSR1	HGNC:7376	MSR1	4481	ENSG00000038945	1	0	1	1	0	3	2
P21796	1	1	VDAC1	HGNC:12669	VDAC1	7416	ENSG00000213585	0	0	0	1	0	1	2
P21802	1	1	FGFR2	HGNC:3689	FGFR2	2263	ENSG00000066468	1	1	1	1	1	5	5
P21810	0	1	BGN	HGNC:1044	BGN	633	ENSG00000182492	0	1	0	1	0	2	2
P21854	1	0	CD72	HGNC:1696	CD72	971	ENSG00000137101	1	0	0	1	0	2	1
P21860	1	1	ERBB3	HGNC:3431	ERBB3	2065	ENSG00000065361	1	1	1	1	1	5	5
P21917	1	0	DRD4	HGNC:3025	DRD4	1815	ENSG00000069696	1	0	1	0	1	3	3
P21918	1	0	DRD5	HGNC:3026	DRD5	1816	ENSG00000169676	1	1	1	0	0	3	3
P21926	1	0	CD9	HGNC:1709	CD9	928	ENSG00000010278	1	0	1	0	1	3	3
P21964	1	0	COMT	HGNC:2228	COMT	1312	ENSG00000093010	1	0	0	0	0	1	1
P22001	1	1	KCNA3	HGNC:6221	KCNA3	3738	ENSG00000177272	1	1	1	1	0	4	4
P22105	0	1	TNXB	HGNC:11976	TNXB	7148	ENSG00000168477	0	0	0	1	0	1	1
P22223	1	1	CDH3	HGNC:1762	CDH3	1001	ENSG00000062038	1	1	1	1	1	5	5
P22303	1	1	ACHE	HGNC:108	ACHE	43	ENSG00000087085	0	0	1	1	0	2	3
P22413	1	1	ENPP1	HGNC:3356	ENPP1	5167	ENSG00000197594	1	1	1	1	0	4	4
P22455	1	1	FGFR4	HGNC:3691	FGFR4	2264	ENSG00000160867	1	0	1	1	0	3	3
P22459	1	0	KCNA4	HGNC:6222	KCNA4	3739	ENSG00000182255	1	1	0	0	0	2	2
P22460	1	0	KCNA5	HGNC:6224	KCNA5	3741	ENSG00000130037	1	1	0	0	0	2	2
P22607	1	1	FGFR3	HGNC:3690	FGFR3	2261	ENSG00000068078	1	0	1	1	0	3	3
P22732	1	0	SLC2A5	HGNC:11010	SLC2A5	6518	ENSG00000142583	1	1	1	1	1	5	4
P22748	1	0	CA4	HGNC:1375	CA4	762	ENSG00000167434	0	1	1	0	0	2	3
P22794	1	1	EVI2A	HGNC:3499	EVI2A	2123	ENSG00000126860	1	0	1	1	1	4	4
P22888	1	0	LHCGR	HGNC:6585	LHCGR	3973	ENSG00000138039	1	0	1	0	1	3	3
P22897	1	1	MRC1	HGNC:7228	MRC1	4360	ENSG00000260314	1	0	1	1	0	3	3
P23083	1	0						0	0	0	0	0	0	1
P23229	1	1	ITGA6	HGNC:6142	ITGA6	3655	ENSG00000091409	1	1	1	1	0	4	4
P23276	1	0	KEL	HGNC:6308	KEL	3792	ENSG00000197993	1	0	1	0	1	3	3
P23352	1	0	ANOS1	HGNC:6211	ANOS1	3730	ENSG00000011201	0	1	0	0	0	1	2
P23415	1	0	GLRA1	HGNC:4326	GLRA1	2741	ENSG00000145888	1	0	1	0	1	3	3
P23416	1	0	GLRA2	HGNC:4327	GLRA2	2742	ENSG00000101958	1	0	1	0	1	3	3
P23435	1	0	CBLN1	HGNC:1543	CBLN1	869	ENSG00000102924	0	1	0	0	0	1	2
P23467	1	1	PTPRB	HGNC:9665	PTPRB	5787	ENSG00000127329	1	0	1	1	1	4	4
P23468	1	1	PTPRD	HGNC:9668	PTPRD	5789	ENSG00000153707	1	0	1	1	0	3	3
P23469	1	0	PTPRE	HGNC:9669	PTPRE	5791	ENSG00000132334	1	0	0	0	0	1	1
P23470	1	1	PTPRG	HGNC:9671	PTPRG	5793	ENSG00000144724	1	0	1	1	1	4	4
P23471	1	1	PTPRZ1	HGNC:9685	PTPRZ1	5803	ENSG00000106278	1	0	1	1	0	3	3
P23510	1	0	TNFSF4	HGNC:11934	TNFSF4	7292	ENSG00000117586	1	1	1	0	0	3	3
P23515	1	0	OMG	HGNC:8135	OMG	4974	ENSG00000126861	0	0	1	0	0	1	2
P23560	0	1	BDNF	HGNC:1033	BDNF	627	ENSG00000176697	0	0	0	1	0	1	1
P23634	1	0	ATP2B4	HGNC:817	ATP2B4	493	ENSG00000058668	1	1	1	0	1	4	4
P23945	1	0	FSHR	HGNC:3969	FSHR	2492	ENSG00000170820	1	0	1	0	0	2	2
P23975	1	0	SLC6A2	HGNC:11048	SLC6A2	6530	ENSG00000103546	1	1	1	1	0	4	3
P24043	0	1	LAMA2	HGNC:6482	LAMA2	3908	ENSG00000196569	0	0	0	1	0	1	1
P24046	1	0	GABRR1	HGNC:4090	GABRR1	2569	ENSG00000146276	1	0	1	0	0	2	2
P24071	1	1	FCAR	HGNC:3608	FCAR	2204	ENSG00000186431	1	0	1	1	1	4	4
P24158	1	0	PRTN3	HGNC:9495	PRTN3	5657	ENSG00000196415	0	1	0	0	0	1	2
P24394	1	1	IL4R	HGNC:6015	IL4R	3566	ENSG00000077238	1	1	1	1	1	5	5
P24530	1	0	EDNRB	HGNC:3180	EDNRB	1910	ENSG00000136160	1	0	1	0	1	3	3
P24821	0	1	TNC	HGNC:5318	TNC	3371	ENSG00000041982	0	0	0	1	0	1	1
P25021	1	0	HRH2	HGNC:5183	HRH2	3274	ENSG00000113749	1	0	1	0	0	2	2
P25024	1	1	CXCR1	HGNC:6026	CXCR1	3577	ENSG00000163464	1	1	1	1	0	4	4
P25025	1	0	CXCR2	HGNC:6027	CXCR2	3579	ENSG00000180871	1	1	1	0	1	4	4
P25063	1	0	CD24	HGNC:1645	CD24	100133941	ENSG00000272398	0	1	1	0	0	2	3
P25089	1	0	FPR3	HGNC:3828	FPR3	2359	ENSG00000187474	1	0	1	0	1	3	3
P25090	1	0	FPR2	HGNC:3827	FPR2	2358	ENSG00000171049	1	0	1	0	0	2	2
P25092	1	0	GUCY2C	HGNC:4688	GUCY2C	2984	ENSG00000070019	1	0	1	0	0	2	2
P25100	1	0	ADRA1D	HGNC:280	ADRA1D	146	ENSG00000171873	1	0	1	0	0	2	2
P25101	1	1	EDNRA	HGNC:3179	EDNRA	1909	ENSG00000151617	1	0	1	1	1	4	4
P25103	1	0	TACR1	HGNC:11526	TACR1	6869	ENSG00000115353	1	0	1	0	1	3	3
P25105	1	1	PTAFR	HGNC:9582	PTAFR	5724	ENSG00000169403	1	0	1	1	1	4	4
P25106	1	1	ACKR3	HGNC:23692	ACKR3	57007	ENSG00000144476	1	1	1	1	1	5	5
P25116	1	1	F2R	HGNC:3537	F2R	2149	ENSG00000181104	1	1	1	1	0	4	4
P25189	1	1	MPZ	HGNC:7225	MPZ	4359	ENSG00000158887	1	0	1	1	0	3	3
P25391	0	1	LAMA1	HGNC:6481	LAMA1	284217	ENSG00000101680	0	0	0	1	0	1	1
P25445	1	1	FAS	HGNC:11920	FAS	355	ENSG00000026103	1	1	1	1	1	5	5
P25929	1	1	NPY1R	HGNC:7956	NPY1R	4886	ENSG00000164128	1	0	1	1	0	3	3
P25940	0	1	COL5A3	HGNC:14864	COL5A3	50509	ENSG00000080573	0	0	0	1	1	2	2
P25942	1	1	CD40	HGNC:11919	CD40	958	ENSG00000101017	1	1	1	1	1	5	5
P26006	1	1	ITGA3	HGNC:6139	ITGA3	3675	ENSG00000005884	1	1	1	1	1	5	5
P26010	1	1	ITGB7	HGNC:6162	ITGB7	3695	ENSG00000139626	1	1	1	1	1	5	5
P26012	1	1	ITGB8	HGNC:6163	ITGB8	3696	ENSG00000105855	1	1	1	1	1	5	5
P26038	1	0	MSN	HGNC:7373	MSN	4478	ENSG00000147065	1	1	0	0	1	3	3
P26715	1	0	KLRC1	HGNC:6374	KLRC1	3821	ENSG00000134545	1	1	1	1	1	5	4
P26717	1	0	KLRC2	HGNC:6375	KLRC2	3822	ENSG00000205809	1	1	1	0	1	4	4
P26718	1	0	KLRK1	HGNC:18788	KLRK1	22914	ENSG00000213809	1	1	1	0	1	4	4
P26842	1	1	CD27	HGNC:11922	CD27	939	ENSG00000139193	1	1	1	1	0	4	4
P26951	1	1	IL3RA	HGNC:6012	IL3RA	3563	ENSG00000185291	1	1	1	1	0	4	4
P26992	1	1	CNTFR	HGNC:2170	CNTFR	1271	ENSG00000122756	0	1	1	1	0	3	4
P27037	1	1	ACVR2A	HGNC:173	ACVR2A	92	ENSG00000121989	1	1	1	1	0	4	4
P27169	0	1	PON1	HGNC:9204	PON1	5444	ENSG00000005421	0	0	0	1	0	1	1
P27216	1	0	ANXA13	HGNC:536	ANXA13	312	ENSG00000104537	1	1	0	0	1	3	3
P27487	1	1	DPP4	HGNC:3009	DPP4	1803	ENSG00000197635	1	1	1	1	0	4	4
P27701	1	0	CD82	HGNC:6210	CD82	3732	ENSG00000085117	1	0	1	1	0	3	2
P27797	1	1	CALR	HGNC:1455	CALR	811	ENSG00000179218	1	1	0	1	0	3	3
P27824	0	1	CANX	HGNC:1473	CANX	821	ENSG00000127022	0	0	0	1	0	1	1
P27930	1	1	IL1R2	HGNC:5994	IL1R2	7850	ENSG00000115590	1	1	1	1	0	4	4
P28221	1	1	HTR1D	HGNC:5289	HTR1D	3352	ENSG00000179546	1	0	1	1	0	3	3
P28222	1	0	HTR1B	HGNC:5287	HTR1B	3351	ENSG00000135312	1	0	1	0	1	3	3
P28223	1	0	HTR2A	HGNC:5293	HTR2A	3356	ENSG00000102468	1	0	1	0	0	2	2
P28300	0	1	LOX	HGNC:6664	LOX	4015	ENSG00000113083	0	0	0	1	0	1	1
P28335	1	0	HTR2C	HGNC:5295	HTR2C	3358	ENSG00000147246	1	0	1	0	0	2	2
P28336	1	0	NMBR	HGNC:7843	NMBR	4829	ENSG00000135577	1	0	1	0	1	3	3
P28472	1	1	GABRB3	HGNC:4083	GABRB3	2562	ENSG00000166206	1	1	1	1	0	4	4
P28476	1	0	GABRR2	HGNC:4091	GABRR2	2570	ENSG00000111886	1	0	1	0	0	2	2
P28566	1	0	HTR1E	HGNC:5291	HTR1E	3354	ENSG00000168830	1	0	1	0	0	2	2
P28799	0	1	GRN	HGNC:4601	GRN	2896	ENSG00000030582	0	0	0	1	0	1	1
P28827	1	1	PTPRM	HGNC:9675	PTPRM	5797	ENSG00000173482	1	0	1	1	1	4	4
P28906	1	1	CD34	HGNC:1662	CD34	947	ENSG00000174059	1	1	1	1	1	5	5
P28907	1	0	CD38	HGNC:1667	CD38	952	ENSG00000004468	1	0	1	1	1	4	3
P28908	1	1	TNFRSF8	HGNC:11923	TNFRSF8	943	ENSG00000120949	1	0	1	1	1	4	4
P29016	1	1	CD1B	HGNC:1635	CD1B	910	ENSG00000158485	1	1	1	1	0	4	4
P29017	1	1	CD1C	HGNC:1636	CD1C	911	ENSG00000158481	1	1	1	1	0	4	4
P29033	1	0	GJB2	HGNC:4284	GJB2	2706	ENSG00000165474	1	1	1	0	0	3	3
P29274	1	0	ADORA2A	HGNC:263	ADORA2A	135	ENSG00000128271	1	0	1	0	1	3	3
P29275	1	0	ADORA2B	HGNC:264	ADORA2B	136	ENSG00000170425	1	0	1	0	1	3	3
P29317	1	1	EPHA2	HGNC:3386	EPHA2	1969	ENSG00000142627	1	1	1	1	1	5	5
P29320	1	1	EPHA3	HGNC:3387	EPHA3	2042	ENSG00000044524	1	0	1	1	1	4	4
P29322	1	0	EPHA8	HGNC:3391	EPHA8	2046	ENSG00000070886	1	0	1	0	0	2	2
P29323	1	1	EPHB2	HGNC:3393	EPHB2	2048	ENSG00000133216	1	0	1	1	1	4	4
P29371	1	0	TACR3	HGNC:11528	TACR3	6870	ENSG00000169836	1	0	1	0	0	2	2
P29376	1	0	LTK	HGNC:6721	LTK	4058	ENSG00000062524	1	0	1	0	0	2	2
P29965	1	1	CD40LG	HGNC:11935	CD40LG	959	ENSG00000102245	1	1	1	1	1	5	5
P29972	1	0	AQP1	HGNC:633	AQP1	358	ENSG00000240583	1	1	1	1	1	5	4
P29973	1	0	CNGA1	HGNC:2148	CNGA1	1259	ENSG00000198515	1	0	0	0	1	2	2
P30203	1	1	CD6	HGNC:1691	CD6	923	ENSG00000013725	1	1	1	1	0	4	4
P30273	1	0	FCER1G	HGNC:3611	FCER1G	2207	ENSG00000158869	1	1	0	0	0	2	2
P30301	1	0	MIP	HGNC:7103	MIP	4284	ENSG00000135517	1	1	1	0	0	3	3
P30408	1	0	TM4SF1	HGNC:11853	TM4SF1	4071	ENSG00000169908	1	0	1	0	0	2	2
P30411	1	0	BDKRB2	HGNC:1030	BDKRB2	624	ENSG00000168398	1	0	1	0	1	3	3
P30443	0	1						0	0	0	0	0	0	1
P30450	0	1						0	0	0	0	0	0	1
P30453	0	1						0	0	0	0	0	0	1
P30459	0	1						0	0	0	0	0	0	1
P30460	0	1						0	0	0	0	0	0	1
P30462	0	1						0	0	0	0	0	0	1
P30464	0	1						0	0	0	0	0	0	1
P30479	0	1						0	0	0	0	0	0	1
P30481	0	1						0	0	0	0	0	0	1
P30483	0	1						0	0	0	0	0	0	1
P30485	0	1						0	0	0	0	0	0	1
P30487	0	1						0	0	0	0	0	0	1
P30490	0	1						0	0	0	0	0	0	1
P30498	0	1						0	0	0	0	0	0	1
P30508	0	1						0	0	0	0	0	0	1
P30510	0	1						0	0	0	0	0	0	1
P30511	1	1	HLA-F	HGNC:4963	HLA-F	3134	ENSG00000204642	1	1	1	1	0	4	4
P30512	0	1						0	0	0	0	0	0	1
P30518	1	0	AVPR2	HGNC:897	AVPR2	554	ENSG00000126895	1	0	1	0	0	2	2
P30530	1	1	AXL	HGNC:905	AXL	558	ENSG00000167601	1	1	1	1	1	5	5
P30531	1	0	SLC6A1	HGNC:11042	SLC6A1	6529	ENSG00000157103	1	1	1	0	0	3	3
P30532	1	0	CHRNA5	HGNC:1959	CHRNA5	1138	ENSG00000169684	1	1	1	0	1	4	4
P30533	1	0	LRPAP1	HGNC:6701	LRPAP1	4043	ENSG00000163956	1	0	0	0	0	1	1
P30542	1	1	ADORA1	HGNC:262	ADORA1	134	ENSG00000163485	1	0	1	1	1	4	4
P30550	1	0	GRPR	HGNC:4609	GRPR	2925	ENSG00000126010	1	0	1	0	1	3	3
P30556	1	1	AGTR1	HGNC:336	AGTR1	185	ENSG00000144891	1	0	1	1	0	3	3
P30559	1	0	OXTR	HGNC:8529	OXTR	5021	ENSG00000180914	1	0	1	0	0	2	2
P30685	0	1						0	0	0	0	0	0	1
P30825	1	0	SLC7A1	HGNC:11057	SLC7A1	6541	ENSG00000139514	1	1	1	1	0	4	3
P30872	1	0	SSTR1	HGNC:11330	SSTR1	6751	ENSG00000139874	1	0	1	0	0	2	2
P30874	1	0	SSTR2	HGNC:11331	SSTR2	6752	ENSG00000180616	1	0	1	0	0	2	2
P30926	1	0	CHRNB4	HGNC:1964	CHRNB4	1143	ENSG00000117971	1	1	1	0	1	4	4
P30939	1	0	HTR1F	HGNC:5292	HTR1F	3355	ENSG00000179097	1	0	1	0	0	2	2
P30953	1	0	OR1E1	HGNC:8189	OR1E1	8387	ENSG00000180016	1	0	1	0	0	2	2
P30954	1	0	OR10J1	HGNC:8175	OR10J1	26476	ENSG00000196184	1	0	1	0	0	2	2
P30968	1	0	GNRHR	HGNC:4421	GNRHR	2798	ENSG00000109163	1	0	1	0	0	2	2
P30988	1	0	CALCR	HGNC:1440	CALCR	799	ENSG00000004948	1	1	1	0	1	4	4
P30989	1	1	NTSR1	HGNC:8039	NTSR1	4923	ENSG00000101188	1	0	1	1	1	4	4
P31358	1	0	CD52	HGNC:1804	CD52	1043	ENSG00000169442	0	0	1	0	0	1	2
P31391	1	0	SSTR4	HGNC:11333	SSTR4	6754	ENSG00000132671	1	0	1	0	0	2	2
P31431	1	0	SDC4	HGNC:10661	SDC4	6385	ENSG00000124145	1	1	0	0	1	3	3
P31639	1	0	SLC5A2	HGNC:11037	SLC5A2	6524	ENSG00000140675	1	1	1	0	0	3	3
P31641	1	1	SLC6A6	HGNC:11052	SLC6A6	6533	ENSG00000131389	1	1	1	1	1	5	5
P31644	1	0	GABRA5	HGNC:4079	GABRA5	2558	ENSG00000186297	1	1	1	0	1	4	4
P31645	1	0	SLC6A4	HGNC:11050	SLC6A4	6532	ENSG00000108576	1	0	1	0	0	2	2
P31785	1	1	IL2RG	HGNC:6010	IL2RG	3561	ENSG00000147168	1	1	1	1	1	5	5
P31994	1	1	FCGR2B	HGNC:3618	FCGR2B	2213	ENSG00000072694	1	1	1	1	0	4	4
P31995	1	0	FCGR2C	HGNC:15626	FCGR2C	9103	ENSG00000244682	1	1	1	0	0	3	3
P31997	1	1	CEACAM8	HGNC:1820	CEACAM8	1088	ENSG00000124469	1	1	1	1	0	4	4
P32004	1	1	L1CAM	HGNC:6470	L1CAM	3897	ENSG00000198910	1	1	1	1	1	5	5
P32238	1	0	CCKAR	HGNC:1570	CCKAR	886	ENSG00000163394	1	0	1	0	1	3	3
P32239	1	0	CCKBR	HGNC:1571	CCKBR	887	ENSG00000110148	1	0	1	0	1	3	3
P32241	1	1	VIPR1	HGNC:12694	VIPR1	7433	ENSG00000114812	1	0	1	1	0	3	3
P32245	1	0	MC4R	HGNC:6932	MC4R	4160	ENSG00000166603	1	1	1	0	0	3	3
P32246	1	0	CCR1	HGNC:1602	CCR1	1230	ENSG00000163823	1	1	1	0	0	3	3
P32247	1	0	BRS3	HGNC:1113	BRS3	680	ENSG00000102239	1	0	1	0	0	2	2
P32248	1	1	CCR7	HGNC:1608	CCR7	1236	ENSG00000126353	1	1	1	1	0	4	4
P32249	1	0	GPR183	HGNC:3128	GPR183	1880	ENSG00000169508	1	0	1	0	1	3	3
P32297	1	1	CHRNA3	HGNC:1957	CHRNA3	1136	ENSG00000080644	1	1	1	1	1	5	5
P32302	1	1	CXCR5	HGNC:1060	CXCR5	643	ENSG00000160683	1	1	1	1	0	4	4
P32418	1	1	SLC8A1	HGNC:11068	SLC8A1	6546	ENSG00000183023	1	1	1	1	1	5	5
P32745	1	0	SSTR3	HGNC:11332	SSTR3	6753	ENSG00000278195	1	1	1	0	1	4	4
P32926	1	0	DSG3	HGNC:3050	DSG3	1830	ENSG00000134757	1	1	1	0	0	3	3
P32927	1	1	CSF2RB	HGNC:2436	CSF2RB	1439	ENSG00000100368	1	1	1	1	0	4	4
P32942	1	1	ICAM3	HGNC:5346	ICAM3	3385	ENSG00000076662	1	0	1	1	0	3	3
P32970	1	0	CD70	HGNC:11937	CD70	970	ENSG00000125726	1	0	1	1	0	3	2
P32971	1	0	TNFSF8	HGNC:11938	TNFSF8	944	ENSG00000106952	1	0	1	0	0	2	2
P33032	1	0	MC5R	HGNC:6933	MC5R	4161	ENSG00000176136	1	0	1	0	1	3	3
P33151	1	1	CDH5	HGNC:1764	CDH5	1003	ENSG00000179776	1	1	1	1	1	5	5
P33527	1	1	ABCC1	HGNC:51	ABCC1	4363	ENSG00000103222	1	1	1	1	1	5	5
P33681	1	1	CD80	HGNC:1700	CD80	941	ENSG00000121594	1	1	1	1	0	4	4
P34741	1	0	SDC2	HGNC:10659	SDC2	6383	ENSG00000169439	1	1	1	0	1	4	4
P34810	1	1	CD68	HGNC:1693	CD68	968	ENSG00000129226	1	0	1	1	0	3	3
P34903	1	0	GABRA3	HGNC:4077	GABRA3	2556	ENSG00000011677	1	1	1	0	1	4	4
P34910	1	0	EVI2B	HGNC:3500	EVI2B	2124	ENSG00000185862	1	0	1	0	1	3	3
P34925	1	1	RYK	HGNC:10481	RYK	6259	ENSG00000163785	1	0	1	1	0	3	3
P34969	1	0	HTR7	HGNC:5302	HTR7	3363	ENSG00000148680	1	0	1	0	1	3	3
P34972	1	1	CNR2	HGNC:2160	CNR2	1269	ENSG00000188822	1	0	1	1	0	3	3
P34981	1	1	TRHR	HGNC:12299	TRHR	7201	ENSG00000174417	1	0	1	1	0	3	3
P34982	1	0	OR1D2	HGNC:8183	OR1D2	4991	ENSG00000184166	1	0	1	0	0	2	2
P34995	1	0	PTGER1	HGNC:9593	PTGER1	5731	ENSG00000160951	1	0	1	0	0	2	2
P34998	1	0	CRHR1	HGNC:2357	CRHR1	1394	ENSG00000120088	1	0	1	0	0	2	2
P35052	1	1	GPC1	HGNC:4449	GPC1	2817	ENSG00000063660	0	1	1	1	1	4	5
P35070	1	0	BTC	HGNC:1121	BTC	685	ENSG00000174808	1	0	1	0	0	2	2
P35212	1	0	GJA4	HGNC:4278	GJA4	2701	ENSG00000187513	1	1	1	0	0	3	3
P35346	1	0	SSTR5	HGNC:11334	SSTR5	6755	ENSG00000162009	1	0	1	0	1	3	3
P35348	1	0	ADRA1A	HGNC:277	ADRA1A	148	ENSG00000120907	1	0	1	0	0	2	2
P35367	1	0	HRH1	HGNC:5182	HRH1	3269	ENSG00000196639	1	0	1	0	1	3	3
P35368	1	0	ADRA1B	HGNC:278	ADRA1B	147	ENSG00000170214	1	0	1	0	1	3	3
P35372	1	0	OPRM1	HGNC:8156	OPRM1	4988	ENSG00000112038	1	0	1	0	0	2	2
P35408	1	0	PTGER4	HGNC:9596	PTGER4	5734	ENSG00000171522	1	0	1	0	0	2	2
P35410	1	0	MAS1L	HGNC:13961	MAS1L	116511	ENSG00000204687	1	0	1	0	1	3	3
P35414	1	1	APLNR	HGNC:339	APLNR	187	ENSG00000134817	1	0	1	1	0	3	3
P35462	1	0	DRD3	HGNC:3024	DRD3	1814	ENSG00000151577	1	0	1	0	0	2	2
P35498	1	0	SCN1A	HGNC:10585	SCN1A	6323	ENSG00000144285	1	1	1	0	1	4	4
P35499	1	0	SCN4A	HGNC:10591	SCN4A	6329	ENSG00000007314	1	1	1	0	0	3	3
P35523	1	0	CLCN1	HGNC:2019	CLCN1	1180	ENSG00000188037	1	0	0	0	0	1	1
P35555	0	1	FBN1	HGNC:3603	FBN1	2200	ENSG00000166147	0	0	0	1	0	1	1
P35556	0	1	FBN2	HGNC:3604	FBN2	2201	ENSG00000138829	0	0	0	1	0	1	1
P35590	1	1	TIE1	HGNC:11809	TIE1	7075	ENSG00000066056	1	0	1	1	0	3	3
P35613	1	1	BSG	HGNC:1116	BSG	682	ENSG00000172270	1	0	1	1	0	3	3
P35670	1	0	ATP7B	HGNC:870	ATP7B	540	ENSG00000123191	1	1	0	0	0	2	2
P35916	1	1	FLT4	HGNC:3767	FLT4	2324	ENSG00000037280	1	0	1	1	1	4	4
P35968	1	0	KDR	HGNC:6307	KDR	3791	ENSG00000128052	1	0	1	0	0	2	2
P36021	1	0	SLC16A2	HGNC:10923	SLC16A2	6567	ENSG00000147100	1	1	0	0	1	3	3
P36269	1	0	GGT5	HGNC:4260	GGT5	2687	ENSG00000099998	1	0	0	0	0	1	1
P36382	1	0	GJA5	HGNC:4279	GJA5	2702	ENSG00000265107	1	1	0	0	0	2	2
P36383	1	0	GJC1	HGNC:4280	GJC1	10052	ENSG00000182963	1	1	0	0	1	3	3
P36543	1	0	ATP6V1E1	HGNC:857	ATP6V1E1	529	ENSG00000131100	1	1	0	0	0	2	2
P36544	1	0	CHRNA7	HGNC:1960	CHRNA7	1139	ENSG00000175344	1	1	1	0	0	3	3
P36888	1	1	FLT3	HGNC:3765	FLT3	2322	ENSG00000122025	1	0	1	1	0	3	3
P36894	1	0	BMPR1A	HGNC:1076	BMPR1A	657	ENSG00000107779	1	1	1	0	0	3	3
P36896	1	0	ACVR1B	HGNC:172	ACVR1B	91	ENSG00000135503	1	1	1	0	0	3	3
P36897	1	0	TGFBR1	HGNC:11772	TGFBR1	7046	ENSG00000106799	1	1	1	0	1	4	4
P36941	1	1	LTBR	HGNC:6718	LTBR	4055	ENSG00000111321	1	0	1	1	0	3	3
P36955	0	1	SERPINF1	HGNC:8824	SERPINF1	5176	ENSG00000132386	0	0	0	1	0	1	1
P37023	1	0	ACVRL1	HGNC:175	ACVRL1	94	ENSG00000139567	1	1	1	0	0	3	3
P37088	1	0	SCNN1A	HGNC:10599	SCNN1A	6337	ENSG00000111319	1	1	1	0	0	3	3
P37173	1	1	TGFBR2	HGNC:11773	TGFBR2	7048	ENSG00000163513	1	1	1	1	1	5	5
P37288	1	0	AVPR1A	HGNC:895	AVPR1A	552	ENSG00000166148	1	0	1	0	0	2	2
P38484	1	0	IFNGR2	HGNC:5440	IFNGR2	3460	ENSG00000159128	1	0	1	0	0	2	2
P38567	1	0	SPAM1	HGNC:11217	SPAM1	6677	ENSG00000106304	0	0	1	0	0	1	2
P38570	1	1	ITGAE	HGNC:6147	ITGAE	3682	ENSG00000083457	1	1	1	1	0	4	4
P39086	1	0	GRIK1	HGNC:4579	GRIK1	2897	ENSG00000171189	1	1	1	0	1	4	4
P39877	1	0	PLA2G5	HGNC:9038	PLA2G5	5322	ENSG00000127472	0	0	0	0	0	0	1
P40126	0	1	DCT	HGNC:2709	DCT	1638	ENSG00000080166	0	0	1	1	1	3	3
P40145	1	0	ADCY8	HGNC:239	ADCY8	114	ENSG00000155897	1	1	0	0	1	3	3
P40189	1	1	IL6ST	HGNC:6021	IL6ST	3572	ENSG00000134352	1	1	1	1	1	5	5
P40197	1	1	GP5	HGNC:4443	GP5	2814	ENSG00000178732	1	1	1	1	0	4	4
P40198	1	0	CEACAM3	HGNC:1815	CEACAM3	1084	ENSG00000170956	1	1	1	0	0	3	3
P40199	1	1	CEACAM6	HGNC:1818	CEACAM6	4680	ENSG00000086548	1	1	1	1	0	4	4
P40200	1	1	CD96	HGNC:16892	CD96	10225	ENSG00000153283	1	0	1	1	0	3	3
P40238	1	0	MPL	HGNC:7217	MPL	4352	ENSG00000117400	1	1	1	0	1	4	4
P40259	1	1	CD79B	HGNC:1699	CD79B	974	ENSG00000007312	1	1	1	1	1	5	5
P40879	1	0	SLC26A3	HGNC:3018	SLC26A3	1811	ENSG00000091138	1	0	1	0	0	2	2
P40967	0	1	PMEL	HGNC:10880	PMEL	6490	ENSG00000185664	0	0	1	1	0	2	2
P41143	1	0	OPRD1	HGNC:8153	OPRD1	4985	ENSG00000116329	1	0	1	0	0	2	2
P41145	1	0	OPRK1	HGNC:8154	OPRK1	4986	ENSG00000082556	1	0	1	0	1	3	3
P41146	1	0	OPRL1	HGNC:8155	OPRL1	4987	ENSG00000125510	1	0	1	0	0	2	2
P41180	1	0	CASR	HGNC:1514	CASR	846	ENSG00000036828	1	0	1	0	0	2	2
P41181	1	0	AQP2	HGNC:634	AQP2	359	ENSG00000167580	1	1	1	0	0	3	3
P41217	1	1	CD200	HGNC:7203	CD200	4345	ENSG00000091972	1	1	1	1	0	4	4
P41221	0	1	WNT5A	HGNC:12784	WNT5A	7474	ENSG00000114251	0	0	0	1	0	1	1
P41231	1	0	P2RY2	HGNC:8541	P2RY2	5029	ENSG00000175591	1	0	1	0	0	2	2
P41273	1	0	TNFSF9	HGNC:11939	TNFSF9	8744	ENSG00000125657	1	0	0	0	0	1	1
P41440	1	0	SLC19A1	HGNC:10937	SLC19A1	6573	ENSG00000173638	1	1	1	1	1	5	4
P41586	1	0	ADCYAP1R1	HGNC:242	ADCYAP1R1	117	ENSG00000078549	1	0	1	0	0	2	2
P41587	1	0	VIPR2	HGNC:12695	VIPR2	7434	ENSG00000106018	1	0	1	0	0	2	2
