accession	uniprot_optimized	cspa_optimized	gene_symbol	hgnc_id	hgnc_symbol	ncbi_gene_id	ensembl_gene	uniprot_surface_flag	go_surface_flag	surfy_surface_flag	cspa_surface_flag	hpa_surface_flag	n_sources_surface	n_sources_optimized
Q5IJ48	1	1	CRB2	HGNC:18688	CRB2	286204	ENSG00000148204	1	1	1	1	0	4	4
Q5JQS5	1	0	OR2B11	HGNC:31249	OR2B11	127623	ENSG00000177535	1	0	1	0	0	2	2
Q5JRA6	0	1	MIA3	HGNC:24008	MIA3	375056	ENSG00000154305	0	0	0	1	0	1	1
Q5JRM2	1	0	CXorf66	HGNC:33743	CXorf66	347487	ENSG00000203933	1	0	0	0	0	1	1
Q5JRS4	1	0						1	0	1	0	0	2	2
Q5JUK3	1	0	KCNT1	HGNC:18865	KCNT1	57582	ENSG00000107147	1	0	0	0	1	2	2
Q5JW98	1	0	CALHM4	HGNC:21094	CALHM4	221301	ENSG00000164451	1	0	0	0	1	2	2
Q5JWF2	1	0						1	1	0	0	1	3	3
Q5JX69	1	0	FAM209B	HGNC:16101	FAM209B	388799	ENSG00000213714	1	0	0	0	0	1	1
Q5JX71	1	0	FAM209A	HGNC:16100	FAM209A	200232	ENSG00000124103	1	0	0	0	0	1	1
Q5JXA9	1	0	SIRPB2	HGNC:16247	SIRPB2	284759	ENSG00000196209	1	0	1	0	0	2	2
Q5JZY3	1	0	EPHA10	HGNC:19987	EPHA10	284656	ENSG00000183317	1	0	1	0	0	2	2
Q5KU26	1	0	COLEC12	HGNC:16016	COLEC12	81035	ENSG00000158270	1	0	0	1	1	3	2
Q5MY95	1	0	ENTPD8	HGNC:24860	ENTPD8	377841	ENSG00000188833	1	0	0	0	0	1	1
Q5NUL3	1	0	FFAR4	HGNC:19061	FFAR4	338557	ENSG00000186188	1	0	1	0	1	3	3
Q5PT55	1	0	SLC10A5	HGNC:22981	SLC10A5	347051	ENSG00000253598	1	0	1	0	1	3	3
Q5QGT7	1	0	RTP2	HGNC:32486	RTP2	344892	ENSG00000198471	1	1	0	0	0	2	2
Q5QGZ9	1	1	CLEC12A	HGNC:31713	CLEC12A	160364	ENSG00000172322	1	0	1	1	0	3	3
Q5R3F8	1	1	ELFN2	HGNC:29396	ELFN2	114794	ENSG00000166897	1	0	1	1	0	3	3
Q5R3K3	1	0	CALHM6	HGNC:33391	CALHM6	441168	ENSG00000188820	1	0	0	0	0	1	1
Q5SGD2	1	0	PPM1L	HGNC:16381	PPM1L	151742	ENSG00000163590	1	0	0	1	0	2	1
Q5SQ64	1	0	LY6G6F	HGNC:13933	LY6G6F	259215	ENSG00000204424	1	0	1	0	0	2	2
Q5SR56	1	0	SLC71A2	HGNC:23376	SLC71A2	84641	ENSG00000148110	1	0	0	0	0	1	1
Q5SSG8	1	0	MUC21	HGNC:21661	MUC21	394263	ENSG00000204544	1	0	1	0	0	2	2
Q5SV17	1	0	TMEM240	HGNC:25186	TMEM240	339453	ENSG00000205090	0	1	0	0	0	1	2
Q5SY80	1	0	CATSPERE	HGNC:28491	CATSPERE	257044	ENSG00000179397	1	1	1	0	0	3	3
Q5SZI1	1	0	LDLRAD2	HGNC:32071	LDLRAD2	401944	ENSG00000187942	1	0	0	0	0	1	1
Q5SZK8	1	1	FREM2	HGNC:25396	FREM2	341640	ENSG00000150893	1	0	1	1	0	3	3
Q5T197	1	0	DCST1	HGNC:26539	DCST1	149095	ENSG00000163357	1	0	0	0	0	1	1
Q5T1A1	1	0	DCST2	HGNC:26562	DCST2	127579	ENSG00000163354	1	0	0	0	0	1	1
Q5T1S8	1	0	NCMAP	HGNC:29332	NCMAP	400746	ENSG00000184454	1	0	1	0	0	2	2
Q5T292	1	0	TMEM273	HGNC:27274	TMEM273	170371	ENSG00000204161	1	0	0	0	0	1	1
Q5T2D2	1	0	TREML2	HGNC:21092	TREML2	79865	ENSG00000112195	1	1	1	0	0	3	3
Q5T3F8	1	0	TMEM63B	HGNC:17735	TMEM63B	55362	ENSG00000137216	1	0	1	1	1	4	3
Q5T3U5	1	0	ABCC10	HGNC:52	ABCC10	89845	ENSG00000124574	1	1	1	0	0	3	3
Q5T442	1	0	GJC2	HGNC:17494	GJC2	57165	ENSG00000198835	1	1	1	0	1	4	4
Q5T4D3	1	0	TMTC4	HGNC:25904	TMTC4	84899	ENSG00000125247	1	0	0	0	0	1	1
Q5T4F4	1	0	ZFYVE27	HGNC:26559	ZFYVE27	118813	ENSG00000155256	0	1	1	0	0	2	3
Q5T4T1	1	0	TMEM170B	HGNC:34244	TMEM170B	100113407	ENSG00000205269	1	0	0	0	0	1	1
Q5T601	1	1	ADGRF1	HGNC:18990	ADGRF1	266977	ENSG00000153292	1	0	1	1	0	3	3
Q5T6X5	1	0	GPRC6A	HGNC:18510	GPRC6A	222545	ENSG00000173612	1	0	1	0	0	2	2
Q5T7P8	1	0	SYT6	HGNC:18638	SYT6	148281	ENSG00000134207	0	1	0	0	0	1	2
Q5T848	1	0	GPR158	HGNC:23689	GPR158	57512	ENSG00000151025	1	1	1	0	0	3	3
Q5T9L3	1	0	WLS	HGNC:30238	WLS	79971	ENSG00000116729	0	0	0	0	0	0	1
Q5TAT6	1	0	COL13A1	HGNC:2190	COL13A1	1305	ENSG00000197467	1	1	0	0	0	2	2
Q5TEA6	1	0	SEL1L2	HGNC:15897	SEL1L2	80343	ENSG00000101251	1	0	0	0	0	1	1
Q5TF39	1	1	SLC60A2	HGNC:21053	SLC60A2	91749	ENSG00000173214	1	1	1	1	0	4	4
Q5TFQ8	1	0						1	0	1	0	0	2	2
Q5TGU0	1	0	TSPO2	HGNC:21256	TSPO2	222642	ENSG00000112212	0	0	0	0	1	1	2
Q5TZ20	1	0	OR2G6	HGNC:27019	OR2G6	391211	ENSG00000188558	1	0	1	0	0	2	2
Q5UAW9	1	0	GPR157	HGNC:23687	GPR157	80045	ENSG00000180758	1	1	1	0	1	4	4
Q5VT99	1	0	LRRC38	HGNC:27005	LRRC38	126755	ENSG00000162494	0	1	1	0	0	2	3
Q5VTH2	1	0	CFAP126	HGNC:32325	CFAP126	257177	ENSG00000188931	1	1	0	0	0	2	2
Q5VTT2	1	0	CFAP95	HGNC:31422	CFAP95	138255	ENSG00000204711	1	0	0	0	0	1	1
Q5VU97	1	1	CACHD1	HGNC:29314	CACHD1	57685	ENSG00000158966	1	1	1	1	0	4	4
Q5VUB5	1	1	FAM171A1	HGNC:23522	FAM171A1	221061	ENSG00000148468	1	0	1	1	1	4	4
Q5VV43	1	0	KIAA0319	HGNC:21580	KIAA0319	9856	ENSG00000137261	1	0	1	0	0	2	2
Q5VV63	1	0	ATRNL1	HGNC:29063	ATRNL1	26033	ENSG00000107518	1	0	1	0	0	2	2
Q5VW38	1	1	GPR107	HGNC:17830	GPR107	57720	ENSG00000148358	1	0	1	1	0	3	3
Q5VWK5	1	0	IL23R	HGNC:19100	IL23R	149233	ENSG00000162594	1	1	1	0	0	3	3
Q5VX71	1	0	SUSD4	HGNC:25470	SUSD4	55061	ENSG00000143502	1	0	1	0	0	2	2
Q5VXM1	1	0	CDCP2	HGNC:27297	CDCP2	200008	ENSG00000157211	1	0	0	0	0	1	1
Q5VXU1	1	0	NKAIN2	HGNC:16443	NKAIN2	154215	ENSG00000188580	0	0	1	0	0	1	2
Q5VY43	1	1	PEAR1	HGNC:33631	PEAR1	375033	ENSG00000187800	1	0	1	1	1	4	4
Q5VY80	1	0	RAET1L	HGNC:16798	RAET1L	154064	ENSG00000155918	0	1	1	0	1	3	4
Q5VZ72	1	0	IZUMO3	HGNC:31421	IZUMO3	100129669	ENSG00000205442	1	0	1	0	0	2	2
Q5VZI3	1	0	TMEM268	HGNC:24513	TMEM268	203197	ENSG00000157693	0	0	0	0	1	1	2
Q5VZR4	1	0						1	0	0	0	0	1	1
Q5W0Z9	1	0	ZDHHC20	HGNC:20749	ZDHHC20	253832	ENSG00000180776	0	0	0	0	1	1	2
Q5XG99	1	0	LYSMD4	HGNC:26571	LYSMD4	145748	ENSG00000183060	1	0	0	0	0	1	1
Q5XXA6	1	0	ANO1	HGNC:21625	ANO1	55107	ENSG00000131620	1	1	1	0	1	4	4
Q5ZPR3	1	1	CD276	HGNC:19137	CD276	80381	ENSG00000103855	1	1	1	1	0	4	4
Q63ZE4	1	0	SLC22A10	HGNC:18057	SLC22A10	387775	ENSG00000184999	1	0	0	0	0	1	1
Q658N2	1	0	WSCD1	HGNC:29060	WSCD1	23302	ENSG00000179314	1	0	0	0	0	1	1
Q66K66	1	0	TMEM198	HGNC:33704	TMEM198	130612	ENSG00000188760	0	0	0	0	0	0	1
Q66K79	0	1	CPZ	HGNC:2333	CPZ	8532	ENSG00000109625	0	0	0	1	1	2	2
Q685J3	1	0	MUC17	HGNC:16800	MUC17	140453	ENSG00000169876	1	1	1	0	0	3	3
Q687X5	1	1	STEAP4	HGNC:21923	STEAP4	79689	ENSG00000127954	0	0	1	1	1	3	4
Q68BL7	0	1	OLFML2A	HGNC:27270	OLFML2A	169611	ENSG00000185585	0	0	0	1	0	1	1
Q68BL8	0	1	OLFML2B	HGNC:24558	OLFML2B	25903	ENSG00000162745	0	0	0	1	0	1	1
Q68D85	1	1	NCR3LG1	HGNC:42400	NCR3LG1	374383	ENSG00000188211	1	0	1	1	0	3	3
Q68DH5	1	0	LMBRD2	HGNC:25287	LMBRD2	92255	ENSG00000164187	1	0	1	1	0	3	2
Q68DV7	1	0	RNF43	HGNC:18505	RNF43	54894	ENSG00000108375	1	0	1	0	0	2	2
Q68DX3	1	0	FRMPD2	HGNC:28572	FRMPD2	143162	ENSG00000170324	1	1	0	0	0	2	2
Q69384	1	0						1	0	1	0	0	2	2
Q695T7	1	0	SLC6A19	HGNC:27960	SLC6A19	340024	ENSG00000174358	1	1	1	0	0	3	3
Q6AI14	1	0	SLC9A4	HGNC:11077	SLC9A4	389015	ENSG00000180251	1	1	0	0	1	3	3
Q6AZY7	1	0	SCARA3	HGNC:19000	SCARA3	51435	ENSG00000168077	1	0	0	1	0	2	1
Q6DKI7	1	0	PVRIG	HGNC:32190	PVRIG	79037	ENSG00000213413	0	0	0	0	0	0	1
Q6DN72	1	1	FCRL6	HGNC:31910	FCRL6	343413	ENSG00000181036	1	1	1	1	0	4	4
Q6DWJ6	1	0	GPR139	HGNC:19995	GPR139	124274	ENSG00000180269	1	0	1	0	0	2	2
Q6EIG7	1	0	CLEC6A	HGNC:14556	CLEC6A	93978	ENSG00000205846	1	1	0	0	0	2	2
Q6EMK4	1	1	VASN	HGNC:18517	VASN	114990	ENSG00000168140	1	1	1	1	0	4	4
Q6GPH6	1	0	ITPRIPL1	HGNC:29371	ITPRIPL1	150771	ENSG00000198885	1	0	0	0	0	1	1
Q6GTX8	1	1	LAIR1	HGNC:6477	LAIR1	3903	ENSG00000167613	1	0	1	1	1	4	4
Q6GV28	1	0	TMEM225	HGNC:32390	TMEM225	338661	ENSG00000204300	1	0	1	0	0	2	2
Q6H3X3	1	1	RAET1G	HGNC:16795	RAET1G	353091	ENSG00000203722	1	1	1	1	1	5	5
Q6HA08	1	0	ASTL	HGNC:31704	ASTL	431705	ENSG00000188886	0	0	0	0	0	0	1
Q6IA17	1	0	SIGIRR	HGNC:30575	SIGIRR	59307	ENSG00000185187	1	1	1	0	0	3	3
Q6IEE7	1	1	TMEM132E	HGNC:26991	TMEM132E	124842	ENSG00000181291	1	0	1	1	0	3	3
Q6IEU7	1	0	OR5M10	HGNC:15290	OR5M10	390167	ENSG00000254834	1	0	1	0	0	2	2
Q6IEV9	1	0	OR4C11	HGNC:15167	OR4C11	219429	ENSG00000172188	1	0	1	0	0	2	2
Q6IEY1	1	0	OR4F3	HGNC:8300	OR4F3	26683	ENSG00000230178	1	0	1	0	0	2	2
Q6IEZ7	1	0	OR2T5	HGNC:15017	OR2T5	401993	ENSG00000203661	1	0	1	0	0	2	2
Q6IF00	1	0	OR2T2	HGNC:14725	OR2T2	401992	ENSG00000196240	1	0	1	0	0	2	2
Q6IF36	1	0						1	0	0	0	0	1	1
Q6IF42	1	0	OR2A2	HGNC:8230	OR2A2	442361	ENSG00000221989	1	0	1	0	0	2	2
Q6IF63	1	0	OR52W1	HGNC:15239	OR52W1	120787	ENSG00000175485	1	0	1	0	0	2	2
Q6IF82	1	0	OR4A47	HGNC:31266	OR4A47	403253	ENSG00000237388	1	0	1	0	0	2	2
Q6IF99	1	0	OR10K2	HGNC:14826	OR10K2	391107	ENSG00000180708	1	0	1	0	0	2	2
Q6IFG1	1	0	OR52E8	HGNC:15217	OR52E8	390079	ENSG00000183269	1	0	1	0	0	2	2
Q6IFH4	1	0	OR6B2	HGNC:15041	OR6B2	389090	ENSG00000182083	1	0	1	0	1	3	3
Q6IFN5	1	0	OR7E24	HGNC:8396	OR7E24	26648	ENSG00000237521	1	0	1	0	0	2	2
Q6ISU1	1	0	PTCRA	HGNC:21290	PTCRA	171558	ENSG00000171611	1	0	1	0	0	2	2
Q6IWH7	1	0	ANO7	HGNC:31677	ANO7	50636	ENSG00000146205	1	0	1	0	0	2	2
Q6J4K2	1	1	SLC8B1	HGNC:26175	SLC8B1	80024	ENSG00000089060	1	0	1	1	0	3	3
Q6MZM0	1	0	HEPHL1	HGNC:30477	HEPHL1	341208	ENSG00000181333	1	0	1	0	0	2	2
Q6N022	1	0	TENM4	HGNC:29945	TENM4	26011	ENSG00000149256	1	0	1	1	0	3	2
Q6N075	1	0	SLC61A1	HGNC:28156	SLC61A1	84975	ENSG00000182544	0	0	1	0	0	1	2
Q6NSJ5	1	0	LRRC8E	HGNC:26272	LRRC8E	80131	ENSG00000171017	1	0	0	0	0	1	1
Q6NT16	1	0	SLC18B1	HGNC:21573	SLC18B1	116843	ENSG00000146409	1	0	0	0	0	1	1
Q6NUJ2	1	0	C11orf87	HGNC:33788	C11orf87	399947	ENSG00000185742	1	0	1	0	0	2	2
Q6NUS6	1	0	TCTN3	HGNC:24519	TCTN3	26123	ENSG00000119977	1	1	1	0	0	3	3
Q6NUS8	1	0	UGT3A1	HGNC:26625	UGT3A1	133688	ENSG00000145626	1	0	0	0	0	1	1
Q6NV75	1	0	GPR153	HGNC:23618	GPR153	387509	ENSG00000158292	1	0	1	0	0	2	2
Q6NVV3	1	0	NIPAL1	HGNC:27194	NIPAL1	152519	ENSG00000163293	1	0	1	0	0	2	2
Q6NW40	1	0	RGMB	HGNC:26896	RGMB	285704	ENSG00000174136	0	0	1	0	0	1	2
Q6NXT4	1	0	SLC30A6	HGNC:19305	SLC30A6	55676	ENSG00000152683	1	1	0	0	0	2	2
Q6P1J6	1	0	PLB1	HGNC:30041	PLB1	151056	ENSG00000163803	1	1	1	0	0	3	3
Q6P4A8	0	1	PLBD1	HGNC:26215	PLBD1	79887	ENSG00000121316	0	0	0	1	0	1	1
Q6P4Q7	1	1	CNNM4	HGNC:105	CNNM4	26504	ENSG00000158158	1	0	1	1	1	4	4
Q6P531	1	0	GGT6	HGNC:26891	GGT6	124975	ENSG00000167741	1	0	0	0	0	1	1
Q6P5W5	1	0	SLC39A4	HGNC:17129	SLC39A4	55630	ENSG00000147804	1	1	1	0	0	3	3
Q6P7N7	1	0	TMEM81	HGNC:32349	TMEM81	388730	ENSG00000174529	1	0	0	0	0	1	1
Q6P995	1	0	FAM171B	HGNC:29412	FAM171B	165215	ENSG00000144369	1	0	1	0	0	2	2
Q6P9F7	1	0	LRRC8B	HGNC:30692	LRRC8B	23507	ENSG00000197147	1	0	0	1	0	2	1
Q6P9G4	1	0	TMEM154	HGNC:26489	TMEM154	201799	ENSG00000170006	1	0	1	0	0	2	2
Q6P9H4	1	0	CNKSR3	HGNC:23034	CNKSR3	154043	ENSG00000153721	1	0	0	0	0	1	1
Q6PCB7	1	0	SLC27A1	HGNC:10995	SLC27A1	376497	ENSG00000130304	1	1	0	0	1	3	3
Q6PCB8	1	1	EMB	HGNC:30465	EMB	133418	ENSG00000170571	1	0	1	1	0	3	3
Q6PEX7	1	0	TEX38	HGNC:29589	TEX38	374973	ENSG00000186118	0	0	0	0	0	0	1
Q6PEY0	1	0	GJB7	HGNC:16690	GJB7	375519	ENSG00000164411	1	1	1	0	1	4	4
Q6PEY1	1	0	TMEM88	HGNC:32371	TMEM88	92162	ENSG00000167874	0	0	0	0	0	0	1
Q6PHW0	1	0	IYD	HGNC:21071	IYD	389434	ENSG00000009765	0	0	0	0	1	1	2
Q6PI25	1	0	CNIH2	HGNC:28744	CNIH2	254263	ENSG00000174871	0	1	0	0	0	1	2
Q6PI73	1	0	LILRA6	HGNC:15495	LILRA6	79168	ENSG00000244482	1	0	1	0	1	3	3
Q6PI78	1	0	TMEM65	HGNC:25203	TMEM65	157378	ENSG00000164983	1	0	0	0	1	2	2
Q6PIS1	1	0	SLC23A3	HGNC:20601	SLC23A3	151295	ENSG00000213901	1	0	0	0	1	2	2
Q6PIU1	1	0	KCNV1	HGNC:18861	KCNV1	27012	ENSG00000164794	1	1	0	0	1	3	3
Q6PIU2	1	0	NCEH1	HGNC:29260	NCEH1	57552	ENSG00000144959	0	0	0	0	0	0	1
Q6PIZ9	1	0	TRAT1	HGNC:30698	TRAT1	50852	ENSG00000163519	1	1	1	0	1	4	4
Q6PJF5	1	1	RHBDF2	HGNC:20788	RHBDF2	79651	ENSG00000129667	0	0	1	1	0	2	3
Q6PJG9	1	0	LRFN4	HGNC:28456	LRFN4	78999	ENSG00000173621	1	1	1	0	0	3	3
Q6PJW8	1	0	CNST	HGNC:26486	CNST	163882	ENSG00000162852	1	0	0	0	0	1	1
Q6PL45	1	0	BRICD5	HGNC:28309	BRICD5	283870	ENSG00000182685	1	0	0	0	0	1	1
Q6PP77	1	0	XKRX	HGNC:29845	XKRX	402415	ENSG00000182489	0	0	0	0	0	0	1
Q6PRD1	1	0	GPR179	HGNC:31371	GPR179	440435	ENSG00000277399	1	1	1	0	0	3	3
Q6PXP3	1	0	SLC2A7	HGNC:13445	SLC2A7	155184	ENSG00000197241	1	0	1	0	0	2	2
Q6Q8B3	1	0	CD200R1L	HGNC:24665	CD200R1L	344807	ENSG00000206531	1	1	1	0	0	3	3
Q6QNK2	1	0	ADGRD1	HGNC:19893	ADGRD1	283383	ENSG00000111452	1	0	1	0	1	3	3
Q6RW13	1	0	AGTRAP	HGNC:13539	AGTRAP	57085	ENSG00000177674	1	0	0	0	0	1	1
Q6T423	1	0	SLC22A25	HGNC:32935	SLC22A25	387601	ENSG00000196600	1	0	1	0	0	2	2
Q6T4R5	1	0	NHS	HGNC:7820	NHS	4810	ENSG00000188158	1	0	0	0	1	2	2
Q6TCH4	1	0	PAQR6	HGNC:30132	PAQR6	79957	ENSG00000160781	1	0	0	0	0	1	1
Q6U736	1	0	OPN5	HGNC:19992	OPN5	221391	ENSG00000124818	1	0	1	0	0	2	2
Q6U841	1	0	SLC4A10	HGNC:13811	SLC4A10	57282	ENSG00000144290	1	1	1	0	0	3	3
Q6UQ28	1	0	PLET1	HGNC:30053	PLET1	349633	ENSG00000188771	1	1	1	0	0	3	3
Q6UVK1	1	1	CSPG4	HGNC:2466	CSPG4	1464	ENSG00000173546	1	1	1	1	1	5	5
Q6UVM3	1	0	KCNT2	HGNC:18866	KCNT2	343450	ENSG00000162687	1	0	0	0	0	1	1
Q6UVW9	1	0	CLEC2A	HGNC:24191	CLEC2A	387836	ENSG00000188393	1	1	0	0	0	2	2
Q6UVY6	0	1	MOXD1	HGNC:21063	MOXD1	26002	ENSG00000079931	0	0	0	1	0	1	1
Q6UW56	1	1	ATRAID	HGNC:24090	ATRAID	51374	ENSG00000138085	1	0	1	1	0	3	3
Q6UW88	1	0	EPGN	HGNC:17470	EPGN	255324	ENSG00000182585	1	0	1	0	0	2	2
Q6UWB1	1	1	IL27RA	HGNC:17290	IL27RA	9466	ENSG00000104998	1	1	1	1	0	4	4
Q6UWB4	1	0	PRSS55	HGNC:30824	PRSS55	203074	ENSG00000184647	0	0	0	0	0	0	1
Q6UWF3	1	0	SCIMP	HGNC:33504	SCIMP	388325	ENSG00000161929	0	1	0	0	0	1	2
Q6UWH4	1	0	GASK1B	HGNC:25312	GASK1B	51313	ENSG00000164125	1	0	0	0	0	1	1
Q6UWI2	1	1	PARM1	HGNC:24536	PARM1	25849	ENSG00000169116	1	0	1	1	0	3	3
Q6UWI4	1	0	SHISA2	HGNC:20366	SHISA2	387914	ENSG00000180730	1	0	0	0	0	1	1
Q6UWJ1	1	1	SLC9D1	HGNC:20329	SLC9D1	55002	ENSG00000150403	0	0	1	1	0	2	3
Q6UWJ8	1	0	CD164L2	HGNC:32043	CD164L2	388611	ENSG00000174950	1	0	1	0	1	3	3
Q6UWL2	1	1	SUSD1	HGNC:25413	SUSD1	64420	ENSG00000106868	1	0	1	1	0	3	3
Q6UWL6	1	0	KIRREL2	HGNC:18816	KIRREL2	84063	ENSG00000126259	1	0	1	0	0	2	2
Q6UWM5	1	0	GLIPR1L1	HGNC:28392	GLIPR1L1	256710	ENSG00000173401	0	0	0	0	0	0	1
Q6UWM7	1	0	LCTL	HGNC:15583	LCTL	197021	ENSG00000188501	1	0	0	0	1	2	2
Q6UWM9	1	0	UGT2A3	HGNC:28528	UGT2A3	79799	ENSG00000135220	1	0	0	0	0	1	1
Q6UWN0	1	0	LYPD4	HGNC:28659	LYPD4	147719	ENSG00000273111	0	1	1	0	0	2	3
Q6UWN5	1	0	LYPD5	HGNC:26397	LYPD5	284348	ENSG00000159871	0	0	1	0	0	1	2
Q6UWR7	1	0	ENPP6	HGNC:23409	ENPP6	133121	ENSG00000164303	0	0	1	0	0	1	2
Q6UWU4	1	0	C6orf89	HGNC:21114	C6orf89	221477	ENSG00000198663	1	0	0	0	0	1	1
Q6UWV2	1	0	MPZL3	HGNC:27279	MPZL3	196264	ENSG00000160588	1	0	1	0	0	2	2
Q6UWV6	1	0	ENPP7	HGNC:23764	ENPP7	339221	ENSG00000182156	1	0	0	0	0	1	1
Q6UX01	1	0	LMBR1L	HGNC:18268	LMBR1L	55716	ENSG00000139636	1	0	1	0	0	2	2
Q6UX15	1	0	LAYN	HGNC:29471	LAYN	143903	ENSG00000204381	1	1	1	0	0	3	3
Q6UX27	1	1	VSTM1	HGNC:29455	VSTM1	284415	ENSG00000189068	1	0	1	1	0	3	3
Q6UX34	1	0	SNORC	HGNC:33763	SNORC	389084	ENSG00000182600	1	0	0	0	0	1	1
Q6UX41	1	0	BTNL8	HGNC:26131	BTNL8	79908	ENSG00000113303	1	1	0	0	0	2	2
Q6UX46	1	0	ALKAL2	HGNC:27683	ALKAL2	285016	ENSG00000189292	0	0	0	0	0	0	1
Q6UX65	1	0	DRAM2	HGNC:28769	DRAM2	128338	ENSG00000156171	1	1	0	0	0	2	2
Q6UX68	1	0	XKR5	HGNC:20782	XKR5	389610	ENSG00000275591	0	0	0	0	0	0	1
Q6UX71	1	0	PLXDC2	HGNC:21013	PLXDC2	84898	ENSG00000120594	1	0	1	0	0	2	2
Q6UX82	1	0	LYPD8	HGNC:44208	LYPD8	646627	ENSG00000259823	0	0	1	0	0	1	2
Q6UX98	1	0	ZDHHC24	HGNC:27387	ZDHHC24	254359	ENSG00000174165	1	0	0	0	0	1	1
Q6UXB3	1	0	LYPD2	HGNC:25215	LYPD2	137797	ENSG00000197353	0	0	1	0	0	1	2
Q6UXB4	1	0	CLEC4G	HGNC:24591	CLEC4G	339390	ENSG00000182566	1	1	1	0	0	3	3
Q6UXB8	0	1	PI16	HGNC:21245	PI16	221476	ENSG00000164530	0	0	1	1	0	2	2
Q6UXC1	1	0	MAMDC4	HGNC:24083	MAMDC4	158056	ENSG00000177943	1	0	1	0	0	2	2
Q6UXD5	1	1	SEZ6L2	HGNC:30844	SEZ6L2	26470	ENSG00000174938	1	0	1	1	0	3	3
Q6UXE8	1	0	BTNL3	HGNC:1143	BTNL3	10917	ENSG00000168903	1	1	1	0	0	3	3
Q6UXG2	1	0	ELAPOR1	HGNC:29618	ELAPOR1	57535	ENSG00000116299	1	0	1	0	1	3	3
Q6UXG3	1	0	CD300LG	HGNC:30455	CD300LG	146894	ENSG00000161649	1	0	1	0	0	2	2
Q6UXG8	1	0	BTNL9	HGNC:24176	BTNL9	153579	ENSG00000165810	1	1	1	0	0	3	3
Q6UXH1	0	1	CRELD2	HGNC:28150	CRELD2	79174	ENSG00000184164	0	0	0	1	0	1	1
Q6UXK2	1	0	ISLR2	HGNC:29286	ISLR2	57611	ENSG00000167178	1	1	1	0	0	3	3
Q6UXK5	1	1	LRRN1	HGNC:20980	LRRN1	57633	ENSG00000175928	1	0	1	1	0	3	3
Q6UXL0	1	0	IL20RB	HGNC:6004	IL20RB	53833	ENSG00000174564	1	0	1	0	0	2	2
Q6UXM1	1	0	LRIG3	HGNC:30991	LRIG3	121227	ENSG00000139263	0	0	1	0	0	1	2
Q6UXN8	1	0	CLEC9A	HGNC:26705	CLEC9A	283420	ENSG00000197992	1	1	1	0	0	3	3
Q6UXT6	1	0	OR9H1	HGNC:15038	OR9H1	81439	ENSG00000228336	1	0	0	0	0	1	1
Q6UXT8	1	0	ALKAL1	HGNC:33775	ALKAL1	389658	ENSG00000196711	0	0	0	0	0	0	1
Q6UXU4	1	0	GSG1L	HGNC:28283	GSG1L	146395	ENSG00000169181	1	1	1	0	0	3	3
Q6UXU6	1	0	TMEM92	HGNC:26579	TMEM92	162461	ENSG00000167105	1	0	0	0	0	1	1
Q6UXV0	1	0	GFRAL	HGNC:32789	GFRAL	389400	ENSG00000187871	1	1	1	0	1	4	4
Q6UXV1	1	0	IZUMO2	HGNC:28518	IZUMO2	126123	ENSG00000161652	1	0	0	0	0	1	1
Q6UXY8	1	0	TMC5	HGNC:22999	TMC5	79838	ENSG00000103534	1	0	0	0	1	2	2
Q6UXZ0	1	0	TMIGD1	HGNC:32431	TMIGD1	388364	ENSG00000182271	1	0	1	0	0	2	2
Q6UXZ3	1	0	CD300LD	HGNC:16848	CD300LD	100131439	ENSG00000204345	1	0	1	0	0	2	2
Q6UXZ4	1	0	UNC5D	HGNC:18634	UNC5D	137970	ENSG00000156687	1	0	1	0	0	2	2
Q6UY09	1	0	CEACAM20	HGNC:24879	CEACAM20	125931	ENSG00000273777	1	1	1	0	0	3	3
Q6UY11	1	0	DLK2	HGNC:21113	DLK2	65989	ENSG00000171462	1	0	1	0	0	2	2
Q6UY14	0	1	ADAMTSL4	HGNC:19706	ADAMTSL4	54507	ENSG00000143382	0	0	0	1	1	2	2
Q6UY18	1	0	LINGO4	HGNC:31814	LINGO4	339398	ENSG00000213171	1	0	1	0	0	2	2
Q6V0I7	1	1	FAT4	HGNC:23109	FAT4	79633	ENSG00000196159	1	0	1	1	0	3	3
Q6V1P9	1	0	DCHS2	HGNC:23111	DCHS2	54798	ENSG00000197410	1	0	1	0	1	3	3
Q6W3E5	1	0	GDPD4	HGNC:24849	GDPD4	220032	ENSG00000178795	1	0	0	0	0	1	1
Q6W5P4	1	0	NPSR1	HGNC:23631	NPSR1	387129	ENSG00000187258	1	0	1	0	0	2	2
Q6XR72	1	0	SLC30A10	HGNC:25355	SLC30A10	55532	ENSG00000196660	1	0	0	0	0	1	1
Q6XUX3	1	0	DSTYK	HGNC:29043	DSTYK	25778	ENSG00000133059	1	1	0	0	0	2	2
Q6XZB0	1	0	LIPI	HGNC:18821	LIPI	149998	ENSG00000188992	0	0	0	0	1	1	2
Q6YHK3	1	1	CD109	HGNC:21685	CD109	135228	ENSG00000156535	0	1	1	1	1	4	5
Q6ZMB5	1	0	TMEM184A	HGNC:28797	TMEM184A	202915	ENSG00000164855	0	0	1	0	0	1	2
Q6ZMC9	1	0	SIGLEC15	HGNC:27596	SIGLEC15	284266	ENSG00000197046	1	0	1	0	0	2	2
