uniprot_acc	source	status
P19397	PDBe_ligand_sites	200
Q15020	PDBe_ligand_sites	200
Q5BIV9	PDBe_ligand_sites	404
Q7L1I2	PDBe_ligand_sites	200
Q9UBG0	PDBe_ligand_sites	200
P19256	PDBe_ligand_sites	200
Q9Y3Q4	PDBe_ligand_sites	200
Q13113	PDBe_ligand_sites	404
P13987	PDBe_ligand_sites	200
P40200	PDBe_ligand_sites	200
Q14728	PDBe_ligand_sites	200
Q8N6Y2	PDBe_ligand_sites	404
O43866	PDBe_ligand_sites	200
P54108	PDBe_ligand_sites	404
P30203	PDBe_ligand_sites	200
Q9Y646	PDBe_ligand_sites	404
O75325	PDBe_ligand_sites	404
Q8IUN9	PDBe_ligand_sites	200
P08962	PDBe_ligand_sites	200
Q99828	PDBe_ligand_sites	200
Q96P48	PDBe_ligand_sites	404
P34810	PDBe_ligand_sites	404
Q9Y4L1	PDBe_ligand_sites	404
Q86VZ4	PDBe_ligand_sites	404
O75915	PDBe_ligand_sites	404
Q07108	PDBe_ligand_sites	200
O76038	PDBe_ligand_sites	200
Q969H8	PDBe_ligand_sites	200
P09564	PDBe_ligand_sites	404
O95630	PDBe_ligand_sites	200
P21854	PDBe_ligand_sites	404
Q15762	PDBe_ligand_sites	200
P04233	PDBe_ligand_sites	200
Q9UBK5	PDBe_ligand_sites	404
Q14507	PDBe_ligand_sites	404
P11912	PDBe_ligand_sites	200
Q12907	PDBe_ligand_sites	404
P40259	PDBe_ligand_sites	200
Q07065	PDBe_ligand_sites	404
Q7L1W4	PDBe_ligand_sites	404
Q969M2	PDBe_ligand_sites	404
P49755	PDBe_ligand_sites	404
P33681	PDBe_ligand_sites	200
P48060	PDBe_ligand_sites	200
O75829	PDBe_ligand_sites	404
P60033	PDBe_ligand_sites	200
O95971	PDBe_ligand_sites	200
Q00587	PDBe_ligand_sites	404
O75129	PDBe_ligand_sites	200
Q8TF71	PDBe_ligand_sites	200
Q01151	PDBe_ligand_sites	200
Q9Y279	PDBe_ligand_sites	200
O75711	PDBe_ligand_sites	404
Q9UIB8	PDBe_ligand_sites	200
Q7RTP0	PDBe_ligand_sites	404
Q8N8Q9	PDBe_ligand_sites	200
P42081	PDBe_ligand_sites	404
P01732	PDBe_ligand_sites	200
Q9BWQ8	PDBe_ligand_sites	404
P10966	PDBe_ligand_sites	404
Q8IUD2	PDBe_ligand_sites	404
A6NJW9	PDBe_ligand_sites	404
Q15049	PDBe_ligand_sites	404
Q8WXH0	PDBe_ligand_sites	404
O75144	PDBe_ligand_sites	200
P21926	PDBe_ligand_sites	200
Q6ZSZ5	PDBe_ligand_sites	404
Q92542	PDBe_ligand_sites	200
Q04771	PDBe_ligand_sites	200
Q92619	PDBe_ligand_sites	404
Q4KMG0	PDBe_ligand_sites	404
Q8N1M1	PDBe_ligand_sites	404
Q8NFU0	PDBe_ligand_sites	404
Q8NFU1	PDBe_ligand_sites	200
Q8TE57	PDBe_ligand_sites	404
Q8TE56	PDBe_ligand_sites	404
P48960	PDBe_ligand_sites	200
Q8TE60	PDBe_ligand_sites	404
Q8TE59	PDBe_ligand_sites	404
Q8NEC5	PDBe_ligand_sites	404
Q9NQQ7	PDBe_ligand_sites	404
Q96T83	PDBe_ligand_sites	404
Q9NP94	PDBe_ligand_sites	404
Q9BRY0	PDBe_ligand_sites	404
Q6P5W5	PDBe_ligand_sites	404
Q96IQ7	PDBe_ligand_sites	404
Q9Y6Y9	PDBe_ligand_sites	200
Q8IV08	PDBe_ligand_sites	200
Q8NCC3	PDBe_ligand_sites	200
Q9BQS2	PDBe_ligand_sites	404
Q13162	PDBe_ligand_sites	200
Q96JB6	PDBe_ligand_sites	404
Q9BWV1	PDBe_ligand_sites	404
Q99784	PDBe_ligand_sites	200
O95897	PDBe_ligand_sites	404
Q6UX06	PDBe_ligand_sites	404
Q8NEB7	PDBe_ligand_sites	404
P36896	PDBe_ligand_sites	404
Q9H3W5	PDBe_ligand_sites	404
Q9HCN3	PDBe_ligand_sites	404
M5A8F1	PDBe_ligand_sites	404
Q14689	PDBe_ligand_sites	404
Q8N4T0	PDBe_ligand_sites	404
Q7Z7G0	PDBe_ligand_sites	404
Q9UQ26	PDBe_ligand_sites	404
Q6UWB1	PDBe_ligand_sites	200
Q8IWA5	PDBe_ligand_sites	404
Q6XPS3	PDBe_ligand_sites	404
P27037	PDBe_ligand_sites	200
Q7Z3B1	PDBe_ligand_sites	200
Q8WXD0	PDBe_ligand_sites	200
P62502	PDBe_ligand_sites	404
Q96JA1	PDBe_ligand_sites	200
Q9UK23	PDBe_ligand_sites	404
Q9H3N8	PDBe_ligand_sites	200
Q92484	PDBe_ligand_sites	200
Q13705	PDBe_ligand_sites	200
Q8WXG9	PDBe_ligand_sites	404
Q9GZQ6	PDBe_ligand_sites	404
Q9P2M7	PDBe_ligand_sites	404
Q9BZP6	PDBe_ligand_sites	200
Q9BXP2	PDBe_ligand_sites	404
O94985	PDBe_ligand_sites	404
Q9H4D0	PDBe_ligand_sites	404
Q9Y271	PDBe_ligand_sites	200
Q8NBI5	PDBe_ligand_sites	404
Q6UW88	PDBe_ligand_sites	404
Q96AP7	PDBe_ligand_sites	404
P12830	PDBe_ligand_sites	200
O43164	PDBe_ligand_sites	404
Q9UNW8	PDBe_ligand_sites	200
Q9Y6N8	PDBe_ligand_sites	404
Q5T442	PDBe_ligand_sites	404
Q8NFK1	PDBe_ligand_sites	200
P37023	PDBe_ligand_sites	200
P55287	PDBe_ligand_sites	404
P55289	PDBe_ligand_sites	404
P55290	PDBe_ligand_sites	404
Q9NY37	PDBe_ligand_sites	200
P55291	PDBe_ligand_sites	404
O75309	PDBe_ligand_sites	404
Q96MU8	PDBe_ligand_sites	200
Q12864	PDBe_ligand_sites	200
Q6UYE1	PDBe_ligand_sites	404
Q13634	PDBe_ligand_sites	404
Q9UM22	PDBe_ligand_sites	200
Q9H159	PDBe_ligand_sites	404
Q6ZWJ8	PDBe_ligand_sites	404
P19022	PDBe_ligand_sites	404
Q96B33	PDBe_ligand_sites	404
Q9BT67	PDBe_ligand_sites	404
Q9HBT6	PDBe_ligand_sites	404
Q8N126	PDBe_ligand_sites	404
Q8NFM7	PDBe_ligand_sites	404
Q96LA9	PDBe_ligand_sites	200
P22223	PDBe_ligand_sites	200
P55283	PDBe_ligand_sites	404
Q9NZQ7	PDBe_ligand_sites	200
Q96FX8	PDBe_ligand_sites	404
P33151	PDBe_ligand_sites	404
Q9HBU9	PDBe_ligand_sites	404
Q9HBV1	PDBe_ligand_sites	404
P55285	PDBe_ligand_sites	200
Q9ULB5	PDBe_ligand_sites	404
Q53H76	PDBe_ligand_sites	404
Q9NQS3	PDBe_ligand_sites	200
P55286	PDBe_ligand_sites	404
Q9ULB4	PDBe_ligand_sites	404
O14735	PDBe_ligand_sites	404
O60613	PDBe_ligand_sites	404
Q9Y3P8	PDBe_ligand_sites	404
Q96RJ0	PDBe_ligand_sites	200
Q5T3F8	PDBe_ligand_sites	404
O60637	PDBe_ligand_sites	404
P62079	PDBe_ligand_sites	404
Q9NS62	PDBe_ligand_sites	404
Q96RJ3	PDBe_ligand_sites	404
Q9HAV5	PDBe_ligand_sites	404
Q9H2S6	PDBe_ligand_sites	404
Q9NP99	PDBe_ligand_sites	200
Q9NZC2	PDBe_ligand_sites	200
O14910	PDBe_ligand_sites	404
Q9HAP6	PDBe_ligand_sites	404
Q9NUP9	PDBe_ligand_sites	404
O95759	PDBe_ligand_sites	404
Q9H9P2	PDBe_ligand_sites	404
Q4VCS5	PDBe_ligand_sites	200
Q9Y2J4	PDBe_ligand_sites	404
Q969P0	PDBe_ligand_sites	404
P53816	PDBe_ligand_sites	200
Q9NPR9	PDBe_ligand_sites	404
Q5VW38	PDBe_ligand_sites	404
Q96PE1	PDBe_ligand_sites	404
Q96D42	PDBe_ligand_sites	200
Q9Y639	PDBe_ligand_sites	200
Q9NPI5	PDBe_ligand_sites	404
Q8IZ57	PDBe_ligand_sites	404
Q8NFT2	PDBe_ligand_sites	200
O75575	PDBe_ligand_sites	404
Q9NZ20	PDBe_ligand_sites	404
Q9UJ71	PDBe_ligand_sites	200
Q9NZ53	PDBe_ligand_sites	404
Q86UP6	PDBe_ligand_sites	404
Q9NYX4	PDBe_ligand_sites	404
Q9Y2W3	PDBe_ligand_sites	404
Q9P121	PDBe_ligand_sites	200
Q7Z2W7	PDBe_ligand_sites	200
Q96LB2	PDBe_ligand_sites	200
A8MPY1	PDBe_ligand_sites	404
Q9NPD7	PDBe_ligand_sites	404
Q96LB0	PDBe_ligand_sites	404
Q96LB1	PDBe_ligand_sites	200
Q8WZ75	PDBe_ligand_sites	404
Q96S37	PDBe_ligand_sites	200
Q96PB7	PDBe_ligand_sites	404
Q9HCF6	PDBe_ligand_sites	200
Q8TD43	PDBe_ligand_sites	200
Q96QT4	PDBe_ligand_sites	404
Q9BX84	PDBe_ligand_sites	404
Q9H9S5	PDBe_ligand_sites	200
Q13685	PDBe_ligand_sites	404
Q9NXN4	PDBe_ligand_sites	404
Q9NRM6	PDBe_ligand_sites	200
Q15517	PDBe_ligand_sites	404
Q96A84	PDBe_ligand_sites	404
Q96A83	PDBe_ligand_sites	200
P31358	PDBe_ligand_sites	404
Q99624	PDBe_ligand_sites	404
Q8TDX9	PDBe_ligand_sites	404
Q86YW7	PDBe_ligand_sites	404
Q63ZE4	PDBe_ligand_sites	404
Q9H2S5	PDBe_ligand_sites	404
Q8TD20	PDBe_ligand_sites	404
Q8IY34	PDBe_ligand_sites	404
Q8WUX1	PDBe_ligand_sites	404
Q9Y5S1	PDBe_ligand_sites	200
Q9HBA0	PDBe_ligand_sites	200
Q8NET8	PDBe_ligand_sites	200
Q30KQ8	PDBe_ligand_sites	404
Q30KQ7	PDBe_ligand_sites	404
Q30KQ6	PDBe_ligand_sites	404
Q30KQ5	PDBe_ligand_sites	404
Q30KQ4	PDBe_ligand_sites	404
Q8N690	PDBe_ligand_sites	404
Q5J5C9	PDBe_ligand_sites	404
Q8NES8	PDBe_ligand_sites	404
Q8WTQ1	PDBe_ligand_sites	200
Q9NSA0	PDBe_ligand_sites	200
Q9BY79	PDBe_ligand_sites	404
Q8NER5	PDBe_ligand_sites	404
Q9H244	PDBe_ligand_sites	200
Q9ULT6	PDBe_ligand_sites	200
Q71H61	PDBe_ligand_sites	404
Q9P2J2	PDBe_ligand_sites	404
Q7LFX5	PDBe_ligand_sites	404
P13688	PDBe_ligand_sites	200
Q9UBD6	PDBe_ligand_sites	200
P40198	PDBe_ligand_sites	200
Q9NP84	PDBe_ligand_sites	404
O14836	PDBe_ligand_sites	404
O75871	PDBe_ligand_sites	404
Q86WN2	PDBe_ligand_sites	404
Q9BY07	PDBe_ligand_sites	404
P06731	PDBe_ligand_sites	200
Q9BZW8	PDBe_ligand_sites	404
P40199	PDBe_ligand_sites	200
Q9ULQ1	PDBe_ligand_sites	404
Q9NS66	PDBe_ligand_sites	404
Q9HAT2	PDBe_ligand_sites	404
Q14002	PDBe_ligand_sites	200
P31997	PDBe_ligand_sites	200
Q9H336	PDBe_ligand_sites	404
Q8WXS4	PDBe_ligand_sites	404
Q9HCU0	PDBe_ligand_sites	404
Q9BYE9	PDBe_ligand_sites	200
Q8TCZ2	PDBe_ligand_sites	404
Q9HBM0	PDBe_ligand_sites	404
Q8WWA0	PDBe_ligand_sites	200
Q8N8Y2	PDBe_ligand_sites	404
Q6UX01	PDBe_ligand_sites	404
Q9NS75	PDBe_ligand_sites	200
Q86XS8	PDBe_ligand_sites	404
P0CG37	PDBe_ligand_sites	404
Q9UKJ0	PDBe_ligand_sites	200
Q8TDB8	PDBe_ligand_sites	404
O75787	PDBe_ligand_sites	200
Q8TAE7	PDBe_ligand_sites	404
Q86XR5	PDBe_ligand_sites	404
B8ZZ34	PDBe_ligand_sites	404
Q8NAC3	PDBe_ligand_sites	200
Q8IW75	PDBe_ligand_sites	200
Q9BZV3	PDBe_ligand_sites	404
Q9BQT9	PDBe_ligand_sites	404
Q8WWQ2	PDBe_ligand_sites	404
Q6UW10	PDBe_ligand_sites	404
Q9NZK5	PDBe_ligand_sites	200
O95969	PDBe_ligand_sites	404
Q8N5I4	PDBe_ligand_sites	404
O75146	PDBe_ligand_sites	404
Q96A28	PDBe_ligand_sites	404
Q8TDQ0	PDBe_ligand_sites	200
Q8NFR9	PDBe_ligand_sites	404
Q9BXQ6	PDBe_ligand_sites	404
Q9HC23	PDBe_ligand_sites	404
Q9UIJ5	PDBe_ligand_sites	404
Q9C0B5	PDBe_ligand_sites	404
Q9Y487	PDBe_ligand_sites	404
Q8WWY8	PDBe_ligand_sites	404
O15018	PDBe_ligand_sites	404
Q9NYQ6	PDBe_ligand_sites	200
Q7L513	PDBe_ligand_sites	404
Q68DV7	PDBe_ligand_sites	404
Q96P31	PDBe_ligand_sites	404
Q96PJ5	PDBe_ligand_sites	200
Q96RD9	PDBe_ligand_sites	200
Q96LA6	PDBe_ligand_sites	404
Q5T6X5	PDBe_ligand_sites	404
Q8N0X7	PDBe_ligand_sites	404
Q9BQJ4	PDBe_ligand_sites	404
Q6EMK4	PDBe_ligand_sites	404
Q5JTY5	PDBe_ligand_sites	404
Q9H295	PDBe_ligand_sites	404
Q9Y342	PDBe_ligand_sites	404
Q9BZM1	PDBe_ligand_sites	404
O95490	PDBe_ligand_sites	200
Q8IU57	PDBe_ligand_sites	200
P00813	PDBe_ligand_sites	200
Q9BZR6	PDBe_ligand_sites	200
Q9BXS0	PDBe_ligand_sites	404
Q13433	PDBe_ligand_sites	404
Q9NY15	PDBe_ligand_sites	404
Q8WWQ8	PDBe_ligand_sites	404
Q6PL24	PDBe_ligand_sites	404
Q6UXZ4	PDBe_ligand_sites	404
Q5T7P8	PDBe_ligand_sites	404
Q7Z7M1	PDBe_ligand_sites	404
Q92520	PDBe_ligand_sites	404
Q96BQ1	PDBe_ligand_sites	404
Q8N3R9	PDBe_ligand_sites	200
Q5IJ48	PDBe_ligand_sites	404
Q8N0V4	PDBe_ligand_sites	404
Q8N145	PDBe_ligand_sites	404
Q8N135	PDBe_ligand_sites	404
P08910	PDBe_ligand_sites	404
Q8WU67	PDBe_ligand_sites	404
Q68G75	PDBe_ligand_sites	404
Q9BQ51	PDBe_ligand_sites	404
Q9UL41	PDBe_ligand_sites	404
Q9C0A0	PDBe_ligand_sites	404
Q8WYK1	PDBe_ligand_sites	404
O15519	PDBe_ligand_sites	200
Q9H6A9	PDBe_ligand_sites	404
Q7Z2H8	PDBe_ligand_sites	200
Q495M3	PDBe_ligand_sites	404
P26718	PDBe_ligand_sites	200
P42857	PDBe_ligand_sites	404
Q8NCW0	PDBe_ligand_sites	404
Q8WWI5	PDBe_ligand_sites	200
O14672	PDBe_ligand_sites	200
Q96P56	PDBe_ligand_sites	404
Q6UWL6	PDBe_ligand_sites	404
Q6XZB0	PDBe_ligand_sites	404
Q9P0T7	PDBe_ligand_sites	200
Q86VE9	PDBe_ligand_sites	404
Q96CG8	PDBe_ligand_sites	404
P13569	PDBe_ligand_sites	200
Q9NR71	PDBe_ligand_sites	200
Q6PIU1	PDBe_ligand_sites	404
Q9H252	PDBe_ligand_sites	404
Q9NS40	PDBe_ligand_sites	200
Q96L42	PDBe_ligand_sites	404
Q5JUK3	PDBe_ligand_sites	200
Q6UVM3	PDBe_ligand_sites	404
A8MYU2	PDBe_ligand_sites	404
O43561	PDBe_ligand_sites	404
P59537	PDBe_ligand_sites	200
P59539	PDBe_ligand_sites	404
P59540	PDBe_ligand_sites	200
P59544	PDBe_ligand_sites	404
P59536	PDBe_ligand_sites	404
P59535	PDBe_ligand_sites	404
P59534	PDBe_ligand_sites	404
Q7RTR8	PDBe_ligand_sites	404
Q6J9G0	PDBe_ligand_sites	404
O75078	PDBe_ligand_sites	404
Q9HCY8	PDBe_ligand_sites	404
Q8TDF6	PDBe_ligand_sites	404
Q8NI17	PDBe_ligand_sites	200
Q7Z4W1	PDBe_ligand_sites	200
Q9HCG7	PDBe_ligand_sites	404
Q8IZF5	PDBe_ligand_sites	404
Q5T601	PDBe_ligand_sites	200
Q8IZF6	PDBe_ligand_sites	200
O43184	PDBe_ligand_sites	404
Q6AZY7	PDBe_ligand_sites	404
Q8IZF4	PDBe_ligand_sites	404
Q8IZF3	PDBe_ligand_sites	404
Q9Y5Q5	PDBe_ligand_sites	404
Q8IWT6	PDBe_ligand_sites	200
Q8IZF2	PDBe_ligand_sites	404
A0AVI2	PDBe_ligand_sites	404
Q9H2Y9	PDBe_ligand_sites	404
Q8TDV5	PDBe_ligand_sites	200
Q5NUL3	PDBe_ligand_sites	200
O14931	PDBe_ligand_sites	200
Q8IZF0	PDBe_ligand_sites	200
Q86YT9	PDBe_ligand_sites	404
Q8TAD4	PDBe_ligand_sites	404
Q9BQI7	PDBe_ligand_sites	404
Q96RQ9	PDBe_ligand_sites	404
Q5VWK5	PDBe_ligand_sites	200
O95786	PDBe_ligand_sites	200
P59542	PDBe_ligand_sites	404
P59543	PDBe_ligand_sites	404
P59541	PDBe_ligand_sites	404
P59538	PDBe_ligand_sites	404
P0DSN6	PDBe_ligand_sites	404
P0DTE0	PDBe_ligand_sites	404
Q8N695	PDBe_ligand_sites	200
Q8WXX5	PDBe_ligand_sites	404
Q5ZPR3	PDBe_ligand_sites	200
Q8N144	PDBe_ligand_sites	404
Q9UKL4	PDBe_ligand_sites	200
P57773	PDBe_ligand_sites	404
Q9GZM7	PDBe_ligand_sites	404
Q8IZ96	PDBe_ligand_sites	404
Q8TAZ6	PDBe_ligand_sites	404
Q96MX0	PDBe_ligand_sites	404
Q8IZR5	PDBe_ligand_sites	404
Q96DZ9	PDBe_ligand_sites	404
Q9NX76	PDBe_ligand_sites	404
Q96FZ5	PDBe_ligand_sites	404
Q8IZV2	PDBe_ligand_sites	404
Q9P1Z3	PDBe_ligand_sites	200
Q86XX4	PDBe_ligand_sites	404
Q8NF50	PDBe_ligand_sites	404
Q9P246	PDBe_ligand_sites	200
Q8TBC3	PDBe_ligand_sites	404
P56851	PDBe_ligand_sites	404
Q9NTU4	PDBe_ligand_sites	404
Q9BT88	PDBe_ligand_sites	404
Q96K78	PDBe_ligand_sites	404
Q9NZF1	PDBe_ligand_sites	404
Q5JTB6	PDBe_ligand_sites	404
Q9NPC1	PDBe_ligand_sites	404
Q9H0V9	PDBe_ligand_sites	404
Q8NBV8	PDBe_ligand_sites	404
Q8NFP4	PDBe_ligand_sites	200
Q8TAA1	PDBe_ligand_sites	404
Q5GAN6	PDBe_ligand_sites	404
Q7Z408	PDBe_ligand_sites	404
Q7Z407	PDBe_ligand_sites	404
Q96Q04	PDBe_ligand_sites	404
Q9UF33	PDBe_ligand_sites	404
Q07912	PDBe_ligand_sites	200
Q86T03	PDBe_ligand_sites	200
Q13444	PDBe_ligand_sites	404
P05060	PDBe_ligand_sites	404
Q8N4C7	PDBe_ligand_sites	404
Q6NXT4	PDBe_ligand_sites	404
Q7Z5N4	PDBe_ligand_sites	404
Q58EX2	PDBe_ligand_sites	404
Q14678	PDBe_ligand_sites	200
Q9UGN4	PDBe_ligand_sites	404
Q08708	PDBe_ligand_sites	404
Q9UKJ5	PDBe_ligand_sites	404
Q5VWW1	PDBe_ligand_sites	404
O00533	PDBe_ligand_sites	404
O14543	PDBe_ligand_sites	404
Q86UE6	PDBe_ligand_sites	404
O43300	PDBe_ligand_sites	200
Q86VH5	PDBe_ligand_sites	404
Q86VH4	PDBe_ligand_sites	404
O75800	PDBe_ligand_sites	200
Q8TAV4	PDBe_ligand_sites	404
Q8IVJ1	PDBe_ligand_sites	404
Q7Z418	PDBe_ligand_sites	404
P78536	PDBe_ligand_sites	200
P11229	PDBe_ligand_sites	200
P08172	PDBe_ligand_sites	200
P20309	PDBe_ligand_sites	200
P08173	PDBe_ligand_sites	200
P08912	PDBe_ligand_sites	200
P02708	PDBe_ligand_sites	200
Q15822	PDBe_ligand_sites	200
A4D2G3	PDBe_ligand_sites	404
Q8NG84	PDBe_ligand_sites	404
P32297	PDBe_ligand_sites	200
Q8NGZ9	PDBe_ligand_sites	404
Q8NH01	PDBe_ligand_sites	404
A6ND48	PDBe_ligand_sites	404
A3KFT3	PDBe_ligand_sites	404
Q8N349	PDBe_ligand_sites	404
P43681	PDBe_ligand_sites	200
Q9H2C5	PDBe_ligand_sites	404
O95013	PDBe_ligand_sites	404
P30532	PDBe_ligand_sites	404
Q8NG77	PDBe_ligand_sites	404
Q8NG81	PDBe_ligand_sites	404
Q9H2C8	PDBe_ligand_sites	404
Q9H339	PDBe_ligand_sites	404
Q9Y3Q7	PDBe_ligand_sites	404
P36544	PDBe_ligand_sites	200
Q9H340	PDBe_ligand_sites	404
Q8NH19	PDBe_ligand_sites	404
P11230	PDBe_ligand_sites	200
Q8NH10	PDBe_ligand_sites	404
Q8NH18	PDBe_ligand_sites	404
A6NL26	PDBe_ligand_sites	404
P17787	PDBe_ligand_sites	200
A6NND4	PDBe_ligand_sites	404
Q8NG78	PDBe_ligand_sites	404
A0A2R8YED5	PDBe_ligand_sites	404
Q8NH09	PDBe_ligand_sites	404
Q05901	PDBe_ligand_sites	200
Q8NGE1	PDBe_ligand_sites	404
P30926	PDBe_ligand_sites	200
Q07001	PDBe_ligand_sites	200
Q7RTM1	PDBe_ligand_sites	404
Q7RTS6	PDBe_ligand_sites	404
Q7RTS5	PDBe_ligand_sites	404
Q495N2	PDBe_ligand_sites	404
Q04844	PDBe_ligand_sites	200
Q6YBV0	PDBe_ligand_sites	404
P07510	PDBe_ligand_sites	404
Q8TDU6	PDBe_ligand_sites	200
Q96NY8	PDBe_ligand_sites	200
Q14512	PDBe_ligand_sites	404
Q8TDN1	PDBe_ligand_sites	404
Q8TDN2	PDBe_ligand_sites	404
Q9H013	PDBe_ligand_sites	404
Q969H4	PDBe_ligand_sites	404
Q6UY14	PDBe_ligand_sites	404
Q96F81	PDBe_ligand_sites	200
A7MBM2	PDBe_ligand_sites	404
Q2KHT4	PDBe_ligand_sites	404
Q9HBX9	PDBe_ligand_sites	200
Q9HBX8	PDBe_ligand_sites	404
Q8WVQ1	PDBe_ligand_sites	200
Q96RV3	PDBe_ligand_sites	404
Q86UK5	PDBe_ligand_sites	404
Q99965	PDBe_ligand_sites	404
Q86T13	PDBe_ligand_sites	404
Q7Z553	PDBe_ligand_sites	404
A4IF30	PDBe_ligand_sites	404
Q86TY3	PDBe_ligand_sites	404
Q86TV6	PDBe_ligand_sites	404
Q8IZM9	PDBe_ligand_sites	404
Q9BXE9	PDBe_ligand_sites	404
Q96GP6	PDBe_ligand_sites	404
Q7Z5H4	PDBe_ligand_sites	404
Q7Z5H5	PDBe_ligand_sites	404
Q8NFZ6	PDBe_ligand_sites	404
Q9Y6C2	PDBe_ligand_sites	404
Q9H8L6	PDBe_ligand_sites	404
Q6QNK2	PDBe_ligand_sites	200
O43506	PDBe_ligand_sites	404
O00398	PDBe_ligand_sites	200
Q8NBQ7	PDBe_ligand_sites	200
Q8IXF9	PDBe_ligand_sites	404
A0PG75	PDBe_ligand_sites	404
Q92537	PDBe_ligand_sites	404
Q7L8A9	PDBe_ligand_sites	200
Q9P2D8	PDBe_ligand_sites	404
Q5JZY3	PDBe_ligand_sites	404
Q8IZ08	PDBe_ligand_sites	404
Q6U736	PDBe_ligand_sites	404
Q6DWJ6	PDBe_ligand_sites	200
Q7Z602	PDBe_ligand_sites	404
Q9UKJ8	PDBe_ligand_sites	404
Q8NBP7	PDBe_ligand_sites	200
O60565	PDBe_ligand_sites	200
Q8WX77	PDBe_ligand_sites	404
Q7Z601	PDBe_ligand_sites	404
Q96KC8	PDBe_ligand_sites	404
Q9P0K1	PDBe_ligand_sites	200
Q9UPI3	PDBe_ligand_sites	200
Q8IVF2	PDBe_ligand_sites	200
Q8NBD8	PDBe_ligand_sites	404
Q6ZVK1	PDBe_ligand_sites	404
P51810	PDBe_ligand_sites	404
Q6UW01	PDBe_ligand_sites	404
A8K7I4	PDBe_ligand_sites	200
Q8NDX2	PDBe_ligand_sites	404
Q9UQC9	PDBe_ligand_sites	404
Q8IXX5	PDBe_ligand_sites	404
Q14CN2	PDBe_ligand_sites	404
Q9NUM3	PDBe_ligand_sites	404
Q9NX78	PDBe_ligand_sites	200
Q9NVL8	PDBe_ligand_sites	404
P35523	PDBe_ligand_sites	200
O75077	PDBe_ligand_sites	404
P51788	PDBe_ligand_sites	200
Q7Z3S7	PDBe_ligand_sites	404
P51790	PDBe_ligand_sites	200
P51795	PDBe_ligand_sites	200
Q9BUF7	PDBe_ligand_sites	404
Q9H6D8	PDBe_ligand_sites	404
Q8NAU1	PDBe_ligand_sites	404
Q8TAV3	PDBe_ligand_sites	404
P51798	PDBe_ligand_sites	200
P51800	PDBe_ligand_sites	200
P51801	PDBe_ligand_sites	404
O94991	PDBe_ligand_sites	404
Q96PX8	PDBe_ligand_sites	200
Q8IZD6	PDBe_ligand_sites	404
Q86VW1	PDBe_ligand_sites	404
Q8IWU4	PDBe_ligand_sites	200
Q8N130	PDBe_ligand_sites	404
Q86WI1	PDBe_ligand_sites	404
O95832	PDBe_ligand_sites	404
Q6UWJ1	PDBe_ligand_sites	404
P78369	PDBe_ligand_sites	404
P56749	PDBe_ligand_sites	404
O95500	PDBe_ligand_sites	404
P56746	PDBe_ligand_sites	404
Q96NI6	PDBe_ligand_sites	200
Q6UWI4	PDBe_ligand_sites	404
Q9Y5I7	PDBe_ligand_sites	404
Q8N6K0	PDBe_ligand_sites	404
Q8NBK3	PDBe_ligand_sites	200
P56750	PDBe_ligand_sites	404
Q9BQ08	PDBe_ligand_sites	404
P56856	PDBe_ligand_sites	404
Q8IWU6	PDBe_ligand_sites	404
Q8IWU5	PDBe_ligand_sites	404
Q9UKJ1	PDBe_ligand_sites	200
Q8N6F1	PDBe_ligand_sites	404
P57739	PDBe_ligand_sites	404
P56880	PDBe_ligand_sites	404
Q8N448	PDBe_ligand_sites	200
Q86YW5	PDBe_ligand_sites	404
Q8N7P3	PDBe_ligand_sites	404
Q96FQ6	PDBe_ligand_sites	200
O15551	PDBe_ligand_sites	404
Q9H2R5	PDBe_ligand_sites	404
O14493	PDBe_ligand_sites	200
O00501	PDBe_ligand_sites	404
Q8TCV5	PDBe_ligand_sites	404
Q8NEX6	PDBe_ligand_sites	404
P56747	PDBe_ligand_sites	404
Q8NBM4	PDBe_ligand_sites	404
O95471	PDBe_ligand_sites	404
P56748	PDBe_ligand_sites	404
Q9H7T0	PDBe_ligand_sites	404
Q6ZMH5	PDBe_ligand_sites	200
O95484	PDBe_ligand_sites	404
O75596	PDBe_ligand_sites	404
Q92478	PDBe_ligand_sites	404
Q9NY25	PDBe_ligand_sites	404
Q86TB3	PDBe_ligand_sites	404
Q7L0J3	PDBe_ligand_sites	200
Q96QZ0	PDBe_ligand_sites	200
Q86W10	PDBe_ligand_sites	404
Q9UHF1	PDBe_ligand_sites	404
Q8WWU7	PDBe_ligand_sites	404
Q9UKQ2	PDBe_ligand_sites	404
Q6PIS1	PDBe_ligand_sites	404
Q71RS6	PDBe_ligand_sites	404
O00299	PDBe_ligand_sites	200
O15247	PDBe_ligand_sites	200
P59551	PDBe_ligand_sites	404
O95833	PDBe_ligand_sites	200
Q96NY7	PDBe_ligand_sites	404
Q8NCC5	PDBe_ligand_sites	404
Q96J42	PDBe_ligand_sites	404
Q8NC54	PDBe_ligand_sites	404
O60635	PDBe_ligand_sites	404
O60636	PDBe_ligand_sites	404
Q96SJ8	PDBe_ligand_sites	404
Q9NY72	PDBe_ligand_sites	200
P60153	PDBe_ligand_sites	404
Q6X784	PDBe_ligand_sites	404
A1A5B4	PDBe_ligand_sites	404
Q8N271	PDBe_ligand_sites	404
P58417	PDBe_ligand_sites	404
Q9UKF5	PDBe_ligand_sites	404
