uniprot_acc	source	status
O95867	PDBe_ligand_sites	404
O95866	PDBe_ligand_sites	200
Q5SSQ6	PDBe_ligand_sites	404
Q9Y334	PDBe_ligand_sites	404
O43497	PDBe_ligand_sites	200
Q53GD3	PDBe_ligand_sites	404
Q99946	PDBe_ligand_sites	404
Q99944	PDBe_ligand_sites	404
Q9UIM3	PDBe_ligand_sites	404
O95180	PDBe_ligand_sites	200
Q9P0X4	PDBe_ligand_sites	200
P35410	PDBe_ligand_sites	404
Q9UGF7	PDBe_ligand_sites	404
Q9GZK3	PDBe_ligand_sites	404
P59922	PDBe_ligand_sites	404
Q13698	PDBe_ligand_sites	200
Q9UGF5	PDBe_ligand_sites	404
Q9UGF6	PDBe_ligand_sites	404
P54289	PDBe_ligand_sites	200
Q9NY47	PDBe_ligand_sites	404
Q9BYT9	PDBe_ligand_sites	404
Q86TG7	PDBe_ligand_sites	404
Q9H1D0	PDBe_ligand_sites	200
Q9H1Y3	PDBe_ligand_sites	404
Q9GZV3	PDBe_ligand_sites	200
Q96PZ7	PDBe_ligand_sites	404
Q06432	PDBe_ligand_sites	404
Q9Y698	PDBe_ligand_sites	404
O60359	PDBe_ligand_sites	404
Q13733	PDBe_ligand_sites	200
Q96LD1	PDBe_ligand_sites	404
Q9UGM1	PDBe_ligand_sites	200
Q9UBN1	PDBe_ligand_sites	404
Q9NQC3	PDBe_ligand_sites	404
Q9UF02	PDBe_ligand_sites	404
Q99932	PDBe_ligand_sites	404
Q969W9	PDBe_ligand_sites	404
P20231	PDBe_ligand_sites	200
Q9NRR2	PDBe_ligand_sites	404
Q9H910	PDBe_ligand_sites	404
Q9UJH8	PDBe_ligand_sites	404
A2IDD5	PDBe_ligand_sites	404
Q9BSN7	PDBe_ligand_sites	404
Q9H0X4	PDBe_ligand_sites	404
Q96A99	PDBe_ligand_sites	404
O00453	PDBe_ligand_sites	404
Q9BYW1	PDBe_ligand_sites	404
Q9NY59	PDBe_ligand_sites	200
Q9NPA2	PDBe_ligand_sites	404
Q9NRE1	PDBe_ligand_sites	404
Q9H306	PDBe_ligand_sites	404
Q8WY22	PDBe_ligand_sites	404
Q8N6Y1	PDBe_ligand_sites	404
Q86UP0	PDBe_ligand_sites	404
O14917	PDBe_ligand_sites	200
Q9HCL0	PDBe_ligand_sites	200
Q8TAB3	PDBe_ligand_sites	200
Q8IUH2	PDBe_ligand_sites	404
Q9HC73	PDBe_ligand_sites	200
Q96PG1	PDBe_ligand_sites	404
Q96DS6	PDBe_ligand_sites	404
Q8N0W4	PDBe_ligand_sites	200
Q96CW9	PDBe_ligand_sites	200
Q9NZ94	PDBe_ligand_sites	404
Q8NFZ4	PDBe_ligand_sites	200
Q8N2Q7	PDBe_ligand_sites	200
Q9UPX8	PDBe_ligand_sites	200
Q9UBY5	PDBe_ligand_sites	404
Q9H228	PDBe_ligand_sites	200
O60667	PDBe_ligand_sites	200
Q9NZQ8	PDBe_ligand_sites	404
Q9BXJ1	PDBe_ligand_sites	404
Q9BXJ5	PDBe_ligand_sites	404
Q9BXJ4	PDBe_ligand_sites	404
Q9H4M7	PDBe_ligand_sites	200
Q9BXJ2	PDBe_ligand_sites	404
Q9BXI9	PDBe_ligand_sites	404
Q9BXJ0	PDBe_ligand_sites	200
Q9BXJ3	PDBe_ligand_sites	404
Q9UHP7	PDBe_ligand_sites	200
Q9H239	PDBe_ligand_sites	404
Q9GZN4	PDBe_ligand_sites	404
P21128	PDBe_ligand_sites	200
O95084	PDBe_ligand_sites	404
Q9BZG2	PDBe_ligand_sites	404
Q9HCN6	PDBe_ligand_sites	200
Q96T59	PDBe_ligand_sites	404
P30988	PDBe_ligand_sites	200
Q96BH3	PDBe_ligand_sites	404
Q8WWT9	PDBe_ligand_sites	200
Q96Q45	PDBe_ligand_sites	404
Q53TS8	PDBe_ligand_sites	404
Q96Q35	PDBe_ligand_sites	404
Q8TEW8	PDBe_ligand_sites	404
Q7RTX1	PDBe_ligand_sites	404
Q9UHM6	PDBe_ligand_sites	404
Q9UN88	PDBe_ligand_sites	404
Q8WTU2	PDBe_ligand_sites	404
Q8N1S5	PDBe_ligand_sites	404
Q96T55	PDBe_ligand_sites	404
Q96T54	PDBe_ligand_sites	404
Q8TE54	PDBe_ligand_sites	200
Q96RN1	PDBe_ligand_sites	404
Q7LBE3	PDBe_ligand_sites	200
Q86WA9	PDBe_ligand_sites	404
Q9BXS9	PDBe_ligand_sites	200
Q9Y3Q0	PDBe_ligand_sites	200
Q08648	PDBe_ligand_sites	404
P61916	PDBe_ligand_sites	200
Q9NRJ7	PDBe_ligand_sites	404
P27797	PDBe_ligand_sites	200
Q96JP9	PDBe_ligand_sites	404
Q7Z4F1	PDBe_ligand_sites	404
Q8WXI8	PDBe_ligand_sites	200
Q9ULY5	PDBe_ligand_sites	200
Q6EIG7	PDBe_ligand_sites	200
Q9BXN2	PDBe_ligand_sites	404
Q9UJZ1	PDBe_ligand_sites	404
Q9UBI4	PDBe_ligand_sites	404
Q9BX66	PDBe_ligand_sites	200
Q9H310	PDBe_ligand_sites	404
Q9UQV4	PDBe_ligand_sites	200
Q9BXJ7	PDBe_ligand_sites	404
P58397	PDBe_ligand_sites	404
Q9BXP8	PDBe_ligand_sites	200
Q96HD1	PDBe_ligand_sites	404
P82987	PDBe_ligand_sites	404
Q13442	PDBe_ligand_sites	404
Q86UK0	PDBe_ligand_sites	404
Q86UQ4	PDBe_ligand_sites	404
Q96J66	PDBe_ligand_sites	404
Q96J65	PDBe_ligand_sites	404
Q8NC67	PDBe_ligand_sites	404
Q8TD84	PDBe_ligand_sites	404
Q8TDU9	PDBe_ligand_sites	200
Q495T6	PDBe_ligand_sites	404
P81605	PDBe_ligand_sites	200
Q96QU1	PDBe_ligand_sites	200
Q969I6	PDBe_ligand_sites	404
Q9Y624	PDBe_ligand_sites	404
P57087	PDBe_ligand_sites	404
Q9Y5Y7	PDBe_ligand_sites	200
Q8NGX5	PDBe_ligand_sites	404
Q8NGV5	PDBe_ligand_sites	404
Q8NH37	PDBe_ligand_sites	404
P0DMU2	PDBe_ligand_sites	404
Q8NGS9	PDBe_ligand_sites	404
Q8NGB2	PDBe_ligand_sites	404
Q9Y5P1	PDBe_ligand_sites	404
Q8NGS6	PDBe_ligand_sites	404
Q8NGB4	PDBe_ligand_sites	404
Q8NGC5	PDBe_ligand_sites	404
Q9Y5P0	PDBe_ligand_sites	404
Q8NGM8	PDBe_ligand_sites	404
Q8NH07	PDBe_ligand_sites	404
Q8NGQ6	PDBe_ligand_sites	404
P49913	PDBe_ligand_sites	200
Q8NGS5	PDBe_ligand_sites	404
Q8NGS4	PDBe_ligand_sites	404
Q8NGQ5	PDBe_ligand_sites	404
Q6IF00	PDBe_ligand_sites	404
Q8NGD4	PDBe_ligand_sites	404
Q8NH03	PDBe_ligand_sites	404
Q8NGD2	PDBe_ligand_sites	404
O95047	PDBe_ligand_sites	404
P27824	PDBe_ligand_sites	404
Q96R72	PDBe_ligand_sites	404
Q8NGD0	PDBe_ligand_sites	404
Q8NH79	PDBe_ligand_sites	404
Q8NGK1	PDBe_ligand_sites	404
Q8NGD1	PDBe_ligand_sites	404
Q8NH72	PDBe_ligand_sites	404
Q8NGD3	PDBe_ligand_sites	404
Q8NGV7	PDBe_ligand_sites	404
Q8NG92	PDBe_ligand_sites	404
Q8NH08	PDBe_ligand_sites	404
Q8NGJ5	PDBe_ligand_sites	404
Q8NGJ7	PDBe_ligand_sites	404
Q8NGJ3	PDBe_ligand_sites	404
Q8NGV6	PDBe_ligand_sites	404
Q8NGJ4	PDBe_ligand_sites	404
Q8NGR1	PDBe_ligand_sites	404
Q8NHB8	PDBe_ligand_sites	404
Q8NGH5	PDBe_ligand_sites	404
Q8WZ92	PDBe_ligand_sites	404
Q8WZ94	PDBe_ligand_sites	404
Q8NGH7	PDBe_ligand_sites	404
Q8NH54	PDBe_ligand_sites	404
Q8NGH8	PDBe_ligand_sites	404
P0C7T3	PDBe_ligand_sites	404
Q8NGJ6	PDBe_ligand_sites	404
Q8NH60	PDBe_ligand_sites	404
Q8NGP4	PDBe_ligand_sites	404
Q8NGN2	PDBe_ligand_sites	404
Q8NGN3	PDBe_ligand_sites	404
Q8NGX3	PDBe_ligand_sites	404
Q8NGE0	PDBe_ligand_sites	404
Q8NGX6	PDBe_ligand_sites	404
Q8NG75	PDBe_ligand_sites	404
Q8NGX8	PDBe_ligand_sites	404
Q8NGG4	PDBe_ligand_sites	404
Q8NH21	PDBe_ligand_sites	404
Q6IF99	PDBe_ligand_sites	404
Q8NGG5	PDBe_ligand_sites	404
Q8NH81	PDBe_ligand_sites	404
Q8NGV0	PDBe_ligand_sites	404
Q8NGM9	PDBe_ligand_sites	404
Q8NH85	PDBe_ligand_sites	404
Q8NGN6	PDBe_ligand_sites	404
P0C617	PDBe_ligand_sites	404
Q8NGN5	PDBe_ligand_sites	404
Q8NGP6	PDBe_ligand_sites	404
Q9H341	PDBe_ligand_sites	404
Q8NGN1	PDBe_ligand_sites	404
Q8NH59	PDBe_ligand_sites	404
Q8NGN0	PDBe_ligand_sites	404
Q8NH53	PDBe_ligand_sites	404
Q8NH49	PDBe_ligand_sites	404
Q8NGP2	PDBe_ligand_sites	404
P25940	PDBe_ligand_sites	404
Q96QV1	PDBe_ligand_sites	200
Q96PH1	PDBe_ligand_sites	200
Q96LA5	PDBe_ligand_sites	404
Q9UHL4	PDBe_ligand_sites	200
Q9BZM6	PDBe_ligand_sites	404
Q9BZM5	PDBe_ligand_sites	200
Q9BZM4	PDBe_ligand_sites	200
Q8WXS8	PDBe_ligand_sites	404
Q8TE23	PDBe_ligand_sites	200
Q9H3S3	PDBe_ligand_sites	404
Q9NYW7	PDBe_ligand_sites	404
Q9NYW6	PDBe_ligand_sites	404
Q9NYW5	PDBe_ligand_sites	404
Q9NYW4	PDBe_ligand_sites	404
Q9NYW3	PDBe_ligand_sites	404
Q9NYW2	PDBe_ligand_sites	404
Q9NYW1	PDBe_ligand_sites	404
Q9NYW0	PDBe_ligand_sites	404
Q9NYV9	PDBe_ligand_sites	404
Q9NYV8	PDBe_ligand_sites	200
Q9NYV7	PDBe_ligand_sites	200
O60883	PDBe_ligand_sites	404
Q969N2	PDBe_ligand_sites	200
Q6ZSY5	PDBe_ligand_sites	404
Q8N387	PDBe_ligand_sites	404
Q96P66	PDBe_ligand_sites	200
Q969N4	PDBe_ligand_sites	404
Q9BY71	PDBe_ligand_sites	404
Q92626	PDBe_ligand_sites	404
Q9HBV2	PDBe_ligand_sites	404
Q8NHC4	PDBe_ligand_sites	404
Q8NGY0	PDBe_ligand_sites	404
Q8NGY1	PDBe_ligand_sites	404
Q8NGX0	PDBe_ligand_sites	404
Q8NGZ3	PDBe_ligand_sites	404
Q8NGZ0	PDBe_ligand_sites	404
Q8N628	PDBe_ligand_sites	404
Q8NGZ5	PDBe_ligand_sites	404
Q8NGZ4	PDBe_ligand_sites	404
Q8NG85	PDBe_ligand_sites	404
Q8NG80	PDBe_ligand_sites	404
Q8NGY9	PDBe_ligand_sites	404
Q8NH00	PDBe_ligand_sites	404
Q6IEZ7	PDBe_ligand_sites	404
Q8NHC8	PDBe_ligand_sites	404
P0C7T2	PDBe_ligand_sites	404
A6NH00	PDBe_ligand_sites	404
Q7Z3T1	PDBe_ligand_sites	404
Q8NHC5	PDBe_ligand_sites	404
Q8NHC6	PDBe_ligand_sites	404
Q96R54	PDBe_ligand_sites	404
Q8NGZ2	PDBe_ligand_sites	404
Q8NHC7	PDBe_ligand_sites	404
Q8NGZ6	PDBe_ligand_sites	404
Q8NGY2	PDBe_ligand_sites	404
Q8NGY3	PDBe_ligand_sites	404
Q8NGW6	PDBe_ligand_sites	404
Q8NGY5	PDBe_ligand_sites	404
Q8NGY6	PDBe_ligand_sites	404
Q8NGX9	PDBe_ligand_sites	404
Q6UXT6	PDBe_ligand_sites	404
Q6IFH4	PDBe_ligand_sites	404
Q8NGW1	PDBe_ligand_sites	404
Q8NGB8	PDBe_ligand_sites	404
Q8NGT7	PDBe_ligand_sites	404
Q96R47	PDBe_ligand_sites	404
Q8NHA4	PDBe_ligand_sites	404
Q8N148	PDBe_ligand_sites	404
Q8NGT5	PDBe_ligand_sites	404
Q8NGU2	PDBe_ligand_sites	404
Q8NGS8	PDBe_ligand_sites	404
Q8NGS7	PDBe_ligand_sites	404
Q8NGT0	PDBe_ligand_sites	404
Q8NGT2	PDBe_ligand_sites	404
Q8NGR8	PDBe_ligand_sites	404
Q8NGR9	PDBe_ligand_sites	404
Q8NGN4	PDBe_ligand_sites	404
Q9H209	PDBe_ligand_sites	404
Q9H207	PDBe_ligand_sites	404
Q8NH74	PDBe_ligand_sites	404
Q8NGQ4	PDBe_ligand_sites	404
Q8NGI7	PDBe_ligand_sites	404
Q8NGF6	PDBe_ligand_sites	404
P41180	PDBe_ligand_sites	200
Q8NGQ3	PDBe_ligand_sites	404
Q9H205	PDBe_ligand_sites	404
A6NM03	PDBe_ligand_sites	404
Q8NGH3	PDBe_ligand_sites	404
Q8NGL6	PDBe_ligand_sites	404
Q8NH70	PDBe_ligand_sites	404
Q8NH83	PDBe_ligand_sites	404
Q6IEV9	PDBe_ligand_sites	404
Q96R67	PDBe_ligand_sites	404
Q8NGP0	PDBe_ligand_sites	404
Q8NGM1	PDBe_ligand_sites	404
Q8NGL9	PDBe_ligand_sites	404
Q8NGI6	PDBe_ligand_sites	404
Q8NGI4	PDBe_ligand_sites	404
Q8NGJ1	PDBe_ligand_sites	404
Q8NGE8	PDBe_ligand_sites	404
Q8NGL7	PDBe_ligand_sites	404
Q8NH73	PDBe_ligand_sites	404
Q8NGF9	PDBe_ligand_sites	404
Q8NH64	PDBe_ligand_sites	404
A0A3B3IT45	PDBe_ligand_sites	404
Q8NGF3	PDBe_ligand_sites	404
Q8TCB6	PDBe_ligand_sites	404
Q9H255	PDBe_ligand_sites	200
A6NGY5	PDBe_ligand_sites	404
Q8NH61	PDBe_ligand_sites	404
Q8NGK0	PDBe_ligand_sites	404
Q9H343	PDBe_ligand_sites	404
Q9H344	PDBe_ligand_sites	404
Q8NGJ8	PDBe_ligand_sites	404
Q8NGJ9	PDBe_ligand_sites	404
Q96RD2	PDBe_ligand_sites	404
Q8NGK2	PDBe_ligand_sites	404
Q8NGF0	PDBe_ligand_sites	404
Q9H346	PDBe_ligand_sites	404
Q8NGH9	PDBe_ligand_sites	404
Q8NH55	PDBe_ligand_sites	404
Q96RD3	PDBe_ligand_sites	404
Q6IFG1	PDBe_ligand_sites	404
Q8NGJ2	PDBe_ligand_sites	404
Q8NGK6	PDBe_ligand_sites	404
Q8NH67	PDBe_ligand_sites	404
Q8NGK4	PDBe_ligand_sites	404
Q8NGK3	PDBe_ligand_sites	404
Q8NGK5	PDBe_ligand_sites	404
Q8NGI0	PDBe_ligand_sites	404
Q8NGI2	PDBe_ligand_sites	404
Q8NH56	PDBe_ligand_sites	404
Q8NH57	PDBe_ligand_sites	404
Q8NGF1	PDBe_ligand_sites	404
Q6IF63	PDBe_ligand_sites	404
Q8NGI3	PDBe_ligand_sites	404
Q8NGI1	PDBe_ligand_sites	404
Q8NH76	PDBe_ligand_sites	404
Q8NGI9	PDBe_ligand_sites	404
Q8NH90	PDBe_ligand_sites	404
Q8NGI8	PDBe_ligand_sites	404
Q8NGF4	PDBe_ligand_sites	404
Q8NGP9	PDBe_ligand_sites	404
Q8N127	PDBe_ligand_sites	404
Q8NGF7	PDBe_ligand_sites	404
Q03135	PDBe_ligand_sites	404
P51636	PDBe_ligand_sites	404
Q8NGL4	PDBe_ligand_sites	404
Q8NGL3	PDBe_ligand_sites	404
Q8NGK9	PDBe_ligand_sites	404
Q8NGL1	PDBe_ligand_sites	404
P56539	PDBe_ligand_sites	404
Q6IEU7	PDBe_ligand_sites	404
Q96RB7	PDBe_ligand_sites	404
Q8NGP3	PDBe_ligand_sites	404
Q8NGG2	PDBe_ligand_sites	404
Q8NGG3	PDBe_ligand_sites	404
Q8NH69	PDBe_ligand_sites	404
O95222	PDBe_ligand_sites	404
Q8NGQ2	PDBe_ligand_sites	404
Q8NGG6	PDBe_ligand_sites	404
Q8N162	PDBe_ligand_sites	404
Q8N146	PDBe_ligand_sites	404
Q8N0Y5	PDBe_ligand_sites	404
Q8NGG1	PDBe_ligand_sites	404
Q8NGG0	PDBe_ligand_sites	404
Q8NH51	PDBe_ligand_sites	404
Q8NH50	PDBe_ligand_sites	404
Q8NH87	PDBe_ligand_sites	404
Q8NGQ1	PDBe_ligand_sites	404
Q8NGE9	PDBe_ligand_sites	404
Q8NGE5	PDBe_ligand_sites	404
Q8NGE2	PDBe_ligand_sites	404
Q8NGE7	PDBe_ligand_sites	404
Q96R30	PDBe_ligand_sites	404
Q8NGC1	PDBe_ligand_sites	404
Q8NGC9	PDBe_ligand_sites	404
Q8NGC7	PDBe_ligand_sites	404
Q8NGC8	PDBe_ligand_sites	404
Q8NH42	PDBe_ligand_sites	404
Q8NGD5	PDBe_ligand_sites	404
Q8NH41	PDBe_ligand_sites	404
Q8NGC6	PDBe_ligand_sites	404
Q8NH43	PDBe_ligand_sites	404
Q8IXE1	PDBe_ligand_sites	404
P0C623	PDBe_ligand_sites	404
Q8NGC0	PDBe_ligand_sites	404
Q8NH40	PDBe_ligand_sites	404
Q8NGB9	PDBe_ligand_sites	404
Q8NGB6	PDBe_ligand_sites	404
Q8N0Y3	PDBe_ligand_sites	404
Q8NGE3	PDBe_ligand_sites	404
Q8NGA8	PDBe_ligand_sites	404
Q8NGA5	PDBe_ligand_sites	404
Q8NGA6	PDBe_ligand_sites	404
Q8NG97	PDBe_ligand_sites	404
Q8NG94	PDBe_ligand_sites	404
P0C629	PDBe_ligand_sites	404
Q8NH05	PDBe_ligand_sites	404
P23435	PDBe_ligand_sites	200
Q9NZP5	PDBe_ligand_sites	404
Q96R08	PDBe_ligand_sites	404
Q9NZP2	PDBe_ligand_sites	404
Q9NZP0	PDBe_ligand_sites	404
Q8IUK8	PDBe_ligand_sites	404
Q9UHV8	PDBe_ligand_sites	200
O43493	PDBe_ligand_sites	404
Q8NBJ4	PDBe_ligand_sites	404
Q9UBL9	PDBe_ligand_sites	200
Q8IZS8	PDBe_ligand_sites	404
P55145	PDBe_ligand_sites	404
Q9NQ38	PDBe_ligand_sites	404
Q9HC57	PDBe_ligand_sites	404
Q9Y566	PDBe_ligand_sites	200
Q9BZ11	PDBe_ligand_sites	200
Q8TC27	PDBe_ligand_sites	404
Q96PQ1	PDBe_ligand_sites	404
Q9HCJ1	PDBe_ligand_sites	404
Q6PI73	PDBe_ligand_sites	404
P59901	PDBe_ligand_sites	404
Q9ULK5	PDBe_ligand_sites	404
Q8TAA9	PDBe_ligand_sites	200
P43657	PDBe_ligand_sites	200
Q86VZ1	PDBe_ligand_sites	200
Q86Z14	PDBe_ligand_sites	200
Q8NFZ3	PDBe_ligand_sites	404
Q9BX67	PDBe_ligand_sites	404
Q9NZH6	PDBe_ligand_sites	200
Q96P65	PDBe_ligand_sites	404
Q9H299	PDBe_ligand_sites	404
Q6UW49	PDBe_ligand_sites	404
Q9BQQ7	PDBe_ligand_sites	404
Q8WXI7	PDBe_ligand_sites	200
Q6UWM7	PDBe_ligand_sites	404
Q9HBW1	PDBe_ligand_sites	200
A0AV02	PDBe_ligand_sites	404
Q86WV1	PDBe_ligand_sites	200
Q96LC7	PDBe_ligand_sites	200
Q96RL6	PDBe_ligand_sites	404
P31995	PDBe_ligand_sites	200
Q9NYK1	PDBe_ligand_sites	404
Q9NR97	PDBe_ligand_sites	200
Q9NR96	PDBe_ligand_sites	404
Q9BXR5	PDBe_ligand_sites	404
O00590	PDBe_ligand_sites	404
Q7RTX0	PDBe_ligand_sites	200
Q9BS86	PDBe_ligand_sites	404
P32238	PDBe_ligand_sites	200
Q8TEZ7	PDBe_ligand_sites	404
P32239	PDBe_ligand_sites	404
Q8J025	PDBe_ligand_sites	404
Q13033	PDBe_ligand_sites	200
Q96J84	PDBe_ligand_sites	404
Q96PL5	PDBe_ligand_sites	404
Q9UKY0	PDBe_ligand_sites	404
Q9NP55	PDBe_ligand_sites	200
Q9P1W8	PDBe_ligand_sites	200
Q96AC1	PDBe_ligand_sites	200
Q12836	PDBe_ligand_sites	404
Q96SM3	PDBe_ligand_sites	404
Q494W8	PDBe_ligand_sites	404
Q9NU02	PDBe_ligand_sites	404
Q9BZA8	PDBe_ligand_sites	404
Q9UKG4	PDBe_ligand_sites	404
Q8NFJ6	PDBe_ligand_sites	404
Q96RT1	PDBe_ligand_sites	200
Q9NP74	PDBe_ligand_sites	404
Q9NPY3	PDBe_ligand_sites	200
Q8N2K0	PDBe_ligand_sites	404
Q9GZN8	PDBe_ligand_sites	404
Q9Y4P9	PDBe_ligand_sites	404
Q96A57	PDBe_ligand_sites	404
Q9H7V2	PDBe_ligand_sites	404
Q5TEA6	PDBe_ligand_sites	404
Q9BYW3	PDBe_ligand_sites	404
Q8IXH8	PDBe_ligand_sites	404
O00241	PDBe_ligand_sites	200
O95925	PDBe_ligand_sites	404
Q9NPB6	PDBe_ligand_sites	404
Q8N5A5	PDBe_ligand_sites	200
Q53EL9	PDBe_ligand_sites	404
Q96QE2	PDBe_ligand_sites	404
Q8IUB2	PDBe_ligand_sites	404
Q15825	PDBe_ligand_sites	200
Q4LDE5	PDBe_ligand_sites	404
Q96KR4	PDBe_ligand_sites	404
Q86WD7	PDBe_ligand_sites	404
Q96PB1	PDBe_ligand_sites	404
Q5KU26	PDBe_ligand_sites	200
P32246	PDBe_ligand_sites	200
O95760	PDBe_ligand_sites	404
Q96PS8	PDBe_ligand_sites	200
P41597	PDBe_ligand_sites	200
Q7RTU9	PDBe_ligand_sites	404
Q9BY76	PDBe_ligand_sites	200
P51677	PDBe_ligand_sites	404
Q9ULC0	PDBe_ligand_sites	404
Q9BSG0	PDBe_ligand_sites	404
P51679	PDBe_ligand_sites	200
Q8TEW0	PDBe_ligand_sites	404
Q9BY10	PDBe_ligand_sites	404
P51681	PDBe_ligand_sites	200
P51684	PDBe_ligand_sites	404
Q9BYG4	PDBe_ligand_sites	404
P32248	PDBe_ligand_sites	200
Q9NX52	PDBe_ligand_sites	404
O15173	PDBe_ligand_sites	404
P51685	PDBe_ligand_sites	200
O00264	PDBe_ligand_sites	200
Q96N03	PDBe_ligand_sites	404
Q9UJQ1	PDBe_ligand_sites	404
P51686	PDBe_ligand_sites	200
Q5JX71	PDBe_ligand_sites	404
Q5JX69	PDBe_ligand_sites	404
Q9NPB9	PDBe_ligand_sites	404
Q9BR26	PDBe_ligand_sites	404
O00421	PDBe_ligand_sites	404
Q9BYL1	PDBe_ligand_sites	404
Q6UDR6	PDBe_ligand_sites	404
Q8IUA0	PDBe_ligand_sites	404
Q2I0M5	PDBe_ligand_sites	404
Q8N4F0	PDBe_ligand_sites	404
Q9H426	PDBe_ligand_sites	404
Q9NQ40	PDBe_ligand_sites	200
Q8IVV8	PDBe_ligand_sites	404
Q96PH6	PDBe_ligand_sites	404
Q9BQP9	PDBe_ligand_sites	404
Q2PPJ7	PDBe_ligand_sites	404
Q8WUT4	PDBe_ligand_sites	404
B1AKI9	PDBe_ligand_sites	200
Q9GZP1	PDBe_ligand_sites	404
Q9H3Z4	PDBe_ligand_sites	404
Q9BYG5	PDBe_ligand_sites	404
Q5JXA9	PDBe_ligand_sites	404
Q9H106	PDBe_ligand_sites	404
Q9H3Y0	PDBe_ligand_sites	404
P46094	PDBe_ligand_sites	404
Q8TC36	PDBe_ligand_sites	404
Q8IXA5	PDBe_ligand_sites	404
Q8IVM8	PDBe_ligand_sites	404
Q9BZV2	PDBe_ligand_sites	200
O95907	PDBe_ligand_sites	404
Q96J86	PDBe_ligand_sites	404
P08571	PDBe_ligand_sites	404
P12814	PDBe_ligand_sites	200
P48509	PDBe_ligand_sites	404
Q8TE58	PDBe_ligand_sites	404
A6NI73	PDBe_ligand_sites	404
Q86VB7	PDBe_ligand_sites	200
Q8N743	PDBe_ligand_sites	404
P60985	PDBe_ligand_sites	404
Q04900	PDBe_ligand_sites	404
P15391	PDBe_ligand_sites	200
P06126	PDBe_ligand_sites	200
Q8N109	PDBe_ligand_sites	404
Q8NHK3	PDBe_ligand_sites	404
P29016	PDBe_ligand_sites	200
P29017	PDBe_ligand_sites	200
P15813	PDBe_ligand_sites	200
Q7RTW8	PDBe_ligand_sites	404
P15812	PDBe_ligand_sites	200
P06729	PDBe_ligand_sites	200
Q9Y239	PDBe_ligand_sites	200
Q9NNX6	PDBe_ligand_sites	200
P20273	PDBe_ligand_sites	200
Q8TCT9	PDBe_ligand_sites	404
Q8NBS3	PDBe_ligand_sites	200
Q8TDM5	PDBe_ligand_sites	404
Q15391	PDBe_ligand_sites	200
Q5VXU1	PDBe_ligand_sites	404
P25063	PDBe_ligand_sites	404
Q9GZQ4	PDBe_ligand_sites	404
Q9UMX9	PDBe_ligand_sites	404
Q9HAS3	PDBe_ligand_sites	404
Q9NPF8	PDBe_ligand_sites	404
Q9NRY7	PDBe_ligand_sites	404
Q9NRY6	PDBe_ligand_sites	404
Q9NRQ2	PDBe_ligand_sites	404
Q9UN19	PDBe_ligand_sites	200
P58872	PDBe_ligand_sites	404
Q8NFQ6	PDBe_ligand_sites	404
Q8NFQ5	PDBe_ligand_sites	404
Q8WZ55	PDBe_ligand_sites	404
Q8TDI8	PDBe_ligand_sites	404
Q8IU80	PDBe_ligand_sites	200
Q8TDI7	PDBe_ligand_sites	404
Q9UK85	PDBe_ligand_sites	404
P10747	PDBe_ligand_sites	200
P20138	PDBe_ligand_sites	200
P28906	PDBe_ligand_sites	404
Q96SL1	PDBe_ligand_sites	404
P16671	PDBe_ligand_sites	200
Q8WTV0	PDBe_ligand_sites	404
Q9H2A7	PDBe_ligand_sites	404
Q14BN4	PDBe_ligand_sites	404
A6NNB3	PDBe_ligand_sites	404
O60575	PDBe_ligand_sites	404
O00574	PDBe_ligand_sites	404
Q14108	PDBe_ligand_sites	200
P11049	PDBe_ligand_sites	404
Q9NV96	PDBe_ligand_sites	200
Q5DX21	PDBe_ligand_sites	404
P28907	PDBe_ligand_sites	200
Q5J8X5	PDBe_ligand_sites	404
Q6PEY0	PDBe_ligand_sites	404
Q9NPF0	PDBe_ligand_sites	200
Q16538	PDBe_ligand_sites	404
Q8WY21	PDBe_ligand_sites	404
Q96PQ0	PDBe_ligand_sites	404
Q9UPU3	PDBe_ligand_sites	404
Q9P2U8	PDBe_ligand_sites	404
Q9P2U7	PDBe_ligand_sites	404
Q16602	PDBe_ligand_sites	200
Q9Y2C9	PDBe_ligand_sites	404
A6NKQ9	PDBe_ligand_sites	404
Q6NT52	PDBe_ligand_sites	404
P04234	PDBe_ligand_sites	200
P07766	PDBe_ligand_sites	200
P09693	PDBe_ligand_sites	200
P30041	PDBe_ligand_sites	404
Q8TCU5	PDBe_ligand_sites	404
O60391	PDBe_ligand_sites	404
P20963	PDBe_ligand_sites	200
Q8NFY4	PDBe_ligand_sites	404
P01730	PDBe_ligand_sites	200
Q8TD07	PDBe_ligand_sites	404
Q6H3X3	PDBe_ligand_sites	404
Q5VY80	PDBe_ligand_sites	200
Q685J3	PDBe_ligand_sites	404
P16070	PDBe_ligand_sites	200
P57771	PDBe_ligand_sites	200
Q08722	PDBe_ligand_sites	200
Q14162	PDBe_ligand_sites	404
P78312	PDBe_ligand_sites	404
P49019	PDBe_ligand_sites	200
P09326	PDBe_ligand_sites	404
O95711	PDBe_ligand_sites	200
Q99732	PDBe_ligand_sites	404
O14683	PDBe_ligand_sites	404
Q6UXZ3	PDBe_ligand_sites	404
Q15014	PDBe_ligand_sites	404
P06127	PDBe_ligand_sites	404
Q9Y4G8	PDBe_ligand_sites	404
Q92738	PDBe_ligand_sites	200
