hgnc_id	hgnc_symbol	uniprot_acc	ensembl_gene	ncbi_gene_id	source	evidence_tier	cellphonedb_denominator_member	therasabdab_denominator_member	antibody_evidence	extracellular
HGNC:8153	OPRD1	P41143	ENSG00000116329	4985	PDB/PDBe: expanded protein interfaces	mapped	1	0	0	0
HGNC:8154	OPRK1	P41145	ENSG00000082556	4986	PDB/PDBe: expanded protein interfaces	mapped	1	0	0	1
HGNC:8155	OPRL1	P41146	ENSG00000125510	4987	PDB/PDBe: expanded protein interfaces	mapped	1	0	0	0
HGNC:8156	OPRM1	P35372	ENSG00000112038	4988	PDB/PDBe: expanded protein interfaces	mapped	1	0	0	0
HGNC:817	ATP2B4	P23634	ENSG00000058668	493	PDB/PDBe: expanded protein interfaces	mapped	0	0	0	0
HGNC:830	ATP5F1B	P06576	ENSG00000110955	506	PDB/PDBe: expanded protein interfaces	mapped	0	0	0	0
HGNC:847	ATP5PF	P18859	ENSG00000154723	522	PDB/PDBe: expanded protein interfaces	mapped	0	0	0	0
HGNC:8507	OSMR	Q99650	ENSG00000145623	9180	PDB/PDBe: expanded protein interfaces	mapped	0	1	0	1
HGNC:8529	OXTR	P30559	ENSG00000180914	5021	PDB/PDBe: expanded protein interfaces	mapped	1	0	0	0
HGNC:8534	P2RX3	P56373	ENSG00000109991	5024	PDB/PDBe: expanded protein interfaces	mapped	0	0	0	0
HGNC:8539	P2RY1	P47900	ENSG00000169860	5028	PDB/PDBe: expanded protein interfaces	mapped	0	0	0	0
HGNC:854	ATP6V1B2	P21281	ENSG00000147416	526	PDB/PDBe: expanded protein interfaces	mapped	0	0	0	0
HGNC:8541	P2RY2	P41231	ENSG00000175591	5029	PDB/PDBe: expanded protein interfaces	mapped	0	0	0	0
HGNC:8542	P2RY4	P51582	ENSG00000186912	5030	PDB/PDBe: expanded protein interfaces	mapped	0	0	0	0
HGNC:8548	P4HB	P07237	ENSG00000185624	5034	PDB/PDBe: expanded protein interfaces	mapped	1	0	0	0
HGNC:8568	FURIN	P09958	ENSG00000140564	5045	PDB/PDBe: expanded protein interfaces	mapped	0	0	0	0
HGNC:857	ATP6V1E1	P36543	ENSG00000131100	529	PDB/PDBe: expanded protein interfaces	mapped	0	0	0	0
HGNC:8583	SERPINE1	P05121	ENSG00000106366	5054	PDB/PDBe: expanded protein interfaces	mapped	0	0	0	0
HGNC:8599	PANX1	Q96RD7	ENSG00000110218	24145	PDB/PDBe: expanded protein interfaces	mapped	0	0	0	0
HGNC:8600	PANX2	Q96RD6	ENSG00000073150	56666	PDB/PDBe: expanded protein interfaces	mapped	0	0	0	0
HGNC:8602	PAPPA	Q13219	ENSG00000182752	5069	PDB/PDBe: expanded protein interfaces	mapped	0	0	0	0
HGNC:8614	PAWR	Q96IZ0	ENSG00000177425	5074	PDB/PDBe: expanded protein interfaces	mapped	0	0	0	0
HGNC:8655	PCDH1	Q08174	ENSG00000156453	5097	PDB/PDBe: expanded protein interfaces	mapped	0	0	0	1
HGNC:866	ATP6V0A4	Q9HBG4	ENSG00000105929	50617	PDB/PDBe: expanded protein interfaces	mapped	0	0	0	0
HGNC:868	ATP6AP1	Q15904	ENSG00000071553	537	PDB/PDBe: expanded protein interfaces	mapped	0	0	0	0
HGNC:869	ATP7A	Q04656	ENSG00000165240	538	PDB/PDBe: expanded protein interfaces	mapped	0	0	0	0
HGNC:871	ATP5IF1	Q9UII2	ENSG00000130770	93974	PDB/PDBe: expanded protein interfaces	mapped	0	0	0	0
HGNC:8749	CDK16	Q00536	ENSG00000102225	5127	PDB/PDBe: expanded protein interfaces	mapped	0	0	0	0
HGNC:8760	PDCD1	Q15116	ENSG00000188389	5133	PDB/PDBe: expanded protein interfaces	mapped	1	1	0	1
HGNC:8800	PDGFB	P01127	ENSG00000100311	5155	PDB/PDBe: expanded protein interfaces	mapped	0	0	0	0
HGNC:8803	PDGFRA	P16234	ENSG00000134853	5156	PDB/PDBe: expanded protein interfaces	mapped	1	1	0	1
HGNC:8804	PDGFRB	P09619	ENSG00000113721	5159	PDB/PDBe: expanded protein interfaces	mapped	1	1	0	1
HGNC:8864	CFP	P27918	ENSG00000126759	5199	PDB/PDBe: expanded protein interfaces	mapped	0	0	0	0
HGNC:8912	PHB1	P35232	ENSG00000167085	5245	PDB/PDBe: expanded protein interfaces	mapped	0	0	0	0
HGNC:8947	PI3	P19957	ENSG00000124102	5266	PDB/PDBe: expanded protein interfaces	mapped	0	0	0	0
HGNC:8951	SERPINE2	P07093	ENSG00000135919	5270	PDB/PDBe: expanded protein interfaces	mapped	0	0	0	0
HGNC:8968	PIGR	P01833	ENSG00000162896	5284	PDB/PDBe: expanded protein interfaces	mapped	1	0	0	1
HGNC:897	AVPR2	P30518	ENSG00000126895	554	PDB/PDBe: expanded protein interfaces	mapped	1	0	0	0
HGNC:8993	PIP	P12273	ENSG00000159763	5304	PDB/PDBe: expanded protein interfaces	mapped	0	0	0	0
HGNC:9008	PKD1	P98161	ENSG00000008710	5310	PDB/PDBe: expanded protein interfaces	mapped	0	0	0	0
HGNC:9009	PKD2	Q13563	ENSG00000118762	5311	PDB/PDBe: expanded protein interfaces	mapped	0	0	0	0
HGNC:905	AXL	P30530	ENSG00000167601	558	PDB/PDBe: expanded protein interfaces	mapped	1	1	0	1
HGNC:9051	PLAT	P00750	ENSG00000104368	5327	PDB/PDBe: expanded protein interfaces	mapped	0	0	0	0
HGNC:9052	PLAU	P00749	ENSG00000122861	5328	PDB/PDBe: expanded protein interfaces	mapped	0	0	0	0
HGNC:9053	PLAUR	Q03405	ENSG00000011422	5329	PDB/PDBe: expanded protein interfaces	mapped	1	0	0	0
HGNC:9065	PLCG1	P19174	ENSG00000124181	5335	PDB/PDBe: expanded protein interfaces	mapped	0	0	0	0
HGNC:9069	PLEC	Q15149	ENSG00000178209	5339	PDB/PDBe: expanded protein interfaces	mapped	0	0	0	0
HGNC:9086	PLP1	P60201	ENSG00000123560	5354	PDB/PDBe: expanded protein interfaces	mapped	0	0	0	1
HGNC:9092	PLSCR1	O15162	ENSG00000188313	5359	PDB/PDBe: expanded protein interfaces	mapped	0	0	0	0
HGNC:9099	PLXNA1	Q9UIW2	ENSG00000114554	5361	PDB/PDBe: expanded protein interfaces	mapped	0	0	0	1
HGNC:9100	PLXNA2	O75051	ENSG00000076356	5362	PDB/PDBe: expanded protein interfaces	mapped	0	0	0	0
HGNC:9103	PLXNB1	O43157	ENSG00000164050	5364	PDB/PDBe: expanded protein interfaces	mapped	1	0	0	1
HGNC:9104	PLXNB2	O15031	ENSG00000196576	23654	PDB/PDBe: expanded protein interfaces	mapped	1	0	0	1
HGNC:9106	PLXNC1	O60486	ENSG00000136040	10154	PDB/PDBe: expanded protein interfaces	mapped	1	0	0	1
HGNC:914	B2M	P61769	ENSG00000166710	567	PDB/PDBe: expanded protein interfaces	mapped	0	0	0	0
HGNC:924	B4GALT1	P15291	ENSG00000086062	2683	PDB/PDBe: expanded protein interfaces	mapped	0	0	0	0
HGNC:9253	PPIA	P62937	ENSG00000196262	5478	PDB/PDBe: expanded protein interfaces	mapped	1	0	0	0
HGNC:9255	PPIB	P23284	ENSG00000166794	5479	PDB/PDBe: expanded protein interfaces	mapped	0	0	0	0
HGNC:9329	NPY4R	P50391	ENSG00000204174	5540	PDB/PDBe: expanded protein interfaces	mapped	1	0	0	0
HGNC:933	BACE1	P56817	ENSG00000186318	23621	PDB/PDBe: expanded protein interfaces	mapped	0	0	0	0
HGNC:9352	PRDX1	Q06830	ENSG00000117450	5052	PDB/PDBe: expanded protein interfaces	mapped	0	0	0	0
HGNC:9405	PKN1	Q16512	ENSG00000123143	5585	PDB/PDBe: expanded protein interfaces	mapped	0	0	0	0
HGNC:9406	PKN2	Q16513	ENSG00000065243	5586	PDB/PDBe: expanded protein interfaces	mapped	0	0	0	0
HGNC:9446	PRLR	P16471	ENSG00000113494	5618	PDB/PDBe: expanded protein interfaces	mapped	1	1	0	1
HGNC:9449	PRNP	P04156	ENSG00000171867	5621	PDB/PDBe: expanded protein interfaces	mapped	0	0	0	1
HGNC:945	ADGRB3	O60242	ENSG00000135298	577	PDB/PDBe: expanded protein interfaces	mapped	1	0	0	1
HGNC:9452	PROCR	Q9UNN8	ENSG00000101000	10544	PDB/PDBe: expanded protein interfaces	mapped	1	0	0	1
HGNC:947	BAIAP2	Q9UQB8	ENSG00000175866	10458	PDB/PDBe: expanded protein interfaces	mapped	0	0	0	0
HGNC:9472	LGMN	Q99538	ENSG00000100600	5641	PDB/PDBe: expanded protein interfaces	mapped	0	0	0	0
HGNC:9476	HTRA1	Q92743	ENSG00000166033	5654	PDB/PDBe: expanded protein interfaces	mapped	0	1	0	0
HGNC:9490	TMPRSS15	P98073	ENSG00000154646	5651	PDB/PDBe: expanded protein interfaces	mapped	0	0	0	1
HGNC:9495	PRTN3	P24158	ENSG00000196415	5657	PDB/PDBe: expanded protein interfaces	mapped	0	0	0	0
HGNC:9498	PSAP	P07602	ENSG00000197746	5660	PDB/PDBe: expanded protein interfaces	mapped	0	0	0	0
HGNC:9508	PSEN1	P49768	ENSG00000080815	5663	PDB/PDBe: expanded protein interfaces	mapped	0	0	0	0
HGNC:9509	PSEN2	P49810	ENSG00000143801	5664	PDB/PDBe: expanded protein interfaces	mapped	0	0	0	0
HGNC:9522	PSG5	Q15238	ENSG00000204941	5673	PDB/PDBe: expanded protein interfaces	mapped	0	0	0	0
HGNC:9582	PTAFR	P25105	ENSG00000169403	5724	PDB/PDBe: expanded protein interfaces	mapped	0	0	0	0
HGNC:9585	PTCH1	Q13635	ENSG00000185920	5727	PDB/PDBe: expanded protein interfaces	mapped	0	0	0	1
HGNC:9591	PTGDR	Q13258	ENSG00000168229	5729	PDB/PDBe: expanded protein interfaces	mapped	1	0	0	0
HGNC:9593	PTGER1	P34995	ENSG00000160951	5731	PDB/PDBe: expanded protein interfaces	mapped	1	0	0	0
HGNC:9594	PTGER2	P43116	ENSG00000125384	5732	PDB/PDBe: expanded protein interfaces	mapped	1	0	0	0
HGNC:9595	PTGER3	P43115	ENSG00000050628	5733	PDB/PDBe: expanded protein interfaces	mapped	1	0	0	0
HGNC:9596	PTGER4	P35408	ENSG00000171522	5734	PDB/PDBe: expanded protein interfaces	mapped	1	0	0	0
HGNC:9600	PTGFR	P43088	ENSG00000122420	5737	PDB/PDBe: expanded protein interfaces	mapped	1	0	0	0
HGNC:9602	PTGIR	P43119	ENSG00000160013	5739	PDB/PDBe: expanded protein interfaces	mapped	1	0	0	0
HGNC:9608	PTH1R	Q03431	ENSG00000160801	5745	PDB/PDBe: expanded protein interfaces	mapped	1	0	0	1
HGNC:9609	PTH2R	P49190	ENSG00000144407	5746	PDB/PDBe: expanded protein interfaces	mapped	1	0	0	0
HGNC:9612	PTK2B	Q14289	ENSG00000120899	2185	PDB/PDBe: expanded protein interfaces	mapped	0	0	0	0
HGNC:9636	PTP4A3	O75365	ENSG00000184489	11156	PDB/PDBe: expanded protein interfaces	mapped	0	0	0	0
HGNC:9652	PTPN22	Q9Y2R2	ENSG00000134242	26191	PDB/PDBe: expanded protein interfaces	mapped	0	0	0	0
HGNC:9656	PTPN4	P29074	ENSG00000088179	5775	PDB/PDBe: expanded protein interfaces	mapped	0	0	0	0
HGNC:9662	SIRPA	P78324	ENSG00000198053	140885	PDB/PDBe: expanded protein interfaces	mapped	1	1	0	1
HGNC:9666	PTPRC	P08575	ENSG00000081237	5788	PDB/PDBe: expanded protein interfaces	mapped	1	1	0	1
HGNC:9668	PTPRD	P23468	ENSG00000153707	5789	PDB/PDBe: expanded protein interfaces	mapped	1	0	0	1
HGNC:9670	PTPRF	P10586	ENSG00000142949	5792	PDB/PDBe: expanded protein interfaces	mapped	1	0	0	0
HGNC:9671	PTPRG	P23470	ENSG00000144724	5793	PDB/PDBe: expanded protein interfaces	mapped	0	0	0	1
HGNC:9705	PVR	P15151	ENSG00000073008	5817	PDB/PDBe: expanded protein interfaces	mapped	1	0	0	1
HGNC:9706	NECTIN1	Q15223	ENSG00000110400	5818	PDB/PDBe: expanded protein interfaces	mapped	1	0	0	1
HGNC:9707	NECTIN2	Q92692	ENSG00000130202	5819	PDB/PDBe: expanded protein interfaces	mapped	1	0	0	1
HGNC:9839	RALA	P11233	ENSG00000006451	5898	PDB/PDBe: expanded protein interfaces	mapped	0	0	0	0
HGNC:9841	RALBP1	Q15311	ENSG00000017797	10928	PDB/PDBe: expanded protein interfaces	mapped	0	0	0	0
HGNC:9843	RAMP1	O60894	ENSG00000132329	10267	PDB/PDBe: expanded protein interfaces	mapped	0	0	0	1
HGNC:9844	RAMP2	O60895	ENSG00000131477	10266	PDB/PDBe: expanded protein interfaces	mapped	0	0	0	1
HGNC:9845	RAMP3	O60896	ENSG00000122679	10268	PDB/PDBe: expanded protein interfaces	mapped	1	0	0	1
HGNC:9869	PLAAT4	Q9UL19	ENSG00000133321	5920	PDB/PDBe: expanded protein interfaces	mapped	0	0	0	0
HGNC:9936	OPN1LW	P04000	ENSG00000102076	5956	PDB/PDBe: expanded protein interfaces	mapped	0	0	0	0
HGNC:9942	PRPH2	P23942	ENSG00000112619	5961	PDB/PDBe: expanded protein interfaces	mapped	0	0	0	0
HGNC:9944	RDX	P35241	ENSG00000137710	5962	PDB/PDBe: expanded protein interfaces	mapped	0	0	0	0
HGNC:9958	REN	P00797	ENSG00000143839	5972	PDB/PDBe: expanded protein interfaces	mapped	0	0	0	0
HGNC:9967	RET	P07949	ENSG00000165731	5979	PDB/PDBe: expanded protein interfaces	mapped	0	0	0	1
HGNC:10019	RIPK1	Q13546	ENSG00000137275	8737	IntAct: binding regions	region	0	0	0	0
HGNC:101	ASIC3	Q9UHC3	ENSG00000213199	9311	IntAct: binding regions	region	0	0	0	0
HGNC:102	CNNM1	Q9NRU3	ENSG00000119946	26507	IntAct: binding regions	region	0	0	0	0
HGNC:10249	ROBO1	Q9Y6N7	ENSG00000169855	6091	IntAct: binding regions	region	1	0	0	1
HGNC:10256	ROR1	Q01973	ENSG00000185483	4919	IntAct: binding regions	region	1	1	0	1
HGNC:10261	ROS1	P08922	ENSG00000047936	6098	IntAct: binding regions	region	0	0	0	0
HGNC:10274	RP2	O75695	ENSG00000102218	6102	IntAct: binding regions	region	0	0	0	0
HGNC:10331	RPL29	P47914	ENSG00000162244	6159	IntAct: binding regions	region	0	0	0	0
HGNC:1037	CFB	P00751	ENSG00000243649	629	IntAct: binding regions	region	0	1	0	0
HGNC:10371	RPLP0	P05388	ENSG00000089157	6175	IntAct: binding regions	region	0	0	0	0
HGNC:10377	RPLP2	P05387	ENSG00000177600	6181	IntAct: binding regions	region	0	0	0	0
HGNC:10420	RPS3	P23396	ENSG00000149273	6188	IntAct: binding regions	region	0	0	0	0
HGNC:1044	BGN	P21810	ENSG00000182492	633	IntAct: binding regions	region	0	0	0	0
HGNC:10469	RTN3	O95197	ENSG00000133318	10313	IntAct: binding regions	region	0	0	0	0
HGNC:10487	S100A10	P60903	ENSG00000197747	6281	IntAct: binding regions	region	0	0	0	0
HGNC:10494	S100A4	P26447	ENSG00000196154	6275	IntAct: binding regions	region	0	0	0	0
HGNC:10564	SCAMP2	O15127	ENSG00000140497	10066	IntAct: binding regions	region	0	0	0	0
HGNC:10565	SCAMP3	O14828	ENSG00000116521	10067	IntAct: binding regions	region	0	0	0	0
HGNC:10575	SCG2	P13521	ENSG00000171951	7857	IntAct: binding regions	region	0	0	0	0
HGNC:10582	SCN10A	Q9Y5Y9	ENSG00000185313	6336	IntAct: binding regions	region	0	0	0	0
HGNC:10585	SCN1A	P35498	ENSG00000144285	6323	IntAct: binding regions	region	0	0	0	0
HGNC:10588	SCN2A	Q99250	ENSG00000136531	6326	IntAct: binding regions	region	0	0	0	0
HGNC:10589	SCN2B	O60939	ENSG00000149575	6327	IntAct: binding regions	region	0	0	0	0
HGNC:10591	SCN4A	P35499	ENSG00000007314	6329	IntAct: binding regions	region	0	0	0	0
HGNC:10592	SCN4B	Q8IWT1	ENSG00000177098	6330	IntAct: binding regions	region	0	0	0	0
HGNC:10593	SCN5A	Q14524	ENSG00000183873	6331	IntAct: binding regions	region	0	0	0	0
HGNC:10596	SCN8A	Q9UQD0	ENSG00000196876	6334	IntAct: binding regions	region	0	0	0	0
HGNC:10597	SCN9A	Q15858	ENSG00000169432	6335	IntAct: binding regions	region	0	0	0	0
HGNC:10599	SCNN1A	P37088	ENSG00000111319	6337	IntAct: binding regions	region	0	0	0	0
HGNC:10600	SCNN1B	P51168	ENSG00000168447	6338	IntAct: binding regions	region	0	0	0	0
HGNC:10601	SCNN1D	P51172	ENSG00000162572	6339	IntAct: binding regions	region	0	0	0	0
HGNC:10632	CCL5	P13501	ENSG00000271503	6352	IntAct: binding regions	region	0	0	0	0
HGNC:10647	CX3CL1	P78423	ENSG00000006210	6376	IntAct: binding regions	region	1	1	0	1
HGNC:10658	SDC1	P18827	ENSG00000115884	6382	IntAct: binding regions	region	1	1	0	0
HGNC:10659	SDC2	P34741	ENSG00000169439	6383	IntAct: binding regions	region	1	0	0	0
HGNC:10660	SDC3	O75056	ENSG00000162512	9672	IntAct: binding regions	region	0	0	0	0
HGNC:10661	SDC4	P31431	ENSG00000124145	6385	IntAct: binding regions	region	0	0	0	1
HGNC:10690	CAVIN2	O95810	ENSG00000168497	8436	IntAct: binding regions	region	0	0	0	0
HGNC:10718	SELE	P16581	ENSG00000007908	6401	IntAct: binding regions	region	1	0	0	0
HGNC:10721	SELP	P16109	ENSG00000174175	6403	IntAct: binding regions	region	1	1	0	1
HGNC:10731	SEMA4C	Q9C0C4	ENSG00000168758	54910	IntAct: binding regions	region	0	0	0	0
HGNC:10732	SEMA4D	Q92854	ENSG00000187764	10507	IntAct: binding regions	region	1	1	0	1
HGNC:10734	SEMA4F	O95754	ENSG00000135622	10505	IntAct: binding regions	region	0	0	0	0
HGNC:10735	SEMA4G	Q9NTN9	ENSG00000095539	57715	IntAct: binding regions	region	1	0	0	1
HGNC:1076	BMPR1A	P36894	ENSG00000107779	657	IntAct: binding regions	region	1	0	0	1
HGNC:10763	SEZ6L	Q9BYH1	ENSG00000100095	23544	IntAct: binding regions	region	0	0	0	0
HGNC:1077	BMPR1B	O00238	ENSG00000138696	658	IntAct: binding regions	region	0	0	0	1
HGNC:1078	BMPR2	Q13873	ENSG00000204217	659	IntAct: binding regions	region	0	0	0	1
HGNC:1079	BMX	P51813	ENSG00000102010	660	IntAct: binding regions	region	0	0	0	0
HGNC:10805	SGCA	Q16586	ENSG00000108823	6442	IntAct: binding regions	region	0	0	0	0
HGNC:10806	SGCB	Q16585	ENSG00000163069	6443	IntAct: binding regions	region	0	0	0	0
HGNC:10807	SGCD	Q92629	ENSG00000170624	6444	IntAct: binding regions	region	0	0	0	0
HGNC:10808	SGCE	O43556	ENSG00000127990	8910	IntAct: binding regions	region	0	0	0	0
HGNC:10809	SGCG	Q13326	ENSG00000102683	6445	IntAct: binding regions	region	0	0	0	0
HGNC:10848	SHH	Q15465	ENSG00000164690	6469	IntAct: binding regions	region	1	0	0	0
HGNC:10874	SIGLEC5	O15389	ENSG00000105501	8778	IntAct: binding regions	region	0	0	0	1
HGNC:10875	SIGLEC6	O43699	ENSG00000105492	946	IntAct: binding regions	region	0	0	0	1
HGNC:10876	SIGLEC7	Q9Y286	ENSG00000168995	27036	IntAct: binding regions	region	0	0	0	1
HGNC:10877	SIGLEC8	Q9NYZ4	ENSG00000105366	27181	IntAct: binding regions	region	0	1	0	1
HGNC:10878	SIGLEC9	Q9Y336	ENSG00000129450	27180	IntAct: binding regions	region	0	0	0	1
HGNC:10903	SLAMF1	Q13291	ENSG00000117090	6504	IntAct: binding regions	region	0	0	0	1
HGNC:10910	SLC12A1	Q13621	ENSG00000074803	6557	IntAct: binding regions	region	0	0	0	0
HGNC:10914	SLC12A6	Q9UHW9	ENSG00000140199	9990	IntAct: binding regions	region	0	0	0	0
HGNC:10918	SLC14A1	Q13336	ENSG00000141469	6563	IntAct: binding regions	region	0	0	0	0
HGNC:10921	SLC15A2	Q16348	ENSG00000163406	6565	IntAct: binding regions	region	0	0	0	0
HGNC:10922	SLC16A1	P53985	ENSG00000155380	6566	IntAct: binding regions	region	0	0	0	0
HGNC:10924	SLC16A3	O15427	ENSG00000141526	9123	IntAct: binding regions	region	0	0	0	0
HGNC:10928	SLC16A7	O60669	ENSG00000118596	9194	IntAct: binding regions	region	0	0	0	0
HGNC:10929	SLC17A1	Q14916	ENSG00000124568	6568	IntAct: binding regions	region	0	0	0	0
HGNC:10939	SLC1A1	P43005	ENSG00000106688	6505	IntAct: binding regions	region	0	0	0	0
HGNC:10941	SLC1A3	P43003	ENSG00000079215	6507	IntAct: binding regions	region	0	0	0	0
HGNC:10942	SLC1A4	P43007	ENSG00000115902	6509	IntAct: binding regions	region	0	0	0	0
HGNC:10943	SLC1A5	Q15758	ENSG00000105281	6510	IntAct: binding regions	region	1	1	0	0
HGNC:10945	SLC1A7	O00341	ENSG00000162383	6512	IntAct: binding regions	region	0	0	0	0
HGNC:1095	BPI	P17213	ENSG00000101425	671	IntAct: binding regions	region	0	0	0	0
HGNC:10956	SLCO1A2	P46721	ENSG00000084453	6579	IntAct: binding regions	region	0	0	0	0
HGNC:10959	SLCO1B1	Q9Y6L6	ENSG00000134538	10599	IntAct: binding regions	region	0	0	0	0
HGNC:10962	SLCO2B1	O94956	ENSG00000137491	11309	IntAct: binding regions	region	0	0	0	0
HGNC:10967	SLC22A3	O75751	ENSG00000146477	6581	IntAct: binding regions	region	0	0	0	0
HGNC:10974	SLC23A1	Q9UHI7	ENSG00000170482	9963	IntAct: binding regions	region	0	0	0	0
HGNC:10998	SLC27A4	Q6P1M0	ENSG00000167114	10999	IntAct: binding regions	region	0	0	0	0
HGNC:11005	SLC2A1	P11166	ENSG00000117394	6513	IntAct: binding regions	region	0	0	0	0
HGNC:11006	SLC2A2	P11168	ENSG00000163581	6514	IntAct: binding regions	region	0	0	0	0
HGNC:11007	SLC2A3	P11169	ENSG00000059804	6515	IntAct: binding regions	region	0	0	0	0
HGNC:11019	SLC34A1	Q06495	ENSG00000131183	6569	IntAct: binding regions	region	0	0	0	0
HGNC:11027	SLC4A1	P02730	ENSG00000004939	6521	IntAct: binding regions	region	0	0	0	0
HGNC:11029	SLC4A3	P48751	ENSG00000114923	6508	IntAct: binding regions	region	0	0	0	0
HGNC:11030	SLC4A4	Q9Y6R1	ENSG00000080493	8671	IntAct: binding regions	region	0	0	0	1
HGNC:11033	SLC4A7	Q9Y6M7	ENSG00000033867	9497	IntAct: binding regions	region	0	0	0	0
HGNC:11041	SLC5A6	Q9Y289	ENSG00000138074	8884	IntAct: binding regions	region	0	0	0	0
HGNC:11042	SLC6A1	P30531	ENSG00000157103	6529	IntAct: binding regions	region	0	0	0	0
HGNC:11048	SLC6A2	P23975	ENSG00000103546	6530	IntAct: binding regions	region	0	0	0	0
HGNC:11049	SLC6A3	Q01959	ENSG00000142319	6531	IntAct: binding regions	region	0	0	0	0
HGNC:11050	SLC6A4	P31645	ENSG00000108576	6532	IntAct: binding regions	region	0	0	0	0
HGNC:11059	SLC7A11	Q9UPY5	ENSG00000151012	23657	IntAct: binding regions	region	0	0	0	0
HGNC:11068	SLC8A1	P32418	ENSG00000183023	6546	IntAct: binding regions	region	0	0	0	0
HGNC:11071	SLC9A1	P19634	ENSG00000090020	6548	IntAct: binding regions	region	0	0	0	0
HGNC:11073	SLC9A3	P48764	ENSG00000066230	6550	IntAct: binding regions	region	0	0	0	0
HGNC:11075	NHERF1	O14745	ENSG00000109062	9368	IntAct: binding regions	region	0	0	0	0
HGNC:11076	NHERF2	Q15599	ENSG00000065054	9351	IntAct: binding regions	region	0	0	0	0
HGNC:11086	SLIT2	O94813	ENSG00000145147	9353	IntAct: binding regions	region	0	0	0	0
HGNC:11127	SIGLEC1	Q9BZZ2	ENSG00000088827	6614	IntAct: binding regions	region	1	0	0	1
HGNC:11132	SNAP25	P60880	ENSG00000132639	6616	IntAct: binding regions	region	0	0	0	0
HGNC:11138	SNCA	P37840	ENSG00000145335	6622	IntAct: binding regions	region	0	0	0	0
HGNC:11169	SNTB2	Q13425	ENSG00000168807	6645	IntAct: binding regions	region	0	0	0	0
HGNC:11185	SORL1	Q92673	ENSG00000137642	6653	IntAct: binding regions	region	1	0	0	0
HGNC:11186	SORT1	Q99523	ENSG00000134243	6272	IntAct: binding regions	region	1	1	0	1
HGNC:1119	BST2	Q10589	ENSG00000130303	684	IntAct: binding regions	region	1	0	0	1
HGNC:11226	SPG11	Q96JI7	ENSG00000104133	80208	IntAct: binding regions	region	0	0	0	0
HGNC:11283	SRC	P12931	ENSG00000197122	6714	IntAct: binding regions	region	0	0	0	0
HGNC:11309	SRPX	P78539	ENSG00000101955	8406	IntAct: binding regions	region	0	0	0	0
HGNC:11319	ITPRID2	P28290	ENSG00000138434	6744	IntAct: binding regions	region	0	0	0	0
HGNC:11331	SSTR2	P30874	ENSG00000180616	6752	IntAct: binding regions	region	1	1	0	0
HGNC:11332	SSTR3	P32745	ENSG00000278195	6753	IntAct: binding regions	region	1	0	0	0
HGNC:11334	SSTR5	P35346	ENSG00000162009	6755	IntAct: binding regions	region	1	0	0	0
HGNC:11344	ST14	Q9Y5Y6	ENSG00000149418	6768	IntAct: binding regions	region	0	0	0	1
HGNC:11345	RECK	O95980	ENSG00000122707	8434	IntAct: binding regions	region	0	0	0	1
HGNC:1135	BTN1A1	Q13410	ENSG00000124557	696	IntAct: binding regions	region	0	1	0	1
HGNC:1138	BTN3A1	O00481	ENSG00000026950	11119	IntAct: binding regions	region	0	0	0	1
HGNC:11386	STIM1	Q13586	ENSG00000167323	6786	IntAct: binding regions	region	0	0	0	1
HGNC:11387	STIP1	P31948	ENSG00000168439	10963	IntAct: binding regions	region	0	0	0	0
HGNC:1139	BTN3A2	P78410	ENSG00000186470	11118	IntAct: binding regions	region	0	0	0	1
HGNC:11393	AURKA	O14965	ENSG00000087586	6790	IntAct: binding regions	region	0	0	0	0
HGNC:1140	BTN3A3	O00478	ENSG00000111801	10384	IntAct: binding regions	region	0	0	0	1
HGNC:11433	STX1A	Q16623	ENSG00000106089	6804	IntAct: binding regions	region	0	0	0	0
HGNC:11438	STX3	Q13277	ENSG00000166900	6809	IntAct: binding regions	region	0	0	0	0
HGNC:11480	SVIL	O95425	ENSG00000197321	6840	IntAct: binding regions	region	0	0	0	0
HGNC:11486	VAMP7	P51809	ENSG00000124333	6845	IntAct: binding regions	region	0	0	0	0
HGNC:11491	SYK	P43405	ENSG00000165025	6850	IntAct: binding regions	region	0	0	0	0
HGNC:11507	SYPL1	Q16563	ENSG00000008282	6856	IntAct: binding regions	region	0	0	0	0
HGNC:11514	SYT7	O43581	ENSG00000011347	9066	IntAct: binding regions	region	0	0	0	0
HGNC:11608	TBXA2R	P21731	ENSG00000006638	6915	IntAct: binding regions	region	1	0	0	0
HGNC:11724	TEK	Q02763	ENSG00000120156	7010	IntAct: binding regions	region	1	0	0	1
HGNC:11740	TF	P02787	ENSG00000091513	7018	IntAct: binding regions	region	0	0	0	0
HGNC:11763	TFRC	P02786	ENSG00000072274	7037	IntAct: binding regions	region	1	1	0	1
HGNC:11766	TGFB1	P01137	ENSG00000105329	7040	IntAct: binding regions	region	0	0	0	0
HGNC:11769	TGFB3	P10600	ENSG00000119699	7043	IntAct: binding regions	region	0	0	0	0
HGNC:11771	TGFBI	Q15582	ENSG00000120708	7045	IntAct: binding regions	region	0	0	0	0
HGNC:11772	TGFBR1	P36897	ENSG00000106799	7046	IntAct: binding regions	region	0	0	0	1
HGNC:11773	TGFBR2	P37173	ENSG00000163513	7048	IntAct: binding regions	region	0	1	0	1
