source	gene	pmid	pmc_id	doi	year	bucket	title
openalex	OR4F16	31417659		10.7150/jca.30493	2019	pmc	HBV Integration-mediated Cell Apoptosis in HepG2.2.15
openalex	OR4F16	38540698		10.3390/biom14030277	2024	pmc	Extracellular Vesicles as Delivery Vehicles for Non-Coding RNAs: Potential Biomarkers for Chronic Li
openalex	OR4F16	20671204		10.1093/database/baq018	2010	pmc	The systematic annotation of the three main GPCR families in Reactome
openalex	TMEM163			10.1163/26667711-bja10019	2022	no_oa	Who Cares for the Children? Debating Public and Private Involvement in Maternity Protection and Chil
openalex	TMEM163	35965512		10.3389/fonc.2022.918088	2022	pmc	Baseline serum uric acid level is associated with progression-free survival, disease control rate, a
openalex	TMEM163			10.1007/s44371-026-00674-w	2026	no_oa	Computational design and sonochemical synthesis of triazolo benzimidazole derivatives as an antimicr
openalex	TMEM163	38022316		10.7759/cureus.47225	2023	pmc	Early Mortality in Paroxysmal Nocturnal Hemoglobinuria
openalex	TMEM163			10.15292/geodetski-vestnik.2015.04.789-808	2015	no_oa	Uporaba kode L2C za določitev uporabnikovega položaja
openalex	TMEM163	1206631		10.1530/jrf.0.0450349	1975	no_oa	EFFECTS OF MATERNAL BLOOD LOSS ON EMBRYONIC AND PLACENTAL DEVELOPMENT IN THE RAT
openalex	TMEM163			10.26190/unsworks/706	2007	no_oa	Cross correlation mitigation techniques for software GPS C/A code receivers
openalex	TMEM163			10.20944/preprints202012.0501.v1	2020	no_oa	Transmembrane 163 (TMEM163) Protein: A New Member of the Zinc Efflux Transporter Family
openalex	TMEM163			10.1016/j.jaci.2008.12.543	2009	no_oa	Bacterial Biofilms Induce Neutrophil and B Cell Recruitment As Well As Up-regulation of IL-8 In Pati
openalex	TMEM163			10.53555/ajbr.v27i3.4952	2024	no_oa	Antibiotic resistance pattern and characterisation of Campylobacter species among stool samples in d
openalex	GPR15LG			10.1121/1.3249214	2009	no_oa	Spatial principal components analysis on head-related transfer functions and individualized customiz
openalex	GPR15LG			10.3386/w5053	1995	no_oa	The Incidence of Payroll Taxation: Evidence from Chile
openalex	GPR15LG			10.1002/app.45058	2017	no_oa	Preparation and properties of cotton stalk bark fibers using combined steam explosion and laccase tr
openalex	GPR15LG	38011564		10.1073/pnas.2315096120	2023	pmc	Epigenetic switch reshapes epithelial progenitor cell signatures and drives inflammatory pathogenesi
openalex	GPR15LG	38149752		10.1111/iwj.14447	2023	pmc	Molecular characterization of chronic cutaneous wounds reveals subregion‐ and wound type‐specific di
openalex	GPR15LG			10.5281/zenodo.6451649	1970	no_oa	Fluoborates : Part II. Trihydroxymonofluoborates
openalex	GPR15LG			10.1080/21663831.2023.2294882	2023	no_oa	MXene-based nanomaterials for antibacterial and wound healing
openalex	GPR15LG			10.5327/jbg-0368-1416-2022132s1054	2022	no_oa	Análise dos fatores de risco para Apgar &lt;7 no 5º minuto nos últimos 20 anos
openalex	GPR15LG			10.1016/j.nima.2017.12.058	2017	no_oa	Measurements and FLUKA simulations of bismuth and aluminium activation at the CERN Shielding Benchma
openalex	GPR15LG			10.1101/2023.12.11.570862	2023	bot_blocked	Gene expression landscape of cutaneous squamous cell carcinoma progression
openalex	IGKV3-11	39326419		10.1016/j.str.2024.08.022	2024	pmc	Discovery and characterization of a pan-betacoronavirus S2-binding antibody
openalex	IGKV3-11			10.21203/rs.3.rs-103241/v1	2020	bot_blocked	Efficient human-like antibody repertoire and hybridoma production in trans-chromosomic mice carrying
openalex	IGKV3-11			10.1101/2022.02.17.480751	2022	bot_blocked	An ACE2-blocking antibody confers broad neutralization and protection against Omicron and other SARS
openalex	IGKV3-11	29183295		10.1186/s12882-017-0770-8	2017	pmc	VDJ gene usage among B-cell receptors in ABO-incompatible kidney transplantation determined by RNA-s
openalex	IGKV3-11	41614933		10.3390/cimb48010103	2026	pmc	Identification of Tumor- and Immunosuppression-Driven Glioblastoma Subtypes Characterized by Clinica
openalex	IGKV3-11	32467561		10.1038/s41392-020-0191-1	2020	pmc	Immune response in COVID-19: addressing a pharmacological challenge by targeting pathways triggered 
openalex	IGKV3-11	37334357		10.3389/fimmu.2023.1184510	2023	pmc	Increasing human monoclonal antibody cloning efficiency with a whole-cell modified immunoglobulin-ca
openalex	IGKV3-11	16622520		10.2119/2005-00044.belessi	2005	unpaywall	Analysis of Expressed and Non-Expressed IGK Locus Rearrangements in Chronic Lymphocytic Leukemia
openalex	IGKV3-11	38293237		10.1101/2024.01.15.575741	2024	pmc	Discovery and Characterization of a Pan-betacoronavirus S2-binding antibody
openalex	IGKV3-11			10.21203/rs.3.rs-982144/v1	2021	bot_blocked	A Death-Related Gene Signature for Prognosis with Osteosarcoma
openalex	MVD	23838154		10.1016/j.jconrel.2013.06.036	2013	pmc	Inhalation delivery of Telmisartan enhances intratumoral distribution of nanoparticles in lung cance
openalex	MVD	27554858		10.1016/j.devcel.2016.07.018	2016	pmc	aPKC Inhibition by Par3 CR3 Flanking Regions Controls Substrate Access and Underpins Apical-Junction
openalex	MVD	30764505		10.3390/ijms20030682	2019	pmc	The Membrane Proximal Domain of TRPV1 and TRPV2 Channels Mediates Protein–Protein Interactions and L
openalex	MVD	11999464		10.1016/s0302-2838(01)00021-5	2002	no_oa	Tumour Grade, Proliferation, Apoptosis, Microvessel Density, p53, and bcl-2 in Prostate Cancers: Dif
openalex	MVD			10.1002/app.29639	2009	no_oa	Preparation of reverse osmosis composite membrane with high flux by interfacial polymerization of MP
openalex	MVD			10.1101/251645	2018	bot_blocked	<i>Staphylococcus aureus</i> toxin LukSF dissociates from its membrane receptor target to enable ren
openalex	MVD	15342433		10.1093/cercor/bhh165	2004	bot_blocked	A Three-dimensional MRI Atlas of the Mouse Brain with Estimates of the Average and Variability
openalex	MVD			10.7860/jcdr/2026/89697.23689	2026	no_oa	Psoriasis-associated Petrous Hyperostosis Causing Trigeminal Neuralgia: A Case Report
openalex	MVD	40888475		10.7554/elife.104238	2025	pmc	Development of D-box peptides to inhibit the anaphase-promoting complex/cyclosome
openalex	MVD	25493002		10.3748/wjg.v20.i45.16891	2014	no_oa	Acute recurrent pancreatitis: Etiopathogenesis, diagnosis and treatment
openalex	TRPV2			10.20944/preprints202602.0683.v1	2026	no_oa	From &lt;em&gt;Hydra &lt;/em&gt;to Humans: Head Activator Peptide in Neurogenesis and Neurorepair
openalex	TRPV2	34332978		10.1016/j.jbc.2021.101022	2021	pmc	Endocannabinoid activation of the TRPV1 ion channel is distinct from activation by capsaicin
openalex	TRPV2	35666427		10.1007/s12104-022-10093-4	2022	pmc	Extent of intrinsic disorder and NMR chemical shift assignments of the distal N-termini from human T
openalex	TRPV2	31801263		10.3390/medsci7120108	2019	pmc	Transient Receptor Potential Cation Channels in Cancer Therapy
openalex	TRPV2	35903083		10.3389/fragi.2022.931331	2022	pmc	Pathobiology of the Klotho Antiaging Protein and Therapeutic Considerations
openalex	TRPV2	20657843		10.1371/journal.pone.0011654	2010	pmc	Importance of Non-Selective Cation Channel TRPV4 Interaction with Cytoskeleton and Their Reciprocal 
openalex	TRPV2	22934090		10.3389/fendo.2012.00099	2012	pmc	The Involvement of TRP Channels in Bone Homeostasis
openalex	TRPV2	33553988		10.1002/jbm4.10432	2020	pmc	Vitamin D Receptor Mediates a Myriad of Biological Actions Dependent on Its 1,25‐<scp>Dihydroxyvitam
openalex	TRPV2	33793360		10.1080/09273948.2021.1873394	2021	no_oa	More Accurate Diagnosis of Vitreoretinal Lymphoma Using a Combination of Diagnostic Test Results: A 
openalex	TRPV2	35875096		10.3389/fonc.2022.941283	2022	pmc	Comprehensive Analysis of TRP Channel–Related Genes in Patients With Triple-Negative Breast Cancer f
openalex	TM9SF1	40792368		10.17085/apm.25207	2025	pmc	Enhanced accuracy in gravity-based intravenous infusion using pulse oximeter drop counting and measu
openalex	TM9SF1	10375448		10.1006/exer.1999.0670	1999	no_oa	Gap Junctions Containing α8-Connexin (MP70) in the Adult Mammalian Lens Epithelium Suggests a Re-eva
openalex	TM9SF1			10.48550/arxiv.2510.17752	2025	no_oa	Pattern Matching under Weighted Edit Distance
openalex	TM9SF1	38474655		10.3390/molecules29051143	2024	pmc	A Comparative Study of New Fluorescent Anthraquinone and Benzanthrone α-Aminophosphonates: Synthesis
openalex	TM9SF1	15171789		10.1186/1478-811x-2-2	2004	pmc	7-Ketocholesterol modulates intercellular communication through gap-junction in bovine lens epitheli
openalex	TM9SF1	16183816		10.1203/01.pdr.0000182579.52820.c3	2005	no_oa	Development of Cerebral Blood Flow Volume in Preterm Neonates during the First Two Weeks of Life
openalex	TM9SF1	41958526		10.3389/fphys.2026.1792273	2026	pmc	Positive end-expiratory pressure increases intracranial pressure but does not affect PRx, regardless
openalex	TM9SF1			10.1016/j.juro.2018.02.2258	2018	no_oa	MP70-14 REGULATION OF PROSTATE CANCER METABOLISM AND INVASIVENESS BY THE LIVER X RECEPTOR
openalex	TM9SF1	35597784		10.1038/s41421-022-00395-1	2022	pmc	m6Am methyltransferase PCIF1 is essential for aggressiveness of gastric cancer cells by inhibiting T
openalex	TM9SF1			10.1155/2018/6504039	2018	no_oa	Using Graph Theory to Assess the Interaction between Cerebral Function, Brain Hemodynamics, and Syst
openalex	DRC4	39992471		10.1007/s10142-025-01557-6	2025	no_oa	Innovative perspectives on glioblastoma: the emerging role of long non-coding RNAs
openalex	DRC4	35338124		10.1038/s41419-022-04728-6	2022	pmc	RBM47/SNHG5/FOXO3 axis activates autophagy and inhibits cell proliferation in papillary thyroid carc
openalex	DRC4	35728977		10.1183/13993003.00176-2022	2022	unpaywall	Genome sequencing reveals underdiagnosis of primary ciliary dyskinesia in bronchiectasis
openalex	DRC4			10.7554/elife.105321.1.sa3	2025	no_oa	eLife Assessment: ANKRD5: a key component of the axoneme required for sperm motility and male fertil
openalex	DRC4	39844999		10.1016/j.heliyon.2024.e41564	2024	pmc	Glypican-3 is a key tuner of the Hedgehog pathway in COPD
openalex	DRC4			10.21203/rs.3.rs-153940/v1	2021	bot_blocked	Bioinformatic analysis and identification of potential hallmarks in poorly differentiated thyroid ca
openalex	DRC4	31897174		10.3892/ol.2019.11141	2019	unpaywall	Genome‑wide analysis reveals the emerging roles of long non‑coding RNAs in cancer (Review)
openalex	DRC4			10.18910/103169		no_oa	タンパクシツハイレツジョウホウヲカツヨウシタシアノバクテリアSynechocystis sp. PCC 6803ノタイシャカイヘンニカンスルケンキュウ
openalex	DRC4	33442262		10.2147/ott.s280912	2021	pmc	Long Noncoding RNA CCDC144NL-AS1 Promotes the Oncogenicity of Osteosarcoma by Acting as a Molecular 
openalex	DRC4	36873931		10.3389/fgene.2023.1117821	2023	pmc	Pathogenic gene variants in CCDC39, CCDC40, RSPH1, RSPH9, HYDIN, and SPEF2 cause defects of sperm fl
openalex	TSPAN10	39459548		10.3390/life14101247	2024	pmc	Current Trends in Stroke Biomarkers: The Prognostic Role of S100 Calcium-Binding Protein B and Glial
openalex	TSPAN10	26074872		10.3389/fneur.2015.00121	2015	pmc	Unbalanced Metalloproteinase-9 and Tissue Inhibitors of Metalloproteinases Ratios Predict Hemorrhagi
openalex	TSPAN10			10.2977/prims/1195182976	1983	no_oa	Asymptotic Behaviors of Dynamical Systems with Random Parameters
openalex	TSPAN10			10.4236/ojas.2015.54040	2015	no_oa	Combining Genome Wide Association Studies and Differential Gene Expression Data Analyses Identifies 
openalex	TSPAN10			10.2298/mpns2304099d	2023	no_oa	Characteristics of ischemic stroke in patients with confirmed coronavirus disease 2019 infection in 
openalex	TSPAN10			10.14689/ejer.2019.80.8	2019	no_oa	Using Inquiry-Based Laboratory Instruction to Improve Critical Thinking and Scientific Process Skill
openalex	TSPAN10	37389979		10.1080/15592294.2023.2230662	2023	pmc	m <sup>6</sup> A mRNA Methylation Analysis Provides Novel Insights into Pigmentation in Sheep Skin
openalex	TSPAN10	32801675		10.2147/cia.s230186	2020	pmc	&lt;p&gt;Plasma Interleukin-37 is Elevated in Acute Ischemic Stroke Patients and Probably Associated
openalex	TSPAN10	34414291		10.1177/23969873211012136	2021	no_oa	Oxfordshire Community Stroke Project Classification: A proposed automated algorithm
openalex	TSPAN10	32612990		10.3389/fcell.2020.00438	2020	pmc	Migrasome and Tetraspanins in Vascular Homeostasis: Concept, Present, and Future
openalex	EPHA2			10.4252/wjsc.119895	2026	no_oa	Platelet-derived mitochondria transfer accelerates fracture healing by promoting osteogenic differen
openalex	EPHA2	42235470		10.1016/j.radi.2026.103461	2026	no_oa	Optimizing CT pulmonary angiography: Manual versus automatic kVp selection
openalex	EPHA2			10.5194/bg-11-3603-2014	2014	no_oa	Summer upwelling at the Boknis Eck time-series station (1982 to 2012) – a combined glider and wind d
openalex	EPHA2	15328351		10.1074/jbc.m405393200	2004	bot_blocked	PratA, a Periplasmic Tetratricopeptide Repeat Protein Involved in Biogenesis of Photosystem II in Sy
openalex	EPHA2	19286885		10.3324/haematol.2008.003178	2009	unpaywall	Platelet receptors and signaling in the dynamics of thrombus formation
openalex	EPHA2	25681734		10.1016/j.ajpath.2014.12.018	2015	unpaywall	Elevated Levels of StAR-Related Lipid Transfer Protein 3 Alter Cholesterol Balance and Adhesiveness 
openalex	EPHA2	8914270		10.1007/bf00211158	1996	no_oa	Determination of the solution structure of the SH3 domain of human p56 Lck tyrosine kinase
openalex	EPHA2	25876649		10.1530/erc-15-0030	2015	pmc	Melatonin: an inhibitor of breast cancer
openalex	EPHA2			10.1016/j.physletb.2010.09.056	2010	no_oa	Cosmology with torsion: An alternative to cosmic inflation
openalex	EPHA2	8070404		10.1002/j.1460-2075.1994.tb06685.x	1994	no_oa	Molecular characterization of a family of ligands for eph‐related tyrosine kinase receptors.
openalex	ORMDL2	30386262		10.3389/fpsyt.2018.00496	2018	pmc	Chronic Psychosocial Stress in Mice Is Associated With Increased Acid Sphingomyelinase Activity in L
openalex	ORMDL2			10.11606/t.41.2019.tde-04022019-092804	2019	no_oa	Molecular diagnosis of autism spectrum disorder through whole exome sequencing
openalex	ORMDL2	39170919		10.3389/fcell.2024.1457209	2024	pmc	Fine-tuned protein-lipid interactions in biological membranes: exploration and implications of the O
openalex	ORMDL2	21985515		10.1186/1471-2350-12-133	2011	pmc	Association of genetic variants in chromosome 17q21 and adult-onset asthma in a Chinese Han populati
openalex	ORMDL2			10.1038/s42003-024-07231-0	2024	no_oa	Unravelling neuronal and glial differences in ceramide composition, synthesis, and sensitivity to to
openalex	ORMDL2			10.1101/016626	2015	bot_blocked	Deleterious mutation accumulation in <i>Arabidopsis thaliana</i> pollen genes: a role for a recent r
openalex	ORMDL2			10.21203/rs.3.rs-174478/v1	2021	bot_blocked	ORMDL1 is Upregulated and Associated With Favorable Outcome in Colorectal Cancer
openalex	ORMDL2	28796790		10.1371/journal.pone.0182470	2017	pmc	Mesenchymal stromal cells (MSC) from JAK2+ myeloproliferative neoplasms differ from normal MSC and c
openalex	ORMDL2	35363779		10.1371/journal.pone.0264279	2022	pmc	Cross-population selection signatures in Canchim composite beef cattle
openalex	ORMDL2			10.1158/1538-7445.sabcs17-p1-01-21	2018	no_oa	Abstract P1-01-21: The levels of sphingosine-1-phosphate and its related gene expressions in breast 
openalex	GDPD4			10.5812/pedinfect.12062	2018	no_oa	Truncated D Protein as a New Vaccine Candidate Against Nontypeable Haemophilus influenza
openalex	GDPD4	40606484		10.3389/fpls.2025.1586547	2025	pmc	Genome-wide identification of GDPD gene family in foxtail millet (Setaria italica L.) and functional
openalex	GDPD4	8755898		10.1128/jb.178.15.4661-4669.1996	1996	no_oa	Spontaneous and induced mutations in a single open reading frame alter both virulence and avirulence
openalex	GDPD4			10.21203/rs.3.rs-168974/v1	2021	bot_blocked	Variations in Soil Properties Rather than Functional Gene Abundances Dominate Soil Phosphorus Dynami
openalex	GDPD4			10.1158/1078-0432.22440147	2023	no_oa	Supplementary Data from Tiling Path Genomic Profiling of Grade 3 Invasive Ductal Breast Cancers
openalex	GDPD4	19808235		10.1093/jac/dkp350	2009	bot_blocked	Diversity of antimicrobial resistance pheno- and genotypes of methicillin-resistant Staphylococcus a
openalex	GDPD4			10.20944/preprints202508.2046.v1	2025	no_oa	Scorpion Venom as a Source of Cancer Drugs: A Comprehensive Proteomic Analysis and Therapeutic Poten
openalex	GDPD4			10.55606/ijemr.v3i2.637	2024	no_oa	Key Drivers of Employee Engagement and Strategic Priorities for Talent Development in an Education S
openalex	GDPD4	39152718		10.1128/mbio.01642-24	2024	pmc	An intracellular phosphorus-starvation signal activates the PhoB/PhoR two-component system in <i>Sal
openalex	GDPD4	26818676		10.1128/jcm.03022-15	2016	no_oa	Detecting Staphylococcus aureus Virulence and Resistance Genes: a Comparison of Whole-Genome Sequenc
openalex	TMEM74	26648189		10.3892/ijo.2015.3186	2015	pmc	Inhibition of caspase-9 by oridonin, a diterpenoid isolated from Rabdosia rubescens, augments apopto
openalex	TMEM74	31156698		10.3389/fgene.2019.00431	2019	pmc	Analyses of a Panel of Transcripts Identified From a Small Sample Size and Construction of RNA Netwo
openalex	TMEM74			10.1158/0008-5472.22388415.v1	2023	no_oa	Supplementary Methods and Materials, Table 1 and Figures 1-3 from Autophagic Survival in Resistance 
openalex	TMEM74			10.11588/heidok.00020506	2016	no_oa	High-confidence fusion gene detection in different tumor entities &amp; biomarker discovery in breas
openalex	TMEM74			10.21203/rs.3.rs-42552/v2	2021	bot_blocked	Identification of a novel six autophagy-related genes signature for the prognostic and a miRNA-relat
openalex	TMEM74			10.32604/cmc.2023.038625	2023	no_oa	A New Hybrid Model for Segmentation of the Skin Lesion Based on Residual Attention U-Net
openalex	TMEM74	34691238		10.1155/2021/5770228	2021	pmc	An Autophagy-Related Gene-Based Prognostic Risk Signature for Hepatocellular Carcinoma: Construction
openalex	TMEM74	33281874		10.3389/fgene.2020.577116	2020	pmc	Exploring the Potential Genetic Heterogeneity in the Incidence of Hoof Disorders in Austrian Fleckvi
openalex	TMEM74	35116589		10.21037/tcr-21-191	2021	pmc	Development of a novel autophagy-related gene prognostic signature for gastric cancer
openalex	TMEM74	30544838		10.3390/ijms19123952	2018	pmc	Epigenetic Targeting of Autophagy via HDAC Inhibition in Tumor Cells: Role of p53
openalex	PICALM			10.1200/jco.2009.27.15_suppl.1018	2009	no_oa	Progression-free survival (PFS) of patients with HER2-negative, estrogen-receptor (ER)-low metastati
openalex	PICALM			10.3390/ijms19103110	2003	no_oa	TimeML: Robust Specification of Event and Temporal Expressions in Text
openalex	PICALM	25538019		10.1002/cncr.29161	2014	pmc	Phase 2 multi‐institutional trial evaluating gemcitabine and stereotactic body radiotherapy for pati
openalex	PICALM			10.1115/1.3445400	1971	no_oa	Acceleration Performance Analysis of a Gas Turbine Destroyer Escort
openalex	PICALM	10985965		10.1053/plac.2000.0564	2000	no_oa	Immunoaffinity Purification and Characterization of Native Placental Leucine Aminopeptidase/oxytocin
openalex	PICALM	19017375		10.1186/1477-7827-6-53	2008	pmc	Toll-like receptor and antimicrobial peptide expression in the bovine endometrium
openalex	PICALM			10.5281/zenodo.20550491	2026	no_oa	தயன பலமறநத சலலமன | Like a Weaned Child | Album 34 Song 1
openalex	PICALM	31149046		10.7150/thno.30254	2019	pmc	Human LAP<sup>+</sup>GARP<sup>+</sup>FOXP3<sup>+</sup> regulatory T cells attenuate xenogeneic graft
openalex	PICALM	22181049		10.1021/pr201030m	2011	no_oa	Low Plasma Albumin Levels Are Associated with Increased Plasma Protein Glycation and HbA1c in Diabet
openalex	PICALM			10.1016/j.ijadhadh.2015.12.023	2015	no_oa	Effect of surface treatment on the shear strength of aluminium adhesive single-lap joints for automo
openalex	NCF1	41980460		10.1016/j.redox.2026.104161	2026	pmc	Dual targeting of NCF1 and NLRP3 by roburic acid orchestrates redox homeostasis and inhibits macroph
openalex	NCF1	38442270		10.1084/jem.20230774	2024	pmc	NADPH oxidase exerts a B cell–intrinsic contribution to lupus risk by modulating endosomal TLR signa
openalex	NCF1			10.1016/j.cmet.2024.05.008	2024	no_oa	Reactive oxygen species regulation by NCF1 governs ferroptosis susceptibility of Kupffer cells to MA
openalex	NCF1	30791512		10.3390/nu11020436	2019	pmc	Physiological and Transcriptional Responses in Weaned Piglets Fed Diets with Varying Phosphorus and 
openalex	NCF1	25028121		10.1038/ncomms5425	2014	pmc	Src-dependent impairment of autophagy by oxidative stress in a mouse model of Duchenne muscular dyst
openalex	NCF1	20167518		10.1016/j.bcmd.2010.01.009	2010	pmc	Hematologically important mutations: The autosomal recessive forms of chronic granulomatous disease 
openalex	NCF1	27795355		10.1128/iai.00526-16	2016	no_oa	SNAP23-Dependent Surface Translocation of Leukotriene B <sub>4</sub> (LTB <sub>4</sub> ) Receptor 1 
openalex	NCF1	8062839		10.1002/j.1460-2075.1994.tb06672.x	1994	no_oa	A Chlamydomonas protein that binds single‐stranded G‐strand telomere DNA.
openalex	NCF1	31780525		10.1136/annrheumdis-2019-216629	2019	no_oa	NCF1-339 polymorphism and systemic lupus erythematosus
openalex	NCF1			10.1007/s10064-017-1034-3	2017	no_oa	Landslide susceptibility mapping at Ovacık-Karabük (Turkey) using different artificial neural networ
openalex	TMEM210	34290169		10.4103/aja.aja_63_21	2021	pmc	CRISPR/Cas9-mediated genome editing reveals 12 testis-enriched genes dispensable for male fertility 
openalex	TMEM210	37524744		10.1038/s41598-023-38904-1	2023	unpaywall	Multi-omic analyses of triptan-treated migraine attacks gives insight into molecular mechanisms
openalex	TMEM210	39819815		10.1186/s13567-024-01443-2	2025	pmc	TRIM8 inhibits porcine epidemic diarrhoea virus replication by targeting and ubiquitinately degradin
openalex	TMEM210			10.21203/rs.3.rs-2877610/v1	2023	bot_blocked	Identification of biomarkers for breast cancer early diagnosis based on the molecular classification
openalex	TMEM210	33151971		10.1371/journal.pmed.1003229	2020	pmc	Maternal dysglycaemia, changes in the infant’s epigenome modified with a diet and physical activity 
openalex	TMEM210	39971903		10.1038/s41419-025-07442-1	2025	pmc	Single-cell RNA-seq and pathological phenotype reveal the functional atlas and precise roles of Sox3
openalex	TMEM210	35991561		10.3389/fgene.2022.937300	2022	pmc	A transmembrane protein family gene signature for overall survival prediction in osteosarcoma
openalex	TMEM210	41092312		10.1093/molehr/gaaf052	2025	bot_blocked	Advances in non-essential testis-enriched genes for human and mouse spermatogenesis
openalex	TMEM210			10.7287/peerj.575v0.2/reviews/2	2014	no_oa	"Peer Review #2 of ""MicroRNAs expression profile in CCR6+ regulatory T cells (v0.2)"""
openalex	TMEM210	30622639		10.1111/eva.12641	2018	pmc	Demography and rapid local adaptation shape Creole cattle genome diversity in the tropics
openalex	SLC26A2	30106129		10.3892/ijmm.2018.3822	2018	pmc	Nkd2 promotes the differentiation of dental follicle stem/progenitor cells into osteoblasts
openalex	SLC26A2	21763748		10.1016/j.mce.2011.06.037	2011	no_oa	Role of the renal circadian timing system in maintaining water and electrolytes homeostasis
openalex	SLC26A2			10.1145/1166074.1166076	2006	no_oa	Expressiveness and complexity of XML Schema
openalex	SLC26A2	26215709		10.1002/anie.201504549	2015	pmc	The Role of the NDQ Motif in Sodium‐Pumping Rhodopsins
openalex	SLC26A2	30826306		10.1016/j.chest.2019.01.036	2019	unpaywall	Accuracy of High-Speed Video Analysis to Diagnose Primary Ciliary Dyskinesia
openalex	SLC26A2	31884167		10.1016/j.isci.2019.100755	2019	pmc	Visible-Light-Induced Alkoxyl Radicals Enable α-C(sp3)-H Bond Allylation
openalex	SLC26A2			10.1016/j.aca.2006.03.014	2006	no_oa	Comparison of direct thermal desorption with water distillation and superheated water extraction for
openalex	SLC26A2	30134936		10.1186/s13018-018-0913-z	2018	pmc	The etiology of idiopathic congenital talipes equinovarus: a systematic review
openalex	SLC26A2	24256146		10.1042/bj20131272	2013	pmc	Bisubstrate UDP–peptide conjugates as human O-GlcNAc transferase inhibitors
openalex	SLC26A2			10.1093/pasj/60.6.1327	2008	no_oa	Delay Time Distribution Measurement of Type Ia Supernovae by the Subaru/XMM-Newton Deep Survey and I
openalex	LGALS4	12566590		10.1105/tpc.008417	2003	no_oa	The Roles of Auxin Response Factor Domains in Auxin-Responsive Transcription
openalex	LGALS4	24062693		10.3389/fphys.2013.00252	2013	pmc	Factors that regulate insulin producing cells and their output in Drosophila
openalex	LGALS4	9118953		10.1093/emboj/16.5.917	1997	bot_blocked	AP‐3: an adaptor‐like protein complex with ubiquitous expression
openalex	LGALS4	18319250		10.1074/jbc.m800399200	2008	no_oa	Binding of Yeast Frataxin to the Scaffold for Fe-S Cluster Biogenesis, Isu
openalex	LGALS4	19710929		10.1371/journal.pone.0006796	2009	pmc	Comparative Analysis of Gene Regulation by the Transcription Factor PPARα between Mouse and Human
openalex	LGALS4	19620183		10.1093/jxb/erp203	2009	bot_blocked	Germination of Arabidopsis thaliana seeds is not completed as a result of elongation of the radicle 
openalex	LGALS4	22209908		10.1534/genetics.111.136291	2011	no_oa	A Novel Approach for Directing Transgene Expression in <i>Drosophila</i>: T2A-Gal4 In-Frame Fusion
openalex	LGALS4	15632126		10.1074/jbc.m414453200	2005	bot_blocked	The DNA Damage Checkpoint Response Requires Histone H2B Ubiquitination by Rad6-Bre1 and H3 Methylati
openalex	LGALS4	26002116		10.1016/j.pep.2015.05.009	2015	no_oa	A purified truncated form of yeast Gal4 expressed in Escherichia coli and used to functionalize poly
openalex	LGALS4	20838445		10.1371/journal.pone.0012571	2010	pmc	Improved Salinity Tolerance of Rice Through Cell Type-Specific Expression of AtHKT1;1
openalex	PLA2G1B	3055677		10.1111/j.1423-0410.1988.tb05145.x	1988	no_oa	Early Immunization against Platelet Glycoprotein Ilia in a Newborn Glanzmann Type I Patient
openalex	PLA2G1B	31408430		10.1515/hsz-2019-0270	2019	no_oa	Emerging mechanisms of drug-induced phospholipidosis
openalex	PLA2G1B			10.1016/j.job.2016.11.001	2016	no_oa	Porphyromonas gingivalis promotes low-density lipoprotein oxidation and atherosclerosis
openalex	PLA2G1B	35702592		10.1038/s41570-022-00393-7	2022	pmc	The chemistry of snake venom and its medicinal potential
openalex	PLA2G1B	15695510		10.1074/jbc.m413766200	2005	bot_blocked	Group VIB Ca2+-independent Phospholipase A2γ Promotes Cellular Membrane Hydrolysis and Prostaglandin
openalex	PLA2G1B	34502117		10.3390/ijms22179208	2021	pmc	Cytokines and Chemokines Involved in Osteoarthritis Pathogenesis
openalex	PLA2G1B	25598081		10.1194/jlr.m056069	2015	no_oa	A lipidomic screen of hyperglycemia-treated HRECs links 12/15-Lipoxygenase to microvascular dysfunct
openalex	PLA2G1B	4301875		10.1016/0006-291x(68)90786-9	1968	no_oa	Localization of phospholipase A2 in outer membrane of mitochondria
openalex	PLA2G1B	27386212		10.1186/2193-1801-4-s1-l5	2015	unpaywall	Two steps forward, one step back: successes and failures in structure-based discovery of GPCR ligand
openalex	PLA2G1B	27904556		10.4103/1735-1995.177358	2016	pmc	The effect of ω-fatty acids on the expression of phospholipase A2 group 2A in human gastric cancer p
openalex	FBLN2	38483134		10.1111/exd.15052	2024	bot_blocked	Elastin and collagen fibres in cutaneous wound healing
openalex	FBLN2	41902322		10.12659/msm.951722	2026	pmc	Anoikis-Related Genes Signature Contributes to Predicting Prognosis and Response to Immunotherapy in
openalex	FBLN2	33014530		10.14336/ad.2020.0604	2020	pmc	Roles of Biomarkers in Myocardial Fibrosis
openalex	FBLN2	22719999		10.1371/journal.pone.0038954	2012	pmc	Identification of a Candidate Proteomic Signature to Discriminate Multipotent and Non-Multipotent St
openalex	FBLN2			10.1002/med4.27	2023	bot_blocked	Crosstalk between cancer cells and the nervous system
openalex	FBLN2			10.1161/atvb.41.suppl_1.p104	2021	no_oa	Abstract P104: The Transcription Factor Erg Governs Chromatin Accessibility And Gene Expression Prog
openalex	FBLN2			10.3384/9789181182200	2025	no_oa	Targeting DNA methylation in leukaemic cells
