source	gene	pmid	pmc_id	doi	year	bucket	title
production	OR4F16	20671204	PMC2945921	10.1093/database/baq018	2010	pmc	The systematic annotation of the three main GPCR families in Reactome
production	OR4F16	37686047	PMC10487847	10.3390/ijms241713242	2023	pmc	Multi-Omics Analysis of NCI-60 Cell Line Data Reveals Novel Metabolic Processes Linked with Resistan
production	OR4F16	14983052	PMC356993	10.1073/pnas.0307882100	2004	no_oa	The human olfactory receptor gene family
production	OR4F16	34660269	PMC8515053	10.3389/fonc.2021.699401	2021	pmc	Biliary Strictures and Cholangiocarcinoma - Untangling a Diagnostic Conundrum
production	OR4F16	21399695	PMC3047561	10.1371/journal.pone.0017125	2011	pmc	Ontogenetic de novo copy number variations (CNVs) as a source of genetic individuality: studies on t
production	OR4F16	26769853	PMC4884971	10.18632/oncotarget.6895	2016	pmc	Gene copy number variations in the leukocyte genome of hepatocellular carcinoma patients with integr
production	OR4F16	34158541	PMC8219799	10.1038/s41598-021-92128-9	2021	pmc	Establishment of liver tumor cell lines from atherogenic and high fat diet fed hepatitis C virus tra
production	OR4F16	17663781	PMC2323237	10.1186/gb-2007-8-7-r151	2007	pmc	Human subtelomeric duplicon structure and organization
production	OR4F16	38540698	PMC10967855	10.3390/biom14030277	2024	pmc	Extracellular Vesicles as Delivery Vehicles for Non-Coding RNAs: Potential Biomarkers for Chronic Li
production	OR4F16	32183400	PMC7140677	10.3390/cells9030721	2020	pmc	Patients with Cholangiocarcinoma Present Specific RNA Profiles in Serum and Urine Extracellular Vesi
production	DRC4	20308539	PMC2851947	10.1073/pnas.1002447107	2010	no_oa	A genome-scale protein interaction profile of Drosophila p53 uncovers additional nodes of the human 
production	DRC4	40089458	PMC11910659	10.1038/s41419-025-07506-2	2025	pmc	Core N-DRC components play a crucial role in embryonic development and postnatal organ development
production	DRC4	26387594	PMC4596893	10.1016/j.ajhg.2015.08.012	2015	no_oa	Loss-of-Function GAS8 Mutations Cause Primary Ciliary Dyskinesia and Disrupt the Nexin-Dynein Regula
production	DRC4	39992471		10.1007/s10142-025-01557-6	2025	no_oa	Innovative perspectives on glioblastoma: the emerging role of long non-coding RNAs
production	DRC4	39448638	PMC11502866	10.1038/s41467-024-53348-5	2024	pmc	Structure, interaction and nervous connectivity of beta cell primary cilia
production	DRC4	37588204	PMC10425854	10.1016/j.gendis.2023.04.015	2024	pmc	Autophagy-related lncRNAs in tumor progression and drug resistance: A double-edged sword
production	DRC4	38542236	PMC10970002	10.3390/ijms25063262	2024	pmc	Follicular Fluid-Derived Extracellular Vesicles Influence on In Vitro Maturation of Equine Oocyte: I
production	DRC4	33568455	PMC8141408	10.1128/msphere.01090-20	2021	pmc	APEX2 Proximity Proteomics Resolves Flagellum Subdomains and Identifies Flagellum Tip-Specific Prote
production	DRC4	42023217	PMC13095522	10.3389/fimmu.2026.1764014	2026	pmc	Single cell transcriptomics reveals dendritic cell subsets in bovine afferent lymph and immune cell-
production	DRC4	41458626	PMC12739386	10.3389/fmolb.2025.1753098	2025	no_oa	Editorial: Distinct phenotype but same genotype: hints for the diversity of phenotypes in ciliopathi
production	TMEM218	16344560	PMC1356129	10.1101/gr.4039406	2006	no_oa	Diversification of transcriptional modulation: large-scale identification and characterization of pu
production	TMEM218	41636901	PMC12886300	10.1007/s10238-026-02061-2	2026	pmc	Alternative splicing events show high prognostic values and indicate potential core genes in acute m
production	TMEM218	33961781	PMC8165030	10.1016/j.cell.2021.04.011	2021	pmc	Dual proteome-scale networks reveal cell-specific remodeling of the human interactome
production	TMEM218	35386370	PMC8967306	10.1002/rmb2.12435	2022	pmc	A gene network of uterine luminal epithelium organizes mouse blastocyst implantation
production	TMEM218	38335160	PMC11160125	10.1513/annalsats.202305-417oc	2024	no_oa	Peripheral Blood Mononuclear Cell Gene Expression Associated with Pulmonary Microvascular Perfusion:
production	TMEM218	35655331	PMC9437135	10.1146/annurev-genom-121321-093528	2022	pmc	The Joubert-Meckel-Nephronophthisis Spectrum of Ciliopathies
production	TMEM218	32393512		10.4049/jimmunol.2000053	2020	no_oa	SUMOylation of DDX39A Alters Binding and Export of Antiviral Transcripts to Control Innate Immunity
production	TMEM218	22747600	PMC3475123	10.1186/1471-2172-13-33	2012	pmc	Bacillus anthracis' lethal toxin induces broad transcriptional responses in human peripheral monocyt
production	TMEM218	35883662	PMC9319087	10.3390/cells11142219	2022	pmc	A Method for Bridging Population-Specific Genotypes to Detect Gene Modules Associated with Alzheimer
production	TMEM218	25962146	PMC4427179	10.1371/journal.pone.0126667	2015	pmc	Understanding the role of dicer in astrocyte development
production	REELD1	41272580	PMC12703913	10.1186/s12903-025-07368-2	2025	pmc	Methodological comparison between salivary and plasma inflammatory biomarkers in third molar surgery
production	REELD1	39114548	PMC11305850	10.3233/adr-240024	2024	pmc	An Investigation of the Inflammatory Landscape in the Brain and Bone Marrow of the APP/PS1 Mouse
production	REELD1	34684671	PMC8539771	10.3390/molecules26206090	2021	pmc	Glycyrrhizic Acid Inhibits SARS-CoV-2 Infection by Blocking Spike Protein-Mediated Cell Attachment
production	REELD1	28987324	PMC5858962	10.1016/j.pharmthera.2017.10.006	2018	pmc	Toll-like receptors and their role in persistent pain
production	REELD1	32952587	PMC7487102	10.1155/2020/5476064	2020	pmc	Electroacupuncture Alleviates Osteoarthritis by Suppressing NLRP3 Inflammasome Activation in Guinea 
production	REELD1	36115835	PMC9482650	10.1038/s41467-022-33018-0	2022	pmc	Quantitative fragmentomics allow affinity mapping of interactomes
production	REELD1	37174080	PMC10177290	10.3390/cancers15092615	2023	pmc	Immune Checkpoint Profiling in Humanized Breast Cancer Mice Revealed Cell-Specific LAG-3/PD-1/TIM-3 
production	REELD1	41290673	PMC12789605	10.1038/s41467-025-66089-w	2025	pmc	Bioorthogonal optimized virus immuno-nanomedicine (BOVIN)
production	REELD1	36224611	PMC9559872	10.1186/s12974-022-02601-z	2022	pmc	Blocking P2X7 by intracerebroventricular injection of P2X7-specific nanobodies reduces stroke lesion
production	REELD1	27363018	PMC5216938	10.18632/oncotarget.9725	2016	pmc	Immunogenic cell death due to a new photodynamic therapy (PDT) with glycoconjugated chlorin (G-chlor
production	IGKV3-11	37984335	PMC10711664	10.15252/embj.2023115030	2023	pmc	Mechanistic basis of ligand efficacy in the calcium-activated chloride channel TMEM16A
production	IGKV3-11	42072469	PMC13114019	10.3390/biomedicines14040928	2026	pmc	DSS Colitis Model: Traps, Tricks, and Reporting Recommendations
production	IGKV3-11	38004100	PMC10674618	10.3390/nu15224706	2023	pmc	Arginine and Lysine Supplementation Potentiates the Beneficial β-Hydroxy ß-Methyl Butyrate (HMB) Eff
production	IGKV3-11	41301787	PMC12650630	10.3390/biomedicines13112694	2025	pmc	Intracellular Calcium Dysregulation: The Hidden Culprit in the Diabetes-Gout Nexus
production	IGKV3-11	8223863		10.1002/eji.1830231121	1993	no_oa	The V kappa genes of the L regions and the repertoire of V kappa gene sequences in the human germ li
production	IGKV3-11	38050183	PMC11671973	10.1136/rapm-2023-104980	2024	pmc	GFAP palmitoylcation mediated by ZDHHC23 in spinal astrocytes contributes to the development of neur
production	IGKV3-11	41083291	PMC12660178	10.1523/jneurosci.2246-24.2025	2025	no_oa	Unique Transcriptomic Cell Types of the Granular Retrosplenial Cortex Are Preserved across Mice and 
production	IGKV3-11	42197702	PMC13210743	10.3390/plants15101568	2026	pmc	Identification of the &lt;i&gt;PmNAC&lt;/i&gt; Gene Family in &lt;i&gt;Pinus massoniana&lt;/i&gt;: &
production	IGKV3-11	42018081	PMC13234113	10.1007/s12672-026-04970-w	2026	pmc	Identification of pyroptosis and hypoxia related molecular subtypes and a prognostic signature in co
production	IGKV3-11	42095090	PMC13141810	10.1016/j.isci.2026.115565	2026	pmc	Neuromuscular junction innervation and motor function are preserved by restoring muscarinic signalin
production	EPHA2	41983119	PMC13071061	10.3389/fimmu.2026.1768539	2026	pmc	IL-7Rα signaling potentiates the anti-tumor activity of NK92 cells
production	EPHA2	38053024	PMC10696767	10.1186/s12014-023-09445-6	2023	pmc	sBioSITe enables sensitive identification of the cell surface proteome through direct enrichment of 
production	EPHA2	40411427	PMC12102760	10.1002/pro.70145	2025	pmc	Synthetic antibodies targeting EphA2 induce diverse signaling-competent clusters with differential a
production	EPHA2	41655696	PMC12972985	10.1016/j.jbc.2026.111271	2026	pmc	Targeting EphA2 under DNA damage causes mitotic bypass via p21 induction
production	EPHA2	40573333	PMC12197610	10.3390/v17060742	2025	pmc	Molecular Mechanisms of Cell-to-Cell Transmission in Human Herpesviruses
production	EPHA2	39111833	PMC11308882	10.1136/jitc-2024-009486	2024	pmc	EphA3-targeted chimeric antigen receptor T cells are effective in glioma and generate curative memor
production	EPHA2	32165640	PMC7067772	10.1038/s41467-020-15198-9	2020	pmc	Digenic inheritance of mutations in EPHA2 and SLC26A4 in Pendred syndrome
production	EPHA2	41283264	PMC12641671	10.3390/medsci13040263	2025	pmc	The Multifaceted Role of Annexin A1 in Colorectal Cancer: From Molecular Mechanisms to Predictive an
production	EPHA2	41310061	PMC12749419	10.1038/s41598-025-28826-5	2025	pmc	Uncovering the glutamate carboxypeptidase II microenvironment using a multi-labeling proteomic appro
production	EPHA2	41562278	PMC12820800	10.1002/pro.70471	2026	pmc	Differences in Src phosphorylation of PSD-93 and PSD-95 drive differences in scaffolding activity
production	TMEM163	34207150	PMC8234106	10.3390/ijms22126542	2021	pmc	P2X7 Receptors and TMEM16 Channels Are Functionally Coupled with Implications for Macropore Formatio
production	TMEM163	37694119	PMC10483232	10.3389/fnins.2023.1219441	2023	pmc	Selective dopaminergic vulnerability in Parkinson's disease: new insights into the role of DAT
production	TMEM163	42011986	PMC13097963	10.1002/glia.70163	2026	pmc	A Cross-Disease Microglial Transcriptional Program Characterizes Neurodegeneration and Highlights SP
production	TMEM163	35265219	PMC8899567	10.7150/thno.70588	2022	pmc	The relevance of organelle interactions in cellular senescence
production	TMEM163	40404627	PMC12098657	10.1038/s41467-025-59924-7	2025	pmc	Improving cellular fitness of human stem cell-derived islets under hypoxia
production	TMEM163	41723140	PMC13035813	10.1038/s41467-026-69677-6	2026	pmc	Spatial perturb-seq: single-cell functional genomics within intact tissue architecture
production	TMEM163	40662083	PMC12256511	10.3389/fnagi.2025.1612389	2025	pmc	Nurr1 deficiency impairs autophagy-lysosomal function through GBA-dependent transcriptional regulati
production	TMEM163	37008900	PMC10050752	10.3389/fendo.2023.1154931	2023	pmc	Transcriptome landscape comparison of periodontium in developmental and renewal stages
production	TMEM163	28553203	PMC5425483	10.3389/fnmol.2017.00143	2017	pmc	Autophagy as an Emerging Common Pathomechanism in Inherited Peripheral Neuropathies
production	TMEM163	35455965	PMC9031525	10.3390/cells11081285	2022	pmc	Functional Study of <i>TMEM163</i> Gene Variants Associated with Hypomyelination Leukodystrophy
production	MVD	41807394	PMC13103306	10.1038/s41467-026-69741-1	2026	pmc	CF2H: a cell-free two-hybrid platform for rapid protein binder screening
production	MVD	39430570	PMC11488350	10.2147/bctt.s489953	2024	pmc	Intermediate Filaments in Breast Cancer Progression, and Potential Biomarker for Cancer Therapy: A N
production	MVD	42007125	PMC13090885	10.62347/abom6140	2026	no_oa	Jiangfu Fuwei granules alleviate chronic atrophic gastritis by suppressing angiogenesis through the 
production	MVD	37384351	PMC10293680	10.1016/j.csbj.2023.06.006	2023	pmc	Theoretical and experimental studies on the interaction of biphenyl ligands with human and murine PD
production	MVD	41837391	PMC13093404	10.1002/2056-4538.70083	2026	pmc	Spatial heterogeneity of antibody-drug conjugate targets in pancreatic ductal adenocarcinoma
production	MVD	33603833	PMC7851600	10.3892/etm.2021.9655	2021	pmc	Inhibition of the mevalonate pathway improves myocardial fibrosis
production	MVD	40394703	PMC12090556	10.1186/s13046-025-03407-6	2025	pmc	HHLA2 activates c-Met and identifies patients for targeted therapy in hepatocellular carcinoma
production	MVD	33243988	PMC7691523	10.1038/s41467-020-19782-x	2020	pmc	A stem cell reporter based platform to identify and target drug resistant stem cells in myeloid leuk
production	MVD	38485275	PMC10995524	10.2967/jnumed.123.266445	2024	pmc	[&lt;sup&gt;18&lt;/sup&gt;F]FDG PET/CT Signal Correlates with Neoangiogenesis Markers in Patients wi
production	MVD	9270019			1997	no_oa	Regulation of proliferation and Ras localization in transformed cells by products of mevalonate meta
production	TRPV2	38678280	PMC11056070	10.1186/s12931-024-02807-0	2024	pmc	TRPV2 modulates mechanically Induced ATP Release from Human bronchial epithelial cells
production	TRPV2	32349983	PMC7294463	10.1523/eneuro.0066-20.2020	2020	pmc	Peripheral Nerve Single-Cell Analysis Identifies Mesenchymal Ligands that Promote Axonal Growth
production	TRPV2	21574765		10.33549/physiolres.932053	2012	unpaywall	Mast-cell degranulation induced by physical stimuli involves the activation of transient-receptor-po
production	TRPV2	40243844	PMC11988754	10.3390/ijms26073104	2025	pmc	Expression, Distribution and Function of the Transient Receptor Potential Vanilloid Type 1 (TRPV1) i
production	TRPV2	41752117	PMC12940486	10.3390/ijms27041984	2026	pmc	Lipid Regulation of Mechanosensitive Ion Channels
production	TRPV2	41397955	PMC12706003	10.1038/s41419-025-08242-3	2025	pmc	TRPV2 in muscle satellite cells is crucial for skeletal muscle remodelling
production	TRPV2	41999504	PMC13222920	10.1007/s00018-026-06202-4	2026	pmc	Kv1.3 palmitoylation regulates spatial distribution and channel removal from the immunological synap
production	TRPV2	40527873	PMC12174366	10.1038/s41467-025-60710-8	2025	pmc	TRPML2 in distinct states reveals the activation and modulation principles of the TRPML family
production	TRPV2	38824263	PMC11144267	10.1038/s42004-024-01198-z	2024	pmc	Dynamic molecular portraits of ion-conducting pores characterize functional states of TRPV channels
production	TRPV2	29736621	PMC6061713	10.1007/s00210-018-1507-3	2018	pmc	Molecular basis for the sensitivity of TRP channels to polyunsaturated fatty acids
production	TM9SF1	41009541	PMC12469638	10.3390/ijms26188975	2025	pmc	Kinesin Spindle Protein (KIF11) in Mitosis and Cancer
production	TM9SF1	31440138	PMC6693442	10.3389/fnmol.2019.00183	2019	pmc	P2X7 Interactions and Signaling - Making Head or Tail of It
production	TM9SF1	38735008	PMC11089031	10.1007/s12672-024-01005-0	2024	pmc	ZNF692 promotes the migration and response to immunotherapy of clear cell renal cell carcinoma cells
production	TM9SF1	33060197	PMC7808408	10.1126/science.abe9403	2020	pmc	Comparative host-coronavirus protein interaction networks reveal pan-viral disease mechanisms
production	TM9SF1	9332367		10.1016/s0378-1119(97)00263-1	1997	no_oa	Cloning of a human multispanning membrane protein cDNA: evidence for a new protein family
production	TM9SF1	37047151	PMC10093903	10.3390/ijms24076180	2023	pmc	Recent Insight into the Role of Sphingosine-1-Phosphate Lyase in Neurodegeneration
production	TM9SF1	35538718	PMC9441509	10.21053/ceo.2022.00206	2022	pmc	Induction of the BRAFV600E Mutation in Thyroid Cells Leads to Frequent Hypermethylation
production	TM9SF1	37909396	PMC10898398	10.1111/iwj.14476	2024	pmc	Identification of autophagy-related genes in diabetic foot ulcer based on bioinformatic analysis
production	TM9SF1	36175399	PMC9522921	10.1038/s41467-022-33276-y	2022	pmc	TM9SF4 is an F-actin disassembly factor that promotes tumor progression and metastasis
production	TM9SF1	40896537	PMC12396220	10.2147/jir.s527416	2025	pmc	TM9SF1 as a Novel Prognostic Biomarker for Sepsis Severity and Mortality: A Longitudinal Study
production	TSPAN10	24935633	PMC4139439	10.1007/s00223-014-9883-2	2014	pmc	Downregulation of Notch modulators, tetraspanin 5 and 10, inhibits osteoclastogenesis in vitro
production	TSPAN10	40696376	PMC12285189	10.1186/s12906-025-05036-0	2025	pmc	Efficacy and safety of YQFM (YiQiFuMai lyophilized injection) on acute ischemic stroke (FAST): ratio
production	TSPAN10	39273300	PMC11395666	10.3390/ijms25179352	2024	pmc	Insights into Iron Metabolism Parameters in Ischemic Stroke: A Single-Center Prospective Cohort Stud
production	TSPAN10	19855826	PMC2756625	10.1371/journal.pcbi.1000530	2009	pmc	The role of medical structural genomics in discovering new drugs for infectious diseases
production	TSPAN10	3979758	PMC7111309		1985	no_oa	Abstracts of papers submitted to the American Gastroenterological Association. 86th annual meeting, 
production	TSPAN10	36147504	PMC9486309	10.3389/fgene.2022.992328	2022	pmc	Potential gene identification and pathway crosstalk analysis of age-related macular degeneration
production	TSPAN10	24130797	PMC3793918	10.1371/journal.pone.0076853	2013	pmc	Differential surface expression of ADAM10 and ADAM17 on human T lymphocytes and tumor cells
production	TSPAN10	36568979	PMC9773885	10.3389/fcell.2022.1001954	2022	pmc	Potential diagnostic of lymph node metastasis and prognostic values of TM4SFs in papillary thyroid c
production	TSPAN10	39001222	PMC11240567	10.3390/diagnostics14131331	2024	pmc	Releasing Dynamic of Serum ST2 and Calprotectin in Patients with Acute Ischemic Stroke
production	TSPAN10	41398702	PMC12822221	10.1186/s12964-025-02584-3	2025	pmc	The Notch signaling pathway in regulating bone and cartilage homeostasis: novel insights into the pa
production	GPR15LG	37457732	PMC10348422	10.3389/fimmu.2023.1179456	2023	pmc	Emerging roles of a chemoattractant receptor GPR15 and ligands in pathophysiology
production	GPR15LG	38654394	PMC11040992	10.1186/s41232-024-00334-5	2024	pmc	Immune cell trafficking: a novel perspective on the gut-skin axis
production	GPR15LG	36316897	PMC9622720	10.1097/md.0000000000031489	2022	pmc	Network exploration of gene signatures underlying low birth weight induced metabolic alterations
production	GPR15LG	42193981	PMC13204312	10.3390/biom16050630	2026	pmc	Maternal Acrylamide Exposure Modulates Parvalbumin-Positive Interneurons in the Subiculum and Hippoc
production	GPR15LG	36330530	PMC9623011	10.3389/fimmu.2022.1003970	2022	pmc	Soluble mediators in the function of the epidermal-immune-neuro unit in the skin
production	GPR15LG	40804449		10.1038/s41423-025-01325-3	2025	no_oa	The cytokine CSBF inhibits the IL-17A and TNF-α inflammatory pathways via SUSD2-ACT1 in keratinocyte
production	GPR15LG	31954397	PMC6969423	10.1186/s12974-020-1706-y	2020	pmc	Neonatal hypoxia-ischemia in rat elicits a region-specific neurotrophic response in SVZ microglia
production	GPR15LG	34239069	PMC8410790	10.1038/s41422-021-00527-4	2021	no_oa	Structural basis for recognition of anti-migraine drug lasmiditan by the serotonin receptor 5-HT<sub
production	GPR15LG	36960274	PMC8944711	10.1093/burnst/tkab049	2022	no_oa	Nanomaterials for the delivery of bioactive factors to enhance angiogenesis of dermal substitutes du
production	GPR15LG	40164684	PMC12045987	10.1038/s12276-025-01427-y	2025	pmc	Conversation between skin microbiota and the host: from early life to adulthood
production	PLA2G1B	40849801	PMC12425350	10.3892/ijo.2025.5793	2025	pmc	Lp‑PLA2 in the cancer landscape: From molecular mechanisms to therapeutic potential (Review)
production	PLA2G1B	38646426	PMC11033080	10.1016/j.bbrep.2024.101706	2024	pmc	Targeting estrogen mediated CYP4F2/CYP4F11-20-HETE metabolic disorder decelerates tumorigenesis in E
production	PLA2G1B	36977677	PMC10043865	10.1038/s41541-023-00639-5	2023	pmc	Progress towards a glycoconjugate vaccine against Group A Streptococcus
production	PLA2G1B	40409756	PMC12314153	10.1093/humrep/deaf085	2025	pmc	Novel insights into the lipid signalling in human spermatozoa
production	PLA2G1B	41668745	PMC12883742	10.3389/fimmu.2026.1705738	2026	pmc	Lipoprotein-associated phospholipase A2 (Lp-PLA2): a key hub linking lipid metabolism and immune inf
production	PLA2G1B	41831571	PMC13101687	10.1016/j.mcpro.2026.101553	2026	pmc	Glycoinformatic Profiling of Label-Free Intact Heparan Sulfate Oligosaccharides
production	PLA2G1B	42193398	PMC13204179	10.3390/biomedicines14051073	2026	pmc	Neuroimmune Regulation of Microvascular Inflammation: The Heart-Brain Axis, Mast Cells, and the Prot
production	PLA2G1B	38365592	PMC10874052	10.1186/s12864-024-10090-y	2024	pmc	Distinct regulatory networks control toxin gene expression in elapid and viperid snakes
production	PLA2G1B	34913478	PMC9302981	10.1002/eji.202149485	2022	pmc	Phospholipase activity of acyloxyacyl hydrolase induces IL-22-producing CD1a-autoreactive T cells in
production	PLA2G1B	42183213	PMC13193917	10.3389/fimmu.2026.1793260	2026	pmc	Epidermal growth factor receptor signaling modulates postoperative pain and inflammatory responses
production	GDPD4	40799166	PMC12351708	10.1080/21505594.2025.2545559	2025	pmc	Roles of Pho regulon in bacterial pathogenicity
production	GDPD4	40082403	PMC11906636	10.1038/s41467-025-57402-8	2025	pmc	PNPLA6 regulates retinal homeostasis by choline through phospholipid turnover
production	GDPD4	37755940	PMC10536643	10.3390/toxins15090514	2023	pmc	Slowly Making Sense: A Review of the Two-Step Venom System within Slow (<i>Nycticebus</i> spp.) and 
production	GDPD4	31932351	PMC6983723	10.1242/dev.180695	2020	no_oa	GDE3 regulates oligodendrocyte precursor proliferation via release of soluble CNTFRα
production	GDPD4	40183073	PMC11966172	10.3389/fphar.2025.1417603	2025	pmc	Corrigendum: Astragalus-Scorpion drug pair inhibits the development of prostate cancer by regulating
production	GDPD4	35182431	PMC9038680	10.1002/1873-3468.14320	2022	pmc	Tiki proteins are glycosylphosphatidylinositol-anchored proteases
production	GDPD4	39903107	PMC11831205	10.1073/pnas.2420162122	2025	pmc	Uncovering the hidden RNA virus diversity in Lake Nam Co: Evolutionary insights from an extreme high
production	GDPD4	12045145	PMC313875	10.1101/gr.228002	2002	no_oa	Comparison of the small molecule metabolic enzymes of Escherichia coli and Saccharomyces cerevisiae
production	GDPD4	41990829	PMC13086504	10.1111/1758-2229.70332	2026	pmc	Phosphorus Acquisition Strategies Among Phytoplankton and Free-Living Bacterial Communities in the B
production	GDPD4	39510189	PMC11652876	10.1016/j.jbc.2024.107965	2024	pmc	Role of Gpcpd1 in intestinal alpha-glycerophosphocholine metabolism and trimethylamine N-oxide produ
production	SLC26A2	41957074	PMC13223210	10.1038/s41598-026-47250-x	2026	pmc	Heat stress impacts affective processes and risk-taking behaviour
production	SLC26A2	41584853	PMC12824913	10.1016/j.gendis.2025.101890	2026	pmc	Kitlg dysfunction is associated with hearing and pigmentation abnormalities
production	SLC26A2	32012757	PMC7076641	10.3390/plants9020158	2020	pmc	Subcellular Targeting of Plant Sucrose Transporters Is Affected by Their Oligomeric State
production	SLC26A2	41549497	PMC12890557	10.3347/phd.25087	2026	pmc	Genetic polymorphisms of merozoite surface protein-1 ICB 5-6 in Vietnamese Plasmodium vivax isolates
production	SLC26A2	39148350	PMC11382264	10.1021/acs.joc.4c01192	2024	pmc	Halide Abstraction-Mediated Synthesis of a Highly Twisted Amide
production	SLC26A2	11448940		10.1093/hmg/10.14.1485	2001	bot_blocked	Mutations in the diastrophic dysplasia sulfate transporter (DTDST) gene: correlation between sulfate
production	SLC26A2	40018643	PMC11865047	10.3389/fgene.2025.1536982	2025	pmc	Distinct gene signatures define the epithelial cell features of mucinous appendiceal neoplasms and p
production	SLC26A2	42075010	PMC13118882	10.3390/nu18081197	2026	pmc	Turmeric: A Comprehensive Review of Its Botany, Traditional Uses, Phytochemistry, and Mechanisms as 
production	SLC26A2	32721020	PMC7425690	10.1167/iovs.61.8.39	2020	pmc	Energy Shortage in Human and Mouse Models of SLC4A11-Associated Corneal Endothelial Dystrophies
production	SLC26A2	41614930	PMC12840272	10.3390/cimb48010100	2026	pmc	SGPP2 Ameliorates Chronic Heart Failure by Attenuating ERS via the SIRT1/AMPK Pathway
production	TMEM74	34803509	PMC8579461	10.7150/ijbs.65669	2021	pmc	ATIC inhibits autophagy in hepatocellular cancer through the AKT/FOXO3 pathway and serves as a progn
production	TMEM74	37570247	PMC10417656	10.3390/ani13152438	2023	pmc	The Shepherd and the Hunter: A Genomic Comparison of Italian Dog Breeds
production	TMEM74	37995683	PMC10878415	10.1016/j.ccell.2023.10.009	2023	pmc	Temporal evolution reveals bifurcated lineages in aggressive neuroendocrine small cell prostate canc
production	TMEM74	17207965	PMC4647941	10.1016/j.ygeno.2006.11.012	2007	pmc	hORFeome v3.1: a resource of human open reading frames representing over 10,000 human genes
production	TMEM74	35316156	PMC9673928	10.1080/15548627.2022.2054240	2022	no_oa	Chemical modulation of SQSTM1/p62-mediated xenophagy that targets a broad range of pathogenic bacter
production	TMEM74	40104699	PMC11912080	10.21037/tcr-24-1660	2025	pmc	The emerging role of transmembrane proteins in tumorigenesis and therapy
production	TMEM74	39456271	PMC11506204	10.3390/biom14101339	2024	pmc	&lt;i&gt;Astragalus membranaceus&lt;/i&gt;: A Traditional Chinese Medicine with Multifaceted Impacts
production	TMEM74	26799652	PMC4835977	10.1080/15548627.2015.1100356	2016	no_oa	Guidelines for the use and interpretation of assays for monitoring autophagy (3rd edition)
production	TMEM74	30203055	PMC6378860	10.1093/biolre/ioy199	2019	no_oa	Interferon tau-dependent and independent effects of the bovine conceptus on the endometrial transcri
production	TMEM74	31938577	PMC6953332	10.7717/peerj.8288	2020	pmc	Development of an autophagy-related gene prognostic signature in lung adenocarcinoma and lung squamo
production	ORMDL2	41884618	PMC13010176	10.3389/fgene.2026.1720829	2026	pmc	&lt;i&gt;ORMDL3&lt;/i&gt;: from an asthma susceptibility gene to multi-disease associations
production	ORMDL2	27793094	PMC5084355	10.1186/s12864-016-3188-y	2016	pmc	Network analysis of psoriasis reveals biological pathways and roles for coding and long non-coding R
production	ORMDL2	37483592	PMC10359070	10.3389/fimmu.2023.1209396	2023	pmc	Insight of a lipid metabolism prognostic model to identify immune landscape and potential target for
production	ORMDL2	29519897	PMC5934766	10.15252/embr.201745603	2018	pmc	MARCH6 and TRC8 facilitate the quality control of cytosolic and tail-anchored proteins
production	ORMDL2	28152519	PMC5362505	10.18632/oncotarget.14948	2017	pmc	Kalirin and CHD7: novel endothelial dysfunction indicators in circulating extracellular vesicles fro
production	ORMDL2	42158467	PMC13181217	10.1155/humu/3249360	2026	pmc	Decoding the Sphingolipid Landscape of Clear Cell Renal Cell Carcinoma: A Single-Cell-Guided Prognos
production	ORMDL2	27623174	PMC5415707	10.1016/j.jaci.2016.07.033	2017	pmc	Pulmonary ORMDL3 is critical for induction of Alternaria-induced allergic airways disease
production	ORMDL2	41663970	PMC12983607	10.1186/s12872-026-05533-1	2026	pmc	Unraveling key genes and mitochondrial-related mechanisms of atherosclerosis severity: explorations 
production	ORMDL2	37203397	PMC10198063	10.3892/ijmm.2023.5256	2023	pmc	Role of ferroptosis in the pathogenesis and as a therapeutic target of inflammatory bowel disease (R
production	ORMDL2	37308477	PMC10261145	10.1038/s41467-023-39274-y	2023	pmc	Ceramide sensing by human SPT-ORMDL complex for establishing sphingolipid homeostasis
production	LGALS4	41675038	PMC12887266	10.1016/j.isci.2026.114737	2026	pmc	Tau and Futsch play non-neuronal roles in mediating morphogenesis and function of &lt;i&gt;Drosophil
production	LGALS4	41500834	PMC12834652	10.1523/eneuro.0051-25.2025	2026	pmc	The E-Protein Daughterless Regulates Olfactory Learning of Adult &lt;i&gt;Drosophila melanogaster&lt
production	LGALS4	41006914	PMC12527939	10.1038/s41556-025-01764-0	2025	pmc	Remote control of AMPK via extracellular adenosine controls tissue growth
production	LGALS4	40937694	PMC12516318	10.1242/dev.204786	2025	pmc	Nascent dendrite branches initiated by a localized burst of Spire-dependent actin polymerization
production	LGALS4	38651456	PMC11036296	10.3390/jdb12020011	2024	pmc	A Residual N-Terminal Peptide Enhances Signaling of Depalmitoylated Hedgehog to the Patched Receptor
production	LGALS4	41481745	PMC12758534	10.1126/sciadv.adw5022	2026	pmc	Mechanical control of the insect extracellular matrix nanostructure
production	LGALS4	41091763	PMC12557536	10.1073/pnas.2503166122	2025	pmc	FETCH enables fluorescent labeling of membrane proteins in vivo with spatiotemporal control in &lt;i
production	LGALS4	30663442		10.1080/00365521.2018.1561937	2019	no_oa	Galectin 4 is a biomarker for early recurrence and death after surgical resection for pancreatic duc
production	LGALS4	41431166	PMC12965853	10.1002/brv.70114	2026	pmc	Molecular bases of insect odorant receptor function: specificity and evolution
